composer,title,split,performer,model,recording,melody_ioi_corr,acc_ioi_corr,ratio_ioi_corr,melody_ioi_dtw_dist,acc_ioi_dtw_dist,melody_ioi_hist_kld,acc_ioi_hist_kld
Beethoven,Piano_Sonatas_21-1,train,Sladek02M,kong,disklavier,0.3503,0.1967,0.0,1509.0,2964.0,0.3397,0.4616
Beethoven,Piano_Sonatas_21-1,train,Song03M,oaf,maestro,0.7755,0.5965,0.0,1341.0,2818.0,3.171,6.674
Beethoven,Piano_Sonatas_21-1,train,Song03M,kong,maestro,0.6666,0.5447,0.0,1052.0,3433.0,0.098,0.1201
Beethoven,Piano_Sonatas_21-1,train,Song03M,T5,maestro,0.2221,0.2498,0.0,1503.0,9726.0,0.1103,0.1547
Beethoven,Piano_Sonatas_21-1,train,Song03M,T5,disklavier,0.2149,0.1309,0.0,3232.0,14612.0,0.6981,0.7595
Beethoven,Piano_Sonatas_21-1,train,Song03M,kong,disklavier,0.4152,0.1221,0.0,1618.0,4260.0,0.7016,0.9443
Beethoven,Piano_Sonatas_21-1,train,Song03M,oaf,disklavier,0.4984,0.1188,0.0,1581.0,4468.0,3.0817,6.4952
Beethoven,Piano_Sonatas_21-1,train,SunY02M,T5,maestro,0.0586,0.3564,0.0,2556.0,5638.0,0.2279,0.1651
Beethoven,Piano_Sonatas_21-1,train,SunY02M,oaf,maestro,0.8119,0.6479,0.0,1308.0,3915.0,4.1494,6.7766
Beethoven,Piano_Sonatas_21-1,train,SunY02M,kong,maestro,0.7126,0.6285,0.0,614.0,1639.0,0.0799,0.1302
Beethoven,Piano_Sonatas_21-1,train,SunY02M,oaf,disklavier,0.4248,0.1449,0.0,1346.0,3443.0,4.0851,6.6401
Beethoven,Piano_Sonatas_21-1,train,SunY02M,kong,disklavier,0.3988,0.1449,0.0,1258.0,3347.0,0.3849,0.5554
Beethoven,Piano_Sonatas_21-1,train,SunY02M,T5,disklavier,0.2003,0.159,0.0,3834.0,9676.0,0.7392,0.4005
Beethoven,Piano_Sonatas_21-1,train,Tetzloff05M,T5,maestro,0.0537,0.5102,0.0,1394.0,6508.0,0.0708,0.1073
Beethoven,Piano_Sonatas_21-1,train,Tetzloff05M,oaf,maestro,0.8679,0.6225,0.0,1256.0,4297.0,3.8187,6.5643
Beethoven,Piano_Sonatas_21-1,train,Tetzloff05M,kong,maestro,0.6475,0.5141,0.0,721.0,3582.0,0.0529,0.091
Beethoven,Piano_Sonatas_21-1,train,Tetzloff05M,T5,disklavier,0.0487,0.1798,0.0,5826.0,11081.0,0.4158,0.3684
Beethoven,Piano_Sonatas_21-1,train,Tetzloff05M,oaf,disklavier,0.4881,0.2113,0.0,1737.0,3984.0,3.7887,6.4748
Beethoven,Piano_Sonatas_21-1,train,Tetzloff05M,kong,disklavier,0.3825,0.1779,0.0,1438.0,3389.0,0.4017,0.4099
Beethoven,Piano_Sonatas_21-1,train,ToA02M,oaf,maestro,0.839,0.5657,0.0,1154.0,2567.0,3.1929,6.5695
Beethoven,Piano_Sonatas_21-1,train,ToA02M,kong,maestro,0.6183,0.588,0.0,632.0,1427.0,0.0652,0.1031
Beethoven,Piano_Sonatas_21-1,train,ToA02M,T5,maestro,0.045,0.4148,0.0,4766.0,6456.0,0.1414,0.1535
Beethoven,Piano_Sonatas_21-1,train,ToA02M,oaf,disklavier,0.5207,0.1291,0.0,1427.0,3061.0,3.1538,6.436
Beethoven,Piano_Sonatas_21-1,train,ToA02M,T5,disklavier,0.0627,0.1582,0.0,3540.0,12974.0,0.5212,0.5835
Beethoven,Piano_Sonatas_21-1,train,ToA02M,kong,disklavier,0.4395,0.1272,0.0,1170.0,2587.0,0.3964,0.7303
Beethoven,Piano_Sonatas_21-1,train,TongB03M,oaf,maestro,0.8167,0.7194,0.0,1075.0,2589.0,3.6748,6.615
Beethoven,Piano_Sonatas_21-1,train,TongB03M,kong,maestro,0.7065,0.5603,0.0,557.0,1516.0,0.0303,0.1028
Beethoven,Piano_Sonatas_21-1,train,TongB03M,T5,maestro,0.0722,0.4253,0.0,2561.0,6043.0,0.2375,0.1572
Beethoven,Piano_Sonatas_21-1,train,TongB03M,oaf,disklavier,0.4972,0.1317,0.0,1512.0,3388.0,3.6222,6.5153
Beethoven,Piano_Sonatas_21-1,train,TongB03M,T5,disklavier,0.1136,0.1423,0.0,5039.0,12294.0,0.2387,0.3511
Beethoven,Piano_Sonatas_21-1,train,TongB03M,kong,disklavier,0.4053,0.1469,0.0,1349.0,3178.0,0.2453,0.4729
Beethoven,Piano_Sonatas_21-1,train,WangA02M,T5,maestro,0.3375,0.3119,0.0,1846.0,5193.0,0.1449,0.1721
Beethoven,Piano_Sonatas_21-1,train,WangA02M,oaf,maestro,0.7874,0.6243,0.0,1431.0,3735.0,3.9876,6.6783
Beethoven,Piano_Sonatas_21-1,train,WangA02M,kong,maestro,0.702,0.5394,0.0,771.0,1694.0,0.0734,0.1146
Beethoven,Piano_Sonatas_21-1,train,WangA02M,oaf,disklavier,0.3806,0.2101,0.0,1292.0,3956.0,3.9244,6.5704
Beethoven,Piano_Sonatas_21-1,train,WangA02M,kong,disklavier,0.3971,0.1525,0.0,1134.0,4078.0,0.6485,0.4581
Beethoven,Piano_Sonatas_21-1,train,WangA02M,T5,disklavier,-0.0262,0.1695,0.0,5601.0,12263.0,0.6859,0.4454
Beethoven,Piano_Sonatas_21-1,train,YeZ02M,kong,maestro,0.6209,0.6475,0.0,819.0,1827.0,0.0396,0.1089
Beethoven,Piano_Sonatas_21-1,train,YeZ02M,oaf,maestro,0.8081,0.5612,0.0,1358.0,3821.0,2.2847,6.473
Beethoven,Piano_Sonatas_21-1,train,YeZ02M,T5,maestro,-0.0227,0.4135,0.0,2345.0,3355.0,0.0937,0.1318
Beethoven,Piano_Sonatas_21-1,train,YeZ02M,T5,disklavier,0.0746,0.181,0.0,4351.0,14490.0,0.5347,0.6346
Beethoven,Piano_Sonatas_21-1,train,YeZ02M,oaf,disklavier,0.4057,0.1764,0.0,1412.0,4467.0,2.4029,6.298
Beethoven,Piano_Sonatas_21-1,train,YeZ02M,kong,disklavier,0.3455,0.1801,0.0,1244.0,4460.0,0.6998,0.8434
Beethoven,Piano_Sonatas_21-1,train,ZhangW01M,T5,maestro,0.1992,0.3429,0.0,1411.0,6075.0,0.2842,0.1414
Beethoven,Piano_Sonatas_21-1,train,ZhangW01M,oaf,maestro,0.7349,0.6323,0.0,1401.0,3642.0,3.8482,6.6687
Beethoven,Piano_Sonatas_21-1,train,ZhangW01M,kong,maestro,0.5906,0.5583,0.0,850.0,2002.0,0.0487,0.1001
Beethoven,Piano_Sonatas_21-1,train,ZhangW01M,kong,disklavier,0.3578,0.1663,0.0,1323.0,3371.0,0.5691,0.527
Beethoven,Piano_Sonatas_21-1,train,ZhangW01M,oaf,disklavier,0.5269,0.1701,0.0,1506.0,3530.0,3.7808,6.5416
Beethoven,Piano_Sonatas_21-1,train,ZhangW01M,T5,disklavier,0.021,0.1432,0.0,4358.0,9044.0,0.6377,0.4497
Chopin,Scherzos_31,train,ChenW04M,oaf,maestro,0.7803,0.7252,0.0,1486.0,5020.0,3.3758,6.4882
Chopin,Scherzos_31,train,ChenW04M,kong,maestro,0.6993,0.717,0.0,1167.0,3323.0,0.1475,0.078
Chopin,Scherzos_31,train,ChenW04M,T5,maestro,0.4768,0.47,0.0,1987.0,12232.0,0.1503,0.1181
Chopin,Scherzos_31,train,ChenW04M,kong,disklavier,0.2727,0.1561,0.0,2135.0,6080.0,1.8893,0.6004
Chopin,Scherzos_31,train,ChenW04M,T5,disklavier,0.0191,0.1655,0.0,4450.0,22459.0,0.9351,0.4639
Chopin,Scherzos_31,train,ChenW04M,oaf,disklavier,0.2155,0.1574,0.0,1519.0,5947.0,3.4943,6.3465
Chopin,Scherzos_31,train,HuNY08M,kong,maestro,0.6401,0.5736,0.0,987.0,3004.0,0.0936,0.0762
Chopin,Scherzos_31,train,HuNY08M,T5,maestro,0.08,0.3559,0.0,3705.0,11727.0,0.2554,0.0976
Chopin,Scherzos_31,train,HuNY08M,oaf,maestro,0.8219,0.6705,0.0,1328.0,3875.0,3.1862,6.2833
Chopin,Scherzos_31,train,HuNY08M,kong,disklavier,0.2138,0.1942,0.0,1405.0,4810.0,1.1727,0.5853
Chopin,Scherzos_31,train,HuNY08M,T5,disklavier,-0.0317,0.2123,0.0,3661.0,20279.0,1.0472,0.4982
Chopin,Scherzos_31,train,HuNY08M,oaf,disklavier,0.1688,0.1976,0.0,1336.0,4558.0,3.2289,6.1091
Chopin,Scherzos_31,train,Jussow11M,oaf,maestro,0.7454,0.6828,0.0,1497.0,4136.0,3.3108,6.8061
Chopin,Scherzos_31,train,Jussow11M,kong,maestro,0.6566,0.6066,0.0,992.0,3009.0,0.1731,0.0951
Chopin,Scherzos_31,train,Jussow11M,T5,maestro,0.1286,0.416,0.0,2515.0,8988.0,0.4494,0.0915
Chopin,Scherzos_31,train,Jussow11M,oaf,disklavier,0.3105,0.1941,0.0,1601.0,5292.0,3.2835,6.6382
Chopin,Scherzos_31,train,Jussow11M,T5,disklavier,0.05,0.1942,0.0,4836.0,21008.0,0.8419,0.5293
Chopin,Scherzos_31,train,Jussow11M,kong,disklavier,0.2589,0.176,0.0,1463.0,4419.0,1.4709,0.5159
Chopin,Scherzos_31,train,LeeN04M,oaf,maestro,0.8245,0.6518,0.0,1231.0,3946.0,3.0793,6.3989
Chopin,Scherzos_31,train,LeeN04M,T5,maestro,0.3301,0.4049,0.0,1545.0,6899.0,0.1997,0.1157
Chopin,Scherzos_31,train,LeeN04M,kong,maestro,0.66,0.5601,0.0,956.0,2915.0,0.0997,0.0761
Chopin,Scherzos_31,train,LeeN04M,T5,disklavier,0.1321,0.1939,0.0,5233.0,16371.0,0.9693,0.5555
Chopin,Scherzos_31,train,LeeN04M,kong,disklavier,0.2949,0.1872,0.0,1572.0,5011.0,1.3149,0.6121
Chopin,Scherzos_31,train,LeeN04M,oaf,disklavier,0.2371,0.1866,0.0,1440.0,5106.0,3.0647,6.2361
Chopin,Scherzos_31,train,LinTami06M,T5,maestro,0.1026,0.483,0.0,1964.0,12327.0,0.118,0.1211
Chopin,Scherzos_31,train,LinTami06M,kong,maestro,0.6215,0.5913,0.0,1122.0,3447.0,0.3199,0.0711
Chopin,Scherzos_31,train,LinTami06M,oaf,maestro,0.7599,0.6824,0.0,1420.0,4338.0,3.4074,6.8032
Chopin,Scherzos_31,train,LinTami06M,kong,disklavier,0.2014,0.1625,0.0,1376.0,4715.0,0.9406,0.5679
Chopin,Scherzos_31,train,LinTami06M,oaf,disklavier,0.1665,0.1776,0.0,1606.0,5314.0,3.4755,6.657
Chopin,Scherzos_31,train,LinTami06M,T5,disklavier,0.0124,0.1737,0.0,4432.0,11939.0,1.5161,0.5817
Chopin,Scherzos_31,train,LuoJ12M,T5,maestro,0.0071,0.3393,0.0,3743.0,14203.0,0.2158,0.1169
Chopin,Scherzos_31,train,LuoJ12M,kong,maestro,0.4899,0.5808,0.0,1056.0,2634.0,0.3113,0.0854
Chopin,Scherzos_31,train,LuoJ12M,oaf,maestro,0.7661,0.6558,0.0,1404.0,3809.0,2.7542,6.5366
Chopin,Scherzos_31,train,LuoJ12M,oaf,disklavier,0.1745,0.1974,0.0,1520.0,4696.0,2.8439,6.3664
Chopin,Scherzos_31,train,LuoJ12M,kong,disklavier,0.1831,0.2013,0.0,1441.0,4262.0,1.3287,0.5455
Chopin,Scherzos_31,train,LuoJ12M,T5,disklavier,-0.0067,0.2129,0.0,4408.0,13944.0,0.7411,0.5155
Chopin,Scherzos_31,train,SunD04M,kong,maestro,0.5664,0.6243,0.0,1070.0,2738.0,0.1021,0.0624
Chopin,Scherzos_31,train,SunD04M,oaf,maestro,0.6945,0.6622,0.0,1428.0,4200.0,3.443,6.5213
Chopin,Scherzos_31,train,SunD04M,T5,maestro,0.2503,0.5071,0.0,2199.0,6999.0,0.1782,0.0864
Chopin,Scherzos_31,train,SunD04M,kong,disklavier,0.2632,0.2015,0.0,1514.0,4733.0,1.171,0.5107
Chopin,Scherzos_31,train,SunD04M,T5,disklavier,-0.0252,0.2078,0.0,3370.0,22728.0,1.9415,0.4377
Chopin,Scherzos_31,train,SunD04M,oaf,disklavier,0.3063,0.2058,0.0,1391.0,5116.0,3.4599,6.3995
Chopin,Scherzos_31,train,TongB04M,kong,maestro,0.6185,0.6277,0.0,1038.0,2765.0,0.1929,0.083
Chopin,Scherzos_31,train,TongB04M,T5,maestro,0.1017,0.4843,0.0,4645.0,13836.0,0.1952,0.1213
Chopin,Scherzos_31,train,TongB04M,oaf,maestro,0.7939,0.7137,0.0,1211.0,3694.0,3.1821,6.6264
Chopin,Scherzos_31,train,TongB04M,oaf,disklavier,0.2316,0.179,0.0,1423.0,5297.0,3.2066,6.4465
Chopin,Scherzos_31,train,TongB04M,kong,disklavier,0.2014,0.1801,0.0,1694.0,4924.0,1.2304,0.5611
Chopin,Scherzos_31,train,TongB04M,T5,disklavier,0.1175,0.1955,0.0,8557.0,25131.0,1.1977,0.5001
Chopin,Scherzos_31,train,TuanS05M,kong,maestro,0.6573,0.6713,0.0,993.0,2695.0,0.2994,0.0734
Chopin,Scherzos_31,train,TuanS05M,oaf,maestro,0.7492,0.6341,0.0,1515.0,3984.0,3.3797,6.5413
Chopin,Scherzos_31,train,TuanS05M,T5,maestro,0.0139,0.3999,0.0,4285.0,8509.0,0.0699,0.1244
Chopin,Scherzos_31,train,TuanS05M,T5,disklavier,0.0818,0.1474,0.0,4571.0,21696.0,0.9985,0.5595
Chopin,Scherzos_31,train,TuanS05M,oaf,disklavier,0.1902,0.1558,0.0,1517.0,4707.0,3.3941,6.349
Chopin,Scherzos_31,train,TuanS05M,kong,disklavier,0.196,0.1611,0.0,1694.0,4708.0,1.4502,0.6716
Chopin,Scherzos_31,train,ZhangW04M,T5,maestro,0.1422,0.5344,0.0,1638.0,6452.0,0.2985,0.1219
Chopin,Scherzos_31,train,ZhangW04M,oaf,maestro,0.7926,0.6444,0.0,1452.0,3648.0,3.5853,6.5037
Chopin,Scherzos_31,train,ZhangW04M,kong,maestro,0.6378,0.7069,0.0,1065.0,2651.0,0.0489,0.0952
Chopin,Scherzos_31,train,ZhangW04M,oaf,disklavier,0.2265,0.1994,0.0,1580.0,4791.0,3.5946,6.3686
Chopin,Scherzos_31,train,ZhangW04M,kong,disklavier,0.2587,0.1948,0.0,1457.0,4781.0,1.181,0.5961
Chopin,Scherzos_31,train,ZhangW04M,T5,disklavier,-0.0075,0.2007,0.0,4543.0,19004.0,1.1889,0.5122
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,Kleisen11M,kong,maestro,0.537,0.6385,0.0,741.0,2567.0,0.7125,0.0649
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,Kleisen11M,oaf,maestro,0.5994,0.6158,0.0,1022.0,3739.0,1.4807,6.6226
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,Kleisen11M,T5,maestro,0.3705,0.3676,0.0,3093.0,12418.0,2.5423,0.1401
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,Kleisen11M,T5,disklavier,-0.0913,0.305,0.0,3596.0,24274.0,3.5691,0.6323
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,Kleisen11M,kong,disklavier,0.366,0.306,0.0,1310.0,6219.0,2.6307,0.7
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,Kleisen11M,oaf,disklavier,0.3495,0.3155,0.0,1147.0,7158.0,2.6198,6.4631
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,ParkJH13M,T5,maestro,-0.2152,0.4615,0.0,2407.0,15935.0,1.5781,0.089
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,ParkJH13M,kong,maestro,0.4615,0.6399,0.0,740.0,3251.0,1.4019,0.0556
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,ParkJH13M,oaf,maestro,0.6777,0.6408,0.0,797.0,4581.0,0.4718,6.6164
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,ParkJH13M,T5,disklavier,-0.0675,0.2133,0.0,3786.0,22550.0,2.4179,0.6609
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,ParkJH13M,kong,disklavier,0.1915,0.2215,0.0,1001.0,4234.0,0.6228,0.7425
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,ParkJH13M,oaf,disklavier,0.1828,0.2239,0.0,836.0,5553.0,1.16,6.35
Glinka,The_Lark,train,Denisova10M,oaf,maestro,0.6991,0.6619,0.0,1110.0,3115.0,1.3706,6.8069
Glinka,The_Lark,train,Denisova10M,kong,maestro,0.5664,0.6144,0.0,457.0,2006.0,0.3731,0.0845
Glinka,The_Lark,train,Denisova10M,T5,maestro,0.2709,0.5375,0.0,1627.0,7031.0,0.3312,0.119
Glinka,The_Lark,train,Denisova10M,oaf,disklavier,0.0542,0.3151,0.0,1148.0,4166.0,1.4864,6.6387
Glinka,The_Lark,train,Denisova10M,T5,disklavier,0.0418,0.2818,0.0,1512.0,11007.0,1.1323,0.5754
Glinka,The_Lark,train,Denisova10M,kong,disklavier,0.1062,0.3212,0.0,1009.0,2476.0,0.9975,0.6387
Glinka,The_Lark,train,Kleisen07M,oaf,maestro,0.7023,0.6927,0.0,1689.0,4489.0,0.9827,6.6411
Glinka,The_Lark,train,Kleisen07M,kong,maestro,0.5216,0.6682,0.0,949.0,2715.0,1.1021,0.0738
Glinka,The_Lark,train,Kleisen07M,T5,maestro,0.0084,0.6247,0.0,4351.0,10920.0,0.955,0.1169
Glinka,The_Lark,train,Kleisen07M,oaf,disklavier,0.0123,0.352,0.0,1425.0,7143.0,1.0515,6.5198
Glinka,The_Lark,train,Kleisen07M,kong,disklavier,0.0571,0.3526,0.0,1223.0,4700.0,1.1813,0.4793
Glinka,The_Lark,train,Kleisen07M,T5,disklavier,0.0586,0.3437,0.0,3521.0,16355.0,1.1523,0.4734
Haydn,Keyboard_Sonatas_50-1,train,GalantM02M,oaf,maestro,0.7365,0.6022,0.0,554.0,1072.0,2.4056,6.194
Haydn,Keyboard_Sonatas_50-1,train,GalantM02M,kong,maestro,0.6744,0.6696,0.0,404.0,748.0,0.0843,0.1311
Haydn,Keyboard_Sonatas_50-1,train,GalantM02M,T5,maestro,0.0759,0.3654,0.0,1638.0,4299.0,0.1963,0.1056
Haydn,Keyboard_Sonatas_50-1,train,GalantM02M,kong,disklavier,0.191,0.2466,0.0,566.0,1756.0,0.3997,0.507
Haydn,Keyboard_Sonatas_50-1,train,GalantM02M,T5,disklavier,0.1273,0.2397,0.0,1630.0,3991.0,0.8208,0.4784
Haydn,Keyboard_Sonatas_50-1,train,GalantM02M,oaf,disklavier,0.2382,0.2094,0.0,783.0,2016.0,2.4618,5.9856
Haydn,Keyboard_Sonatas_50-1,train,HamSY02M,oaf,maestro,0.5904,0.5675,0.0,661.0,1307.0,2.6425,6.383
Haydn,Keyboard_Sonatas_50-1,train,HamSY02M,kong,maestro,0.6358,0.5759,0.0,444.0,933.0,0.1832,0.0929
Haydn,Keyboard_Sonatas_50-1,train,HamSY02M,T5,maestro,0.244,0.3068,0.0,1405.0,3713.0,0.1388,0.1318
Haydn,Keyboard_Sonatas_50-1,train,HamSY02M,T5,disklavier,0.0563,0.1958,0.0,1581.0,4688.0,0.7512,0.7411
Haydn,Keyboard_Sonatas_50-1,train,HamSY02M,oaf,disklavier,0.1601,0.2289,0.0,648.0,1324.0,2.6565,6.2266
Haydn,Keyboard_Sonatas_50-1,train,HamSY02M,kong,disklavier,0.179,0.2227,0.0,476.0,991.0,0.7043,0.7323
Haydn,Keyboard_Sonatas_50-1,train,Huang05M,T5,maestro,0.0638,0.3491,0.0,1402.0,3933.0,0.2379,0.0976
Haydn,Keyboard_Sonatas_50-1,train,Huang05M,kong,maestro,0.4889,0.4305,0.0,435.0,817.0,0.0958,0.1028
Haydn,Keyboard_Sonatas_50-1,train,Huang05M,oaf,maestro,0.6297,0.5326,0.0,628.0,1238.0,2.6702,6.5861
Haydn,Keyboard_Sonatas_50-1,train,Huang05M,T5,disklavier,0.099,0.178,0.0,1375.0,4290.0,0.4197,0.4279
Haydn,Keyboard_Sonatas_50-1,train,Huang05M,kong,disklavier,0.1788,0.2017,0.0,440.0,984.0,0.5083,0.5339
Haydn,Keyboard_Sonatas_50-1,train,Huang05M,oaf,disklavier,0.2692,0.2027,0.0,743.0,1407.0,2.7018,6.4124
Haydn,Keyboard_Sonatas_50-1,train,JeonH03M,oaf,maestro,0.765,0.6297,0.0,495.0,907.0,2.5554,6.2224
Haydn,Keyboard_Sonatas_50-1,train,JeonH03M,kong,maestro,0.473,0.613,0.0,384.0,711.0,0.151,0.1081
Haydn,Keyboard_Sonatas_50-1,train,JeonH03M,T5,maestro,0.0884,0.2537,0.0,1290.0,4896.0,0.14,0.1063
Haydn,Keyboard_Sonatas_50-1,train,JeonH03M,oaf,disklavier,0.1656,0.2076,0.0,588.0,1259.0,3.0626,6.0573
Haydn,Keyboard_Sonatas_50-1,train,JeonH03M,kong,disklavier,0.1462,0.2078,0.0,491.0,917.0,0.7857,0.4419
Haydn,Keyboard_Sonatas_50-1,train,JeonH03M,T5,disklavier,0.0567,0.1777,0.0,3217.0,5056.0,1.0727,0.3294
Haydn,Keyboard_Sonatas_50-1,train,KARYAG06M,oaf,maestro,0.6328,0.6563,0.0,655.0,1334.0,2.5395,5.8385
Haydn,Keyboard_Sonatas_50-1,train,KARYAG06M,T5,maestro,0.0668,0.1685,0.0,1039.0,4900.0,0.1896,0.1444
Haydn,Keyboard_Sonatas_50-1,train,KARYAG06M,kong,maestro,0.5285,0.4635,0.0,429.0,832.0,0.3717,0.1355
Haydn,Keyboard_Sonatas_50-1,train,KARYAG06M,oaf,disklavier,0.2518,0.1878,0.0,873.0,2183.0,2.5542,5.7565
Haydn,Keyboard_Sonatas_50-1,train,KARYAG06M,kong,disklavier,0.2503,0.1945,0.0,697.0,1910.0,1.1388,0.6061
Haydn,Keyboard_Sonatas_50-1,train,KARYAG06M,T5,disklavier,0.0508,0.1695,0.0,2443.0,4555.0,1.1388,0.6662
Haydn,Keyboard_Sonatas_50-1,train,Shi07M,T5,maestro,0.0972,0.3513,0.0,1228.0,3663.0,0.2205,0.1634
Haydn,Keyboard_Sonatas_50-1,train,Shi07M,kong,maestro,0.5611,0.6646,0.0,337.0,656.0,0.4048,0.1186
Haydn,Keyboard_Sonatas_50-1,train,Shi07M,oaf,maestro,0.6459,0.5637,0.0,560.0,1132.0,1.9509,6.924
Haydn,Keyboard_Sonatas_50-1,train,Shi07M,oaf,disklavier,0.2616,0.2271,0.0,575.0,1229.0,2.191,6.7276
Haydn,Keyboard_Sonatas_50-1,train,Shi07M,T5,disklavier,0.1662,0.2316,0.0,1567.0,3508.0,0.7663,0.5676
Haydn,Keyboard_Sonatas_50-1,train,Shi07M,kong,disklavier,0.2586,0.2316,0.0,346.0,732.0,0.9466,0.7213
Haydn,Keyboard_Sonatas_50-1,train,YoungS02M,T5,maestro,0.0917,0.3641,0.0,2061.0,2192.0,0.1125,0.1076
Haydn,Keyboard_Sonatas_50-1,train,YoungS02M,kong,maestro,0.5397,0.6007,0.0,354.0,545.0,0.0823,0.1337
Haydn,Keyboard_Sonatas_50-1,train,YoungS02M,oaf,maestro,0.8379,0.7053,0.0,557.0,950.0,2.4668,6.2431
Haydn,Keyboard_Sonatas_50-1,train,YoungS02M,T5,disklavier,0.2129,0.2155,0.0,936.0,2258.0,0.4386,0.6361
Haydn,Keyboard_Sonatas_50-1,train,YoungS02M,kong,disklavier,0.2374,0.2154,0.0,475.0,837.0,0.8366,0.6139
Haydn,Keyboard_Sonatas_50-1,train,YoungS02M,oaf,disklavier,0.2527,0.2058,0.0,587.0,1080.0,2.7137,6.0619
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,BuiJL03M,kong,maestro,0.3445,0.422,0.0,552.0,1487.0,0.2839,0.0744
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,BuiJL03M,oaf,maestro,0.672,0.5027,0.0,736.0,2084.0,2.3692,6.7668
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,BuiJL03M,T5,maestro,0.0276,0.351,0.0,2776.0,4612.0,0.875,0.1427
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,BuiJL03M,T5,disklavier,0.032,0.2305,0.0,1455.0,5523.0,1.5633,0.4727
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,BuiJL03M,kong,disklavier,0.0723,0.2124,0.0,771.0,3359.0,1.8236,0.5258
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,BuiJL03M,oaf,disklavier,0.1792,0.1763,0.0,773.0,3508.0,2.4867,6.6025
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LeungR04M,kong,maestro,0.347,0.4592,0.0,488.0,1264.0,0.5643,0.0973
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LeungR04M,T5,maestro,0.2387,0.3973,0.0,788.0,5666.0,0.363,0.2082
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LeungR04M,oaf,maestro,0.7384,0.5035,0.0,772.0,1835.0,2.4408,6.7364
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LeungR04M,T5,disklavier,0.0545,0.1982,0.0,1138.0,7083.0,1.0492,0.68
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LeungR04M,oaf,disklavier,0.1981,0.1961,0.0,810.0,2199.0,2.3796,6.5728
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LeungR04M,kong,disklavier,0.2102,0.1994,0.0,649.0,2309.0,1.521,0.6399
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Levitsky06M,kong,maestro,0.436,0.2574,0.0,519.0,1460.0,0.4131,0.0938
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Levitsky06M,oaf,maestro,0.5315,0.3059,0.0,730.0,2313.0,2.0204,7.1581
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Levitsky06M,T5,maestro,-0.0067,0.303,0.0,806.0,3993.0,0.6541,0.1603
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Levitsky06M,T5,disklavier,0.0709,0.2487,0.0,1492.0,7162.0,0.8512,0.4234
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Levitsky06M,kong,disklavier,0.2829,0.2405,0.0,697.0,3503.0,0.7557,0.5045
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Levitsky06M,oaf,disklavier,0.2975,0.2474,0.0,708.0,3159.0,2.2839,6.9907
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Lin07M,kong,maestro,0.5427,0.3237,0.0,807.0,2328.0,0.417,0.0967
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Lin07M,oaf,maestro,0.6455,0.5449,0.0,1080.0,3428.0,2.8634,6.8872
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Lin07M,T5,maestro,0.1914,0.4244,0.0,661.0,2650.0,0.423,0.1642
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Lin07M,T5,disklavier,0.1094,0.1214,0.0,1392.0,7459.0,1.7845,0.4688
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Lin07M,oaf,disklavier,0.2233,0.0928,0.0,1112.0,4218.0,2.8712,6.72
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Lin07M,kong,disklavier,0.2529,0.1026,0.0,1037.0,3563.0,2.0051,0.4555
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuC05M,T5,maestro,0.0174,0.332,0.0,2217.0,2205.0,0.2133,0.1304
