composer,title,split,performer,model,recording,p_nov,r_nov,f_nov
Chopin,Scherzos_31,train,LuoJ12M,oaf,disklavier,0.0142,0.0136,0.0139
Chopin,Scherzos_31,train,LuoJ12M,kong,disklavier,0.619,0.623,0.621
Chopin,Scherzos_31,train,LuoJ12M,T5,disklavier,0.3596,0.3723,0.3658
Chopin,Scherzos_31,train,SunD04M,kong,maestro,0.9219,0.9047,0.9132
Chopin,Scherzos_31,train,SunD04M,oaf,maestro,0.7073,0.6783,0.6925
Chopin,Scherzos_31,train,SunD04M,T5,maestro,0.7632,0.74,0.7514
Chopin,Scherzos_31,train,SunD04M,T5,disklavier,0.3607,0.3815,0.3708
Chopin,Scherzos_31,train,SunD04M,oaf,disklavier,0.6064,0.5669,0.586
Chopin,Scherzos_31,train,SunD04M,kong,disklavier,0.6368,0.6364,0.6366
Chopin,Scherzos_31,train,TongB04M,oaf,maestro,0.6403,0.6175,0.6287
Chopin,Scherzos_31,train,TongB04M,kong,maestro,0.9236,0.913,0.9183
Chopin,Scherzos_31,train,TongB04M,T5,maestro,0.7206,0.7016,0.711
Chopin,Scherzos_31,train,TongB04M,T5,disklavier,0.3255,0.354,0.3392
Chopin,Scherzos_31,train,TongB04M,kong,disklavier,0.6852,0.6905,0.6878
Chopin,Scherzos_31,train,TongB04M,oaf,disklavier,0.5748,0.537,0.5553
Chopin,Scherzos_31,train,TuanS05M,T5,maestro,0.7549,0.7349,0.7448
Chopin,Scherzos_31,train,TuanS05M,oaf,maestro,0.5437,0.5264,0.5349
Chopin,Scherzos_31,train,TuanS05M,kong,maestro,0.9241,0.9134,0.9187
Chopin,Scherzos_31,train,TuanS05M,kong,disklavier,0.761,0.7662,0.7636
Chopin,Scherzos_31,train,TuanS05M,T5,disklavier,0.4016,0.4358,0.418
Chopin,Scherzos_31,train,TuanS05M,oaf,disklavier,0.6295,0.5949,0.6117
Chopin,Scherzos_31,train,ZhangW04M,oaf,maestro,0.6848,0.6633,0.6739
Chopin,Scherzos_31,train,ZhangW04M,kong,maestro,0.9057,0.8927,0.8991
Chopin,Scherzos_31,train,ZhangW04M,T5,maestro,0.7913,0.7727,0.7819
Chopin,Scherzos_31,train,ZhangW04M,T5,disklavier,0.3819,0.3925,0.3871
Chopin,Scherzos_31,train,ZhangW04M,oaf,disklavier,0.558,0.5304,0.5439
Chopin,Scherzos_31,train,ZhangW04M,kong,disklavier,0.5863,0.5868,0.5865
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,Kleisen11M,T5,maestro,0.6162,0.5872,0.6014
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,Kleisen11M,oaf,maestro,0.5738,0.5223,0.5468
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,Kleisen11M,kong,maestro,0.8967,0.8731,0.8848
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,Kleisen11M,kong,disklavier,0.5905,0.5709,0.5805
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,Kleisen11M,oaf,disklavier,0.3344,0.3067,0.32
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,Kleisen11M,T5,disklavier,0.2405,0.2458,0.2431
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,ParkJH13M,T5,maestro,0.5693,0.5591,0.5642
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,ParkJH13M,oaf,maestro,0.5276,0.5075,0.5174
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,ParkJH13M,kong,maestro,0.9073,0.8951,0.9012
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,ParkJH13M,oaf,disklavier,0.4972,0.4781,0.4875
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,ParkJH13M,T5,disklavier,0.3893,0.4081,0.3984
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,ParkJH13M,kong,disklavier,0.7716,0.7773,0.7744
Glinka,The_Lark,train,Denisova10M,kong,maestro,0.8099,0.8064,0.8082
Glinka,The_Lark,train,Denisova10M,oaf,maestro,0.5069,0.491,0.4988
Glinka,The_Lark,train,Denisova10M,T5,maestro,0.5508,0.5395,0.5451
Glinka,The_Lark,train,Denisova10M,T5,disklavier,0.3713,0.3974,0.3839
Glinka,The_Lark,train,Denisova10M,kong,disklavier,0.7776,0.797,0.7872
Glinka,The_Lark,train,Denisova10M,oaf,disklavier,0.4672,0.4549,0.461
Glinka,The_Lark,train,Kleisen07M,T5,maestro,0.5428,0.5197,0.531
Glinka,The_Lark,train,Kleisen07M,oaf,maestro,0.4791,0.4404,0.4589
Glinka,The_Lark,train,Kleisen07M,kong,maestro,0.8244,0.802,0.813
Glinka,The_Lark,train,Kleisen07M,kong,disklavier,0.6046,0.5904,0.5974
Glinka,The_Lark,train,Kleisen07M,oaf,disklavier,0.3595,0.3339,0.3463
Glinka,The_Lark,train,Kleisen07M,T5,disklavier,0.2413,0.2478,0.2445
Haydn,Keyboard_Sonatas_50-1,train,GalantM02M,kong,maestro,0.9375,0.9337,0.9356
Haydn,Keyboard_Sonatas_50-1,train,GalantM02M,oaf,maestro,0.7287,0.7128,0.7206
Haydn,Keyboard_Sonatas_50-1,train,GalantM02M,T5,maestro,0.925,0.9125,0.9187
Haydn,Keyboard_Sonatas_50-1,train,GalantM02M,T5,disklavier,0.0253,0.0253,0.0253
Haydn,Keyboard_Sonatas_50-1,train,GalantM02M,oaf,disklavier,0.5929,0.573,0.5828
Haydn,Keyboard_Sonatas_50-1,train,GalantM02M,kong,disklavier,0.0274,0.0273,0.0273
Haydn,Keyboard_Sonatas_50-1,train,HamSY02M,T5,maestro,0.924,0.9113,0.9176
Haydn,Keyboard_Sonatas_50-1,train,HamSY02M,kong,maestro,0.913,0.9096,0.9113
Haydn,Keyboard_Sonatas_50-1,train,HamSY02M,oaf,maestro,0.8319,0.8157,0.8237
Haydn,Keyboard_Sonatas_50-1,train,HamSY02M,oaf,disklavier,0.3702,0.3606,0.3653
Haydn,Keyboard_Sonatas_50-1,train,HamSY02M,kong,disklavier,0.8374,0.8366,0.837
Haydn,Keyboard_Sonatas_50-1,train,HamSY02M,T5,disklavier,0.7549,0.7683,0.7615
Haydn,Keyboard_Sonatas_50-1,train,Huang05M,T5,maestro,0.9094,0.8965,0.9029
Haydn,Keyboard_Sonatas_50-1,train,Huang05M,kong,maestro,0.9041,0.9013,0.9027
Haydn,Keyboard_Sonatas_50-1,train,Huang05M,oaf,maestro,0.6431,0.6294,0.6362
Haydn,Keyboard_Sonatas_50-1,train,Huang05M,T5,disklavier,0.7231,0.7332,0.7281
Haydn,Keyboard_Sonatas_50-1,train,Huang05M,kong,disklavier,0.801,0.8012,0.8011
Haydn,Keyboard_Sonatas_50-1,train,Huang05M,oaf,disklavier,0.4661,0.4534,0.4596
Haydn,Keyboard_Sonatas_50-1,train,JeonH03M,kong,maestro,0.9616,0.9591,0.9604
Haydn,Keyboard_Sonatas_50-1,train,JeonH03M,oaf,maestro,0.8139,0.8025,0.8081
Haydn,Keyboard_Sonatas_50-1,train,JeonH03M,T5,maestro,0.9002,0.8848,0.8924
Haydn,Keyboard_Sonatas_50-1,train,JeonH03M,oaf,disklavier,0.6072,0.5838,0.5952
Haydn,Keyboard_Sonatas_50-1,train,JeonH03M,kong,disklavier,0.8172,0.8142,0.8157
Haydn,Keyboard_Sonatas_50-1,train,JeonH03M,T5,disklavier,0.6718,0.6752,0.6735
Haydn,Keyboard_Sonatas_50-1,train,KARYAG06M,oaf,maestro,0.605,0.59,0.5974
Haydn,Keyboard_Sonatas_50-1,train,KARYAG06M,kong,maestro,0.8706,0.8624,0.8665
Haydn,Keyboard_Sonatas_50-1,train,KARYAG06M,T5,maestro,0.8601,0.8353,0.8475
Haydn,Keyboard_Sonatas_50-1,train,KARYAG06M,kong,disklavier,0.7144,0.7148,0.7146
Haydn,Keyboard_Sonatas_50-1,train,KARYAG06M,T5,disklavier,0.6206,0.6268,0.6237
Haydn,Keyboard_Sonatas_50-1,train,KARYAG06M,oaf,disklavier,0.4666,0.4459,0.456
Haydn,Keyboard_Sonatas_50-1,train,Shi07M,T5,maestro,0.9532,0.9428,0.9479
Haydn,Keyboard_Sonatas_50-1,train,Shi07M,oaf,maestro,0.843,0.837,0.84
Haydn,Keyboard_Sonatas_50-1,train,Shi07M,kong,maestro,0.9306,0.9314,0.931
Haydn,Keyboard_Sonatas_50-1,train,Shi07M,oaf,disklavier,0.7611,0.7491,0.7551
Haydn,Keyboard_Sonatas_50-1,train,Shi07M,T5,disklavier,0.762,0.7838,0.7727
Haydn,Keyboard_Sonatas_50-1,train,Shi07M,kong,disklavier,0.8693,0.8736,0.8715
Haydn,Keyboard_Sonatas_50-1,train,YoungS02M,T5,maestro,0.9165,0.9078,0.9121
Haydn,Keyboard_Sonatas_50-1,train,YoungS02M,oaf,maestro,0.7479,0.7406,0.7442
Haydn,Keyboard_Sonatas_50-1,train,YoungS02M,kong,maestro,0.9557,0.951,0.9534
Haydn,Keyboard_Sonatas_50-1,train,YoungS02M,kong,disklavier,0.8028,0.7993,0.801
Haydn,Keyboard_Sonatas_50-1,train,YoungS02M,T5,disklavier,0.7182,0.726,0.7221
Haydn,Keyboard_Sonatas_50-1,train,YoungS02M,oaf,disklavier,0.5043,0.4884,0.4962
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,BuiJL03M,kong,maestro,0.9064,0.8749,0.8904
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,BuiJL03M,oaf,maestro,0.6019,0.5618,0.5812
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,BuiJL03M,T5,maestro,0.6965,0.6617,0.6786
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,BuiJL03M,T5,disklavier,0.4023,0.3714,0.3862
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,BuiJL03M,kong,disklavier,0.5137,0.4874,0.5002
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,BuiJL03M,oaf,disklavier,0.4136,0.3748,0.3932
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LeungR04M,T5,maestro,0.7511,0.7232,0.7369
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LeungR04M,oaf,maestro,0.6737,0.6423,0.6576
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LeungR04M,kong,maestro,0.8983,0.8832,0.8907
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LeungR04M,T5,disklavier,0.5203,0.4917,0.5056
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LeungR04M,oaf,disklavier,0.557,0.5189,0.5373
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LeungR04M,kong,disklavier,0.6461,0.6285,0.6372
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Levitsky06M,oaf,maestro,0.6246,0.5833,0.6032
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Levitsky06M,T5,maestro,0.7032,0.6671,0.6847
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Levitsky06M,kong,maestro,0.8688,0.8424,0.8554
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Levitsky06M,oaf,disklavier,0.4801,0.4443,0.4615
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Levitsky06M,kong,disklavier,0.5154,0.5,0.5076
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Levitsky06M,T5,disklavier,0.3728,0.3539,0.3631
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Lin07M,kong,maestro,0.8483,0.8053,0.8262
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Lin07M,T5,maestro,0.6465,0.6018,0.6234
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Lin07M,oaf,maestro,0.4824,0.4379,0.4591
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Lin07M,kong,disklavier,0.0359,0.0339,0.0349
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Lin07M,T5,disklavier,0.0219,0.0201,0.021
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Lin07M,oaf,disklavier,0.0195,0.0177,0.0186
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuC05M,T5,maestro,0.7209,0.6865,0.7033
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuC05M,kong,maestro,0.9056,0.8717,0.8884
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuC05M,oaf,maestro,0.6436,0.599,0.6205
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuC05M,T5,disklavier,0.3666,0.3459,0.3559
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuC05M,oaf,disklavier,0.5073,0.4624,0.4838
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuC05M,kong,disklavier,0.6069,0.5802,0.5933
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuY03M,T5,maestro,0.6345,0.6071,0.6205
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuY03M,oaf,maestro,0.5505,0.5222,0.536
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuY03M,kong,maestro,0.9067,0.885,0.8957
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuY03M,T5,disklavier,0.3884,0.3683,0.3781
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuY03M,oaf,disklavier,0.4715,0.4324,0.4511
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuY03M,kong,disklavier,0.5621,0.5363,0.5489
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,MunA08M,T5,maestro,0.674,0.6253,0.6488
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,MunA08M,kong,maestro,0.8821,0.843,0.8621
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,MunA08M,oaf,maestro,0.6172,0.5675,0.5913
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,MunA08M,kong,disklavier,0.6046,0.5682,0.5858
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,MunA08M,oaf,disklavier,0.5005,0.4433,0.4702
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,MunA08M,T5,disklavier,0.448,0.4154,0.4311
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,VuV06M,T5,maestro,0.6631,0.6369,0.6497
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,VuV06M,oaf,maestro,0.6097,0.5792,0.594
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,VuV06M,kong,maestro,0.8962,0.8767,0.8864
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,VuV06M,kong,disklavier,0.5655,0.5509,0.5581
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,VuV06M,T5,disklavier,0.4057,0.3913,0.3984
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,VuV06M,oaf,disklavier,0.4596,0.4274,0.4429
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Yang05M,T5,maestro,0.0081,0.0076,0.0078
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Yang05M,kong,maestro,0.0061,0.0059,0.006
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Yang05M,oaf,maestro,0.0045,0.0042,0.0043
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Yang05M,kong,disklavier,0.6398,0.6112,0.6252
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Yang05M,oaf,disklavier,0.5103,0.4581,0.4828
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Yang05M,T5,disklavier,0.4417,0.4089,0.4247
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,ZhangH07M,T5,maestro,0.5367,0.4896,0.5121
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,ZhangH07M,kong,maestro,0.8158,0.7465,0.7796
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,ZhangH07M,oaf,maestro,0.4907,0.4212,0.4533
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,ZhangH07M,kong,disklavier,0.5386,0.4965,0.5167
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,ZhangH07M,T5,disklavier,0.3594,0.3308,0.3445
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,ZhangH07M,oaf,disklavier,0.4044,0.3416,0.3704
Mozart,Piano_Sonatas_12-1,train,MunA03M,T5,maestro,0.924,0.9118,0.9179
Mozart,Piano_Sonatas_12-1,train,MunA03M,oaf,maestro,0.8224,0.8093,0.8158
Mozart,Piano_Sonatas_12-1,train,MunA03M,kong,maestro,0.9218,0.9174,0.9196
Mozart,Piano_Sonatas_12-1,train,MunA03M,oaf,disklavier,0.6592,0.6492,0.6542
Mozart,Piano_Sonatas_12-1,train,MunA03M,kong,disklavier,0.7922,0.8017,0.7969
Mozart,Piano_Sonatas_12-1,train,MunA03M,T5,disklavier,0.6484,0.6895,0.6683
Mozart,Piano_Sonatas_12-1,train,WuuE02M,T5,maestro,0.9253,0.9156,0.9204
Mozart,Piano_Sonatas_12-1,train,WuuE02M,oaf,maestro,0.8004,0.7953,0.7978
Mozart,Piano_Sonatas_12-1,train,WuuE02M,kong,maestro,0.9412,0.9412,0.9412
Mozart,Piano_Sonatas_12-1,train,WuuE02M,T5,disklavier,0.6583,0.6833,0.6706
Mozart,Piano_Sonatas_12-1,train,WuuE02M,kong,disklavier,0.7673,0.7777,0.7724
Mozart,Piano_Sonatas_12-1,train,WuuE02M,oaf,disklavier,0.5482,0.5386,0.5434
Rachmaninoff,Preludes_op_23_4,train,ChenGuang12M,oaf,maestro,0.0015,0.0015,0.0015
Rachmaninoff,Preludes_op_23_4,train,ChenGuang12M,kong,maestro,0.0023,0.0022,0.0022
Rachmaninoff,Preludes_op_23_4,train,ChenGuang12M,T5,maestro,0.0015,0.0015,0.0015
Rachmaninoff,Preludes_op_23_4,train,ChenGuang12M,T5,disklavier,0.3876,0.4428,0.4134
Rachmaninoff,Preludes_op_23_4,train,ChenGuang12M,kong,disklavier,0.755,0.7823,0.7684
Rachmaninoff,Preludes_op_23_4,train,ChenGuang12M,oaf,disklavier,0.5019,0.4841,0.4929
Rachmaninoff,Preludes_op_23_4,train,WuuE07M,kong,maestro,0.9505,0.9435,0.947
Rachmaninoff,Preludes_op_23_4,train,WuuE07M,oaf,maestro,0.6752,0.651,0.6629
Rachmaninoff,Preludes_op_23_4,train,WuuE07M,T5,maestro,0.7215,0.715,0.7182
Rachmaninoff,Preludes_op_23_4,train,WuuE07M,kong,disklavier,0.0054,0.0052,0.0053
Rachmaninoff,Preludes_op_23_4,train,WuuE07M,oaf,disklavier,0.0049,0.0045,0.0047
Rachmaninoff,Preludes_op_23_4,train,WuuE07M,T5,disklavier,0.0042,0.0045,0.0043
Schubert,Impromptu_op.90_D.899_3,train,Hou06M,oaf,maestro,0.4359,0.4179,0.4267
Schubert,Impromptu_op.90_D.899_3,train,Hou06M,T5,maestro,0.5235,0.5118,0.5176
Schubert,Impromptu_op.90_D.899_3,train,Hou06M,kong,maestro,0.8753,0.8655,0.8704
Schubert,Impromptu_op.90_D.899_3,train,Hou06M,kong,disklavier,0.5829,0.5787,0.5808
Schubert,Impromptu_op.90_D.899_3,train,Hou06M,T5,disklavier,0.2613,0.2779,0.2693
Schubert,Impromptu_op.90_D.899_3,train,Hou06M,oaf,disklavier,0.3923,0.3603,0.3756
Schubert,Impromptu_op.90_D.899_3,train,JeonH06M,T5,maestro,0.5014,0.4953,0.4983
Schubert,Impromptu_op.90_D.899_3,train,JeonH06M,kong,maestro,0.9503,0.9451,0.9477
Schubert,Impromptu_op.90_D.899_3,train,JeonH06M,oaf,maestro,0.4638,0.4514,0.4575
Schubert,Impromptu_op.90_D.899_3,train,JeonH06M,T5,disklavier,0.336,0.3463,0.3411
Schubert,Impromptu_op.90_D.899_3,train,JeonH06M,kong,disklavier,0.7397,0.7288,0.7342
Schubert,Impromptu_op.90_D.899_3,train,JeonH06M,oaf,disklavier,0.43,0.3887,0.4083
Schubert,Impromptu_op.90_D.899_3,train,Ko08M,kong,maestro,0.9426,0.94,0.9413
Schubert,Impromptu_op.90_D.899_3,train,Ko08M,T5,maestro,0.5085,0.5037,0.5061
Schubert,Impromptu_op.90_D.899_3,train,Ko08M,oaf,maestro,0.4805,0.4692,0.4748
Schubert,Impromptu_op.90_D.899_3,train,Ko08M,kong,disklavier,0.835,0.8593,0.847
Schubert,Impromptu_op.90_D.899_3,train,Ko08M,T5,disklavier,0.3295,0.3791,0.3525
Schubert,Impromptu_op.90_D.899_3,train,Ko08M,oaf,disklavier,0.4666,0.4488,0.4575
Schubert,Impromptu_op.90_D.899_3,train,Kociuban10M,T5,maestro,0.4961,0.4914,0.4937
Schubert,Impromptu_op.90_D.899_3,train,Kociuban10M,oaf,maestro,0.4226,0.4066,0.4145
Schubert,Impromptu_op.90_D.899_3,train,Kociuban10M,kong,maestro,0.9237,0.9191,0.9214
Schubert,Impromptu_op.90_D.899_3,train,Kociuban10M,kong,disklavier,0.4035,0.4035,0.4035
Schubert,Impromptu_op.90_D.899_3,train,Kociuban10M,T5,disklavier,0.1407,0.1496,0.145
Schubert,Impromptu_op.90_D.899_3,train,Kociuban10M,oaf,disklavier,0.2564,0.2443,0.2502
Schubert,Impromptu_op.90_D.899_3,train,LEE_K04M,kong,maestro,0.9043,0.9068,0.9055
Schubert,Impromptu_op.90_D.899_3,train,LEE_K04M,oaf,maestro,0.4042,0.3885,0.3962
Schubert,Impromptu_op.90_D.899_3,train,LEE_K04M,T5,maestro,0.4415,0.4355,0.4385
Schubert,Impromptu_op.90_D.899_3,train,LEE_K04M,kong,disklavier,0.6238,0.6441,0.6338
Schubert,Impromptu_op.90_D.899_3,train,LEE_K04M,T5,disklavier,0.2706,0.2813,0.2758
Schubert,Impromptu_op.90_D.899_3,train,LEE_K04M,oaf,disklavier,0.3476,0.3225,0.3345
Schubert,Impromptu_op.90_D.899_3,train,LeeSH08M,T5,maestro,0.4759,0.4724,0.4741
Schubert,Impromptu_op.90_D.899_3,train,LeeSH08M,kong,maestro,0.9379,0.9354,0.9366
Schubert,Impromptu_op.90_D.899_3,train,LeeSH08M,oaf,maestro,0.4266,0.4151,0.4208
Schubert,Impromptu_op.90_D.899_3,train,LeeSH08M,oaf,disklavier,0.4302,0.3886,0.4083
Schubert,Impromptu_op.90_D.899_3,train,LeeSH08M,kong,disklavier,0.7469,0.7652,0.7559
Schubert,Impromptu_op.90_D.899_3,train,LeeSH08M,T5,disklavier,0.3155,0.3263,0.3208
Schubert,Impromptu_op.90_D.899_3,train,Mizumoto07M,T5,maestro,0.4933,0.4835,0.4884
Schubert,Impromptu_op.90_D.899_3,train,Mizumoto07M,oaf,maestro,0.4363,0.4188,0.4273
Schubert,Impromptu_op.90_D.899_3,train,Mizumoto07M,kong,maestro,0.9261,0.9162,0.9211
Schubert,Impromptu_op.90_D.899_3,train,Mizumoto07M,T5,disklavier,0.2642,0.2789,0.2714
Schubert,Impromptu_op.90_D.899_3,train,Mizumoto07M,kong,disklavier,0.6447,0.6444,0.6445
Schubert,Impromptu_op.90_D.899_3,train,Mizumoto07M,oaf,disklavier,0.3794,0.352,0.3652
Schubert,Impromptu_op.90_D.899_3,train,Woo10M,oaf,maestro,0.4226,0.3947,0.4082
Schubert,Impromptu_op.90_D.899_3,train,Woo10M,T5,maestro,0.5057,0.4943,0.4999
Schubert,Impromptu_op.90_D.899_3,train,Woo10M,kong,maestro,0.8862,0.8803,0.8833
Schubert,Impromptu_op.90_D.899_3,train,Woo10M,kong,disklavier,0.6065,0.5986,0.6025
Schubert,Impromptu_op.90_D.899_3,train,Woo10M,oaf,disklavier,0.3514,0.326,0.3382
Schubert,Impromptu_op.90_D.899_3,train,Woo10M,T5,disklavier,0.2738,0.2734,0.2736
Schubert,Impromptu_op.90_D.899_3,train,WuuE10M,oaf,maestro,0.4784,0.4707,0.4745
Schubert,Impromptu_op.90_D.899_3,train,WuuE10M,kong,maestro,0.9452,0.9411,0.9431
Schubert,Impromptu_op.90_D.899_3,train,WuuE10M,T5,maestro,0.5402,0.5347,0.5374
Schubert,Impromptu_op.90_D.899_3,train,WuuE10M,T5,disklavier,0.332,0.3584,0.3447
Schubert,Impromptu_op.90_D.899_3,train,WuuE10M,kong,disklavier,0.0104,0.0105,0.0104
Schubert,Impromptu_op.90_D.899_3,train,WuuE10M,oaf,disklavier,0.4343,0.4083,0.4209
Schubert,Impromptu_op.90_D.899_3,train,ZhangW07M,T5,maestro,0.5535,0.5497,0.5516
Schubert,Impromptu_op.90_D.899_3,train,ZhangW07M,oaf,maestro,0.4582,0.4523,0.4552
Schubert,Impromptu_op.90_D.899_3,train,ZhangW07M,kong,maestro,0.8821,0.8825,0.8823
Schubert,Impromptu_op.90_D.899_3,train,ZhangW07M,kong,disklavier,0.4969,0.4926,0.4947
Schubert,Impromptu_op.90_D.899_3,train,ZhangW07M,oaf,disklavier,0.3348,0.3181,0.3262
Schubert,Impromptu_op.90_D.899_3,train,ZhangW07M,T5,disklavier,0.2867,0.2882,0.2874
Schubert,Impromptu_op.90_D.899_3,train,ZhaoK10M,kong,maestro,0.9404,0.9379,0.9392
Schubert,Impromptu_op.90_D.899_3,train,ZhaoK10M,oaf,maestro,0.4404,0.4321,0.4362
Schubert,Impromptu_op.90_D.899_3,train,ZhaoK10M,T5,maestro,0.5023,0.4988,0.5006
Schubert,Impromptu_op.90_D.899_3,train,ZhaoK10M,oaf,disklavier,0.4306,0.3913,0.41
Schubert,Impromptu_op.90_D.899_3,train,ZhaoK10M,kong,disklavier,0.7748,0.7733,0.774
Schubert,Impromptu_op.90_D.899_3,train,ZhaoK10M,T5,disklavier,0.3288,0.3389,0.3338
Scriabin,Sonatas_5,train,FaB05M,oaf,maestro,0.3505,0.3145,0.3315
Scriabin,Sonatas_5,train,FaB05M,T5,maestro,0.5317,0.4907,0.5103
Scriabin,Sonatas_5,train,FaB05M,kong,maestro,0.7507,0.7138,0.7318
Scriabin,Sonatas_5,train,FaB05M,kong,disklavier,0.4291,0.426,0.4276
Scriabin,Sonatas_5,train,FaB05M,T5,disklavier,0.2266,0.2325,0.2295
Scriabin,Sonatas_5,train,FaB05M,oaf,disklavier,0.3107,0.2765,0.2926
Scriabin,Sonatas_5,train,GarritsonL06M,oaf,maestro,0.3733,0.3133,0.3407
Scriabin,Sonatas_5,train,GarritsonL06M,kong,maestro,0.8243,0.7626,0.7922
Scriabin,Sonatas_5,train,GarritsonL06M,T5,maestro,0.6104,0.5462,0.5765
Scriabin,Sonatas_5,train,GarritsonL06M,oaf,disklavier,0.4376,0.3732,0.4028
Scriabin,Sonatas_5,train,GarritsonL06M,kong,disklavier,0.5705,0.5514,0.5608
Scriabin,Sonatas_5,train,GarritsonL06M,T5,disklavier,0.3231,0.3207,0.3219
Scriabin,Sonatas_5,train,Ko07M,oaf,maestro,0.4201,0.3499,0.3818
Scriabin,Sonatas_5,train,Ko07M,T5,maestro,0.6595,0.5838,0.6193
Scriabin,Sonatas_5,train,Ko07M,kong,maestro,0.8412,0.7705,0.8043
Scriabin,Sonatas_5,train,Ko07M,kong,disklavier,0.6966,0.6814,0.6889
Scriabin,Sonatas_5,train,Ko07M,T5,disklavier,0.3833,0.391,0.3871
Scriabin,Sonatas_5,train,Ko07M,oaf,disklavier,0.5171,0.4404,0.4757
Scriabin,Sonatas_5,train,Na07M,kong,maestro,0.8466,0.7987,0.822
Scriabin,Sonatas_5,train,Na07M,T5,maestro,0.65,0.5877,0.6173
Scriabin,Sonatas_5,train,Na07M,oaf,maestro,0.535,0.4777,0.5047
