composer,title,split,model,recording,cd_corr,cm_corr,ts_corr,reverb,snr
Schubert,Piano_Sonatas_664-1,test,T5,disklavier,-0.1139,0.1298,0.2527,l,12
Schubert,Piano_Sonatas_664-1,test,kong,disklavier,0.477,0.1395,0.2668,l,12
Schubert,Piano_Sonatas_664-1,test,oaf,disklavier,0.6275,0.141,0.1457,l,12
Schubert,Piano_Sonatas_664-1,test,kong,disklavier,0.4291,0.2793,0.3523,l,6
Schubert,Piano_Sonatas_664-1,test,oaf,disklavier,0.4816,0.0595,0.3107,l,6
Mozart,kv332_1,batik_mozart,T5,batik_audio,0.6749,0.0512,0.0319,norev,nonoise
Mozart,kv332_1,batik_mozart,kong,batik_audio,0.8138,0.1936,0.1403,norev,nonoise
Mozart,kv332_1,batik_mozart,oaf,batik_audio,0.6921,0.1442,0.0835,norev,nonoise
Mozart,kv332_1,batik_mozart,T5,batik_audio,0.7984,-0.0466,-0.0663,norev,24
Mozart,kv332_1,batik_mozart,kong,batik_audio,0.8084,0.1313,0.1259,norev,24
Mozart,kv332_1,batik_mozart,oaf,batik_audio,0.6853,0.1384,0.155,norev,24
Mozart,kv332_1,batik_mozart,T5,batik_audio,0.0332,0.0039,0.0908,norev,12
Mozart,kv332_1,batik_mozart,kong,batik_audio,0.5787,-0.0049,0.1492,norev,12
Mozart,kv332_1,batik_mozart,oaf,batik_audio,0.6927,0.1481,0.1766,norev,12
Mozart,kv332_1,batik_mozart,T5,batik_audio,-0.1481,0.0173,0.0282,norev,6
Mozart,kv332_1,batik_mozart,kong,batik_audio,0.4995,0.0042,0.0874,norev,6
Mozart,kv332_1,batik_mozart,oaf,batik_audio,0.6673,0.1514,0.212,norev,6
Mozart,kv332_1,batik_mozart,T5,batik_audio,0.5551,0.131,0.3148,s,nonoise
Mozart,kv332_1,batik_mozart,kong,batik_audio,0.5624,0.2518,0.2858,s,nonoise
Mozart,kv332_1,batik_mozart,oaf,batik_audio,0.784,0.1268,0.1311,s,nonoise
Mozart,kv332_1,batik_mozart,T5,batik_audio,0.7201,0.0543,-0.0362,s,24
Mozart,kv332_1,batik_mozart,kong,batik_audio,0.4967,0.1237,0.1606,s,24
Mozart,kv332_1,batik_mozart,oaf,batik_audio,0.7651,0.1521,0.1297,s,24
Mozart,kv332_1,batik_mozart,T5,batik_audio,0.23,0.0551,0.1815,s,12
Mozart,kv332_1,batik_mozart,kong,batik_audio,0.3849,-0.0311,0.1612,s,12
Mozart,kv332_1,batik_mozart,oaf,batik_audio,0.7688,0.1183,0.1359,s,12
Mozart,kv332_1,batik_mozart,T5,batik_audio,-0.5425,0.3328,-0.5464,s,6
Mozart,kv332_1,batik_mozart,kong,batik_audio,0.3597,-0.0134,0.0286,s,6
Mozart,kv332_1,batik_mozart,oaf,batik_audio,0.7165,0.0912,0.2056,s,6
Mozart,kv332_1,batik_mozart,T5,batik_audio,0.6581,0.019,0.1452,m,nonoise
Mozart,kv332_1,batik_mozart,kong,batik_audio,0.6975,0.0321,0.1518,m,nonoise
Mozart,kv332_1,batik_mozart,oaf,batik_audio,0.7335,0.1568,0.2223,m,nonoise
Mozart,kv332_1,batik_mozart,T5,batik_audio,0.3361,0.2322,-0.171,m,24
Mozart,kv332_1,batik_mozart,kong,batik_audio,0.4612,-0.0145,0.1424,m,24
Mozart,kv332_1,batik_mozart,oaf,batik_audio,0.722,0.1411,0.2468,m,24
Mozart,kv332_1,batik_mozart,T5,batik_audio,0.1879,0.1424,0.0827,m,12
Mozart,kv332_1,batik_mozart,kong,batik_audio,0.4092,0.0693,0.0546,m,12
Mozart,kv332_1,batik_mozart,oaf,batik_audio,0.6802,0.1679,0.1669,m,12
Mozart,kv332_1,batik_mozart,T5,batik_audio,-0.002,0.1295,-0.0062,m,6
Mozart,kv332_1,batik_mozart,kong,batik_audio,0.2308,0.0272,0.2496,m,6
Mozart,kv332_1,batik_mozart,oaf,batik_audio,-0.0512,0.0612,0.1036,m,6
Mozart,kv332_1,batik_mozart,T5,batik_audio,0.5614,0.0023,0.0639,l,nonoise
Mozart,kv332_1,batik_mozart,kong,batik_audio,0.5523,0.089,0.2686,l,nonoise
Mozart,kv332_1,batik_mozart,oaf,batik_audio,0.658,0.1583,0.2577,l,nonoise
Mozart,kv332_1,batik_mozart,T5,batik_audio,0.198,0.1038,0.2336,l,24
Mozart,kv332_1,batik_mozart,kong,batik_audio,0.422,0.0455,0.1931,l,24
Mozart,kv332_1,batik_mozart,oaf,batik_audio,0.5757,0.0744,0.2057,l,24
Mozart,kv332_1,batik_mozart,T5,batik_audio,0.0571,0.1394,0.1217,l,12
Mozart,kv332_1,batik_mozart,kong,batik_audio,0.2598,0.1228,0.3179,l,12
Mozart,kv332_1,batik_mozart,oaf,batik_audio,0.6013,0.1338,0.1825,l,12
Mozart,kv332_1,batik_mozart,T5,batik_audio,0.3705,0.163,0.0284,l,6
Mozart,kv332_1,batik_mozart,kong,batik_audio,0.1662,0.1526,0.4467,l,6
Mozart,kv332_1,batik_mozart,oaf,batik_audio,0.1706,0.1212,-0.0021,l,6
