composer,title,split,performer,model,recording,p_nov,r_nov,f_nov
Debussy,Pour_le_Piano_1,test,MunA12M,T5,maestro,0.8701,0.8217,0.8452
Debussy,Pour_le_Piano_1,test,MunA12M,oaf,maestro,0.782,0.7146,0.7468
Debussy,Pour_le_Piano_1,test,MunA12M,oaf,disklavier,0.6576,0.5816,0.6173
Debussy,Pour_le_Piano_1,test,MunA12M,kong,disklavier,0.6617,0.6419,0.6517
Debussy,Pour_le_Piano_1,test,MunA12M,T5,disklavier,0.5508,0.5398,0.5453
Liszt,Transcendental_Etudes_10,test,LeungM06M,oaf,maestro,0.6874,0.6021,0.642
Liszt,Transcendental_Etudes_10,test,LeungM06M,kong,maestro,0.8227,0.7544,0.787
Liszt,Transcendental_Etudes_10,test,LeungM06M,T5,maestro,0.8354,0.7385,0.784
Liszt,Transcendental_Etudes_10,test,LeungM06M,oaf,disklavier,0.6603,0.5807,0.6179
Liszt,Transcendental_Etudes_10,test,LeungM06M,T5,disklavier,0.595,0.5567,0.5752
Liszt,Transcendental_Etudes_10,test,LeungM06M,kong,disklavier,0.701,0.6603,0.68
Liszt,Transcendental_Etudes_11,test,Huang18M,kong,maestro,0.0253,0.0239,0.0246
Liszt,Transcendental_Etudes_11,test,Huang18M,T5,maestro,0.028,0.0258,0.0269
Liszt,Transcendental_Etudes_11,test,Huang18M,oaf,maestro,0.0248,0.0223,0.0235
Liszt,Transcendental_Etudes_11,test,Huang18M,oaf,disklavier,0.0615,0.0568,0.059
Liszt,Transcendental_Etudes_11,test,Huang18M,kong,disklavier,0.0698,0.0701,0.0699
Liszt,Transcendental_Etudes_11,test,Huang18M,T5,disklavier,0.0591,0.0614,0.0603
Rachmaninoff,Preludes_op_23_6,test,Nikiforov14M,kong,maestro,0.8756,0.8518,0.8635
Rachmaninoff,Preludes_op_23_6,test,Nikiforov14M,T5,maestro,0.8245,0.7829,0.8031
Rachmaninoff,Preludes_op_23_6,test,Nikiforov14M,oaf,maestro,0.8203,0.7644,0.7914
Rachmaninoff,Preludes_op_23_6,test,Nikiforov14M,T5,disklavier,0.6028,0.6154,0.609
Rachmaninoff,Preludes_op_23_6,test,Nikiforov14M,oaf,disklavier,0.7342,0.6907,0.7118
Rachmaninoff,Preludes_op_23_6,test,Nikiforov14M,kong,disklavier,0.763,0.7532,0.7581
Schubert,Impromptu_op.90_D.899_4,test,Huang10M,oaf,maestro,0.6171,0.5906,0.6036
Schubert,Impromptu_op.90_D.899_4,test,Huang10M,T5,maestro,0.7848,0.7263,0.7544
Schubert,Impromptu_op.90_D.899_4,test,Huang10M,kong,maestro,0.7435,0.7251,0.7342
Schubert,Impromptu_op.90_D.899_4,test,Huang10M,T5,disklavier,0.3201,0.3272,0.3236
Schubert,Impromptu_op.90_D.899_4,test,Huang10M,kong,disklavier,0.4527,0.4484,0.4505
Schubert,Impromptu_op.90_D.899_4,test,Huang10M,oaf,disklavier,0.379,0.3515,0.3647
Schubert,Impromptu_op.90_D.899_4,test,Lin11M,oaf,maestro,0.7731,0.7428,0.7576
Schubert,Impromptu_op.90_D.899_4,test,Lin11M,kong,maestro,0.8443,0.8254,0.8347
Schubert,Impromptu_op.90_D.899_4,test,Lin11M,T5,maestro,0.8871,0.8216,0.8531
Schubert,Impromptu_op.90_D.899_4,test,Lin11M,oaf,disklavier,0.6614,0.631,0.6458
Schubert,Impromptu_op.90_D.899_4,test,Lin11M,T5,disklavier,0.6368,0.6246,0.6306
Schubert,Impromptu_op.90_D.899_4,test,Lin11M,kong,disklavier,0.71,0.7135,0.7118
Schubert,Impromptu_op.90_D.899_4,test,LuoJ09M,T5,maestro,0.889,0.8564,0.8724
Schubert,Impromptu_op.90_D.899_4,test,LuoJ09M,kong,maestro,0.8672,0.865,0.8661
Schubert,Impromptu_op.90_D.899_4,test,LuoJ09M,oaf,maestro,0.7822,0.7647,0.7733
Schubert,Impromptu_op.90_D.899_4,test,LuoJ09M,T5,disklavier,0.6194,0.6072,0.6132
Schubert,Impromptu_op.90_D.899_4,test,LuoJ09M,oaf,disklavier,0.6536,0.6051,0.6284
Schubert,Impromptu_op.90_D.899_4,test,LuoJ09M,kong,disklavier,0.6841,0.6803,0.6822
Schubert,Impromptu_op.90_D.899_4,test,WongWY08M,T5,maestro,0.8995,0.8599,0.8793
Schubert,Impromptu_op.90_D.899_4,test,WongWY08M,oaf,maestro,0.7791,0.7643,0.7716
Schubert,Impromptu_op.90_D.899_4,test,WongWY08M,kong,maestro,0.8771,0.8725,0.8748
Schubert,Impromptu_op.90_D.899_4,test,WongWY08M,kong,disklavier,0.6538,0.6569,0.6554
Schubert,Impromptu_op.90_D.899_4,test,WongWY08M,oaf,disklavier,0.6319,0.5966,0.6137
Schubert,Impromptu_op.90_D.899_4,test,WongWY08M,T5,disklavier,0.572,0.5772,0.5746
Schubert,Piano_Sonatas_664-1,test,BuiJL06M,oaf,maestro,0.7116,0.6809,0.6959
Schubert,Piano_Sonatas_664-1,test,BuiJL06M,kong,maestro,0.877,0.8692,0.8731
Schubert,Piano_Sonatas_664-1,test,BuiJL06M,T5,maestro,0.8725,0.846,0.859
Schubert,Piano_Sonatas_664-1,test,BuiJL06M,T5,disklavier,0.2981,0.3064,0.3022
Schubert,Piano_Sonatas_664-1,test,BuiJL06M,kong,disklavier,0.388,0.3927,0.3903
Schubert,Piano_Sonatas_664-1,test,BuiJL06M,oaf,disklavier,0.3743,0.3517,0.3626
Schubert,Piano_Sonatas_664-1,test,KabuliL10M,T5,maestro,0.8389,0.8159,0.8272
Schubert,Piano_Sonatas_664-1,test,KabuliL10M,oaf,maestro,0.6782,0.6501,0.6638
Schubert,Piano_Sonatas_664-1,test,KabuliL10M,kong,maestro,0.8353,0.8242,0.8297
Schubert,Piano_Sonatas_664-1,test,KabuliL10M,T5,disklavier,0.3771,0.3914,0.3841
Schubert,Piano_Sonatas_664-1,test,KabuliL10M,oaf,disklavier,0.4715,0.4453,0.458
Schubert,Piano_Sonatas_664-1,test,KabuliL10M,kong,disklavier,0.5254,0.5369,0.5311
Bach,Fugue_bwv_848,train,Denisova06M,oaf,maestro,0.8047,0.7929,0.7987
Bach,Fugue_bwv_848,train,Denisova06M,kong,maestro,0.9509,0.9456,0.9483
Bach,Fugue_bwv_848,train,Denisova06M,T5,maestro,0.1139,0.1123,0.1131
Bach,Fugue_bwv_848,train,Denisova06M,oaf,disklavier,0.6312,0.6255,0.6284
Bach,Fugue_bwv_848,train,Denisova06M,T5,disklavier,0.844,0.8605,0.8522
Bach,Fugue_bwv_848,train,Denisova06M,kong,disklavier,0.9157,0.9163,0.916
Bach,Fugue_bwv_848,train,Lin04M,oaf,maestro,0.8031,0.7874,0.7952
Bach,Fugue_bwv_848,train,Lin04M,kong,maestro,0.9313,0.9287,0.93
Bach,Fugue_bwv_848,train,Lin04M,T5,maestro,0.0282,0.028,0.0281
Bach,Fugue_bwv_848,train,Lin04M,T5,disklavier,0.8038,0.8224,0.813
Bach,Fugue_bwv_848,train,Lin04M,kong,disklavier,0.9019,0.9063,0.9041
Bach,Fugue_bwv_848,train,Lin04M,oaf,disklavier,0.681,0.6748,0.6779
Bach,Fugue_bwv_848,train,Lou01M,kong,maestro,0.9434,0.9414,0.9424
Bach,Fugue_bwv_848,train,Lou01M,T5,maestro,0.0351,0.0349,0.035
Bach,Fugue_bwv_848,train,Lou01M,oaf,maestro,0.7851,0.7774,0.7812
Bach,Fugue_bwv_848,train,Lou01M,T5,disklavier,0.7439,0.7683,0.7559
Bach,Fugue_bwv_848,train,Lou01M,oaf,disklavier,0.8498,0.8451,0.8474
Bach,Fugue_bwv_848,train,Lou01M,kong,disklavier,0.8689,0.8744,0.8717
Bach,Fugue_bwv_848,train,MiyashitaM01M,oaf,maestro,0.8622,0.8526,0.8573
Bach,Fugue_bwv_848,train,MiyashitaM01M,T5,maestro,0.0812,0.0807,0.0809
Bach,Fugue_bwv_848,train,MiyashitaM01M,kong,maestro,0.9784,0.9743,0.9763
Bach,Fugue_bwv_848,train,MiyashitaM01M,oaf,disklavier,0.6704,0.6662,0.6683
Bach,Fugue_bwv_848,train,MiyashitaM01M,T5,disklavier,0.7766,0.8025,0.7893
Bach,Fugue_bwv_848,train,MiyashitaM01M,kong,disklavier,0.9059,0.911,0.9085
Bach,Fugue_bwv_848,train,Mizumoto03M,kong,maestro,0.9659,0.9632,0.9645
Bach,Fugue_bwv_848,train,Mizumoto03M,T5,maestro,0.0547,0.0542,0.0545
Bach,Fugue_bwv_848,train,Mizumoto03M,oaf,maestro,0.8034,0.795,0.7992
Bach,Fugue_bwv_848,train,Mizumoto03M,kong,disklavier,0.836,0.8464,0.8412
Bach,Fugue_bwv_848,train,Mizumoto03M,T5,disklavier,0.7338,0.7491,0.7414
Bach,Fugue_bwv_848,train,Mizumoto03M,oaf,disklavier,0.6505,0.6428,0.6466
Bach,Fugue_bwv_848,train,SunY01M,T5,maestro,0.026,0.0259,0.0259
Bach,Fugue_bwv_848,train,SunY01M,oaf,maestro,0.7982,0.7904,0.7942
Bach,Fugue_bwv_848,train,SunY01M,kong,maestro,0.965,0.9623,0.9636
Bach,Fugue_bwv_848,train,SunY01M,kong,disklavier,0.8826,0.8882,0.8854
Bach,Fugue_bwv_848,train,SunY01M,T5,disklavier,0.6099,0.673,0.6399
Bach,Fugue_bwv_848,train,SunY01M,oaf,disklavier,0.6223,0.6171,0.6196
Bach,Fugue_bwv_848,train,Zhou01M,T5,maestro,0.0871,0.0867,0.0869
Bach,Fugue_bwv_848,train,Zhou01M,oaf,maestro,0.8249,0.8203,0.8226
Bach,Fugue_bwv_848,train,Zhou01M,kong,maestro,0.9685,0.9678,0.9682
Bach,Fugue_bwv_848,train,Zhou01M,kong,disklavier,0.9107,0.9203,0.9155
Bach,Fugue_bwv_848,train,Zhou01M,oaf,disklavier,0.6104,0.607,0.6087
Bach,Fugue_bwv_848,train,Zhou01M,T5,disklavier,0.8038,0.8336,0.8184
Beethoven,Piano_Sonatas_21-1,train,GonzalezJ06M,T5,maestro,0.9426,0.9157,0.929
Beethoven,Piano_Sonatas_21-1,train,GonzalezJ06M,kong,maestro,0.8895,0.881,0.8852
Beethoven,Piano_Sonatas_21-1,train,GonzalezJ06M,oaf,maestro,0.849,0.8294,0.8391
Beethoven,Piano_Sonatas_21-1,train,GonzalezJ06M,oaf,disklavier,0.7111,0.6934,0.7021
Beethoven,Piano_Sonatas_21-1,train,GonzalezJ06M,T5,disklavier,0.7016,0.7051,0.7033
Beethoven,Piano_Sonatas_21-1,train,GonzalezJ06M,kong,disklavier,0.765,0.7637,0.7643
Beethoven,Piano_Sonatas_21-1,train,KimSY02M,oaf,maestro,0.6073,0.5979,0.6025
Beethoven,Piano_Sonatas_21-1,train,KimSY02M,kong,maestro,0.9116,0.9091,0.9103
Beethoven,Piano_Sonatas_21-1,train,KimSY02M,T5,maestro,0.9488,0.9239,0.9362
Beethoven,Piano_Sonatas_21-1,train,KimSY02M,T5,disklavier,0.6836,0.7118,0.6974
Beethoven,Piano_Sonatas_21-1,train,KimSY02M,oaf,disklavier,0.7691,0.7592,0.7642
Beethoven,Piano_Sonatas_21-1,train,KimSY02M,kong,disklavier,0.7651,0.7748,0.7699
Beethoven,Piano_Sonatas_21-1,train,LeeN02M,T5,maestro,0.966,0.949,0.9574
Beethoven,Piano_Sonatas_21-1,train,LeeN02M,kong,maestro,0.941,0.936,0.9385
Beethoven,Piano_Sonatas_21-1,train,LeeN02M,oaf,maestro,0.8142,0.8027,0.8084
Beethoven,Piano_Sonatas_21-1,train,LeeN02M,kong,disklavier,0.7916,0.7993,0.7954
Beethoven,Piano_Sonatas_21-1,train,LeeN02M,T5,disklavier,0.6024,0.6505,0.6256
Beethoven,Piano_Sonatas_21-1,train,LeeN02M,oaf,disklavier,0.6597,0.6424,0.6509
Beethoven,Piano_Sonatas_21-1,train,RichardsonC02M,oaf,maestro,0.7238,0.7063,0.7149
Beethoven,Piano_Sonatas_21-1,train,RichardsonC02M,kong,maestro,0.9132,0.9034,0.9083
Beethoven,Piano_Sonatas_21-1,train,RichardsonC02M,T5,maestro,0.9507,0.9283,0.9394
Beethoven,Piano_Sonatas_21-1,train,RichardsonC02M,kong,disklavier,0.6981,0.6994,0.6988
Beethoven,Piano_Sonatas_21-1,train,RichardsonC02M,T5,disklavier,0.5864,0.6087,0.5973
Beethoven,Piano_Sonatas_21-1,train,RichardsonC02M,oaf,disklavier,0.2088,0.2016,0.2052
Beethoven,Piano_Sonatas_21-1,train,Shychko02M,T5,maestro,0.9542,0.9373,0.9457
Beethoven,Piano_Sonatas_21-1,train,Shychko02M,kong,maestro,0.9027,0.8967,0.8997
Beethoven,Piano_Sonatas_21-1,train,Shychko02M,oaf,maestro,0.7166,0.7047,0.7106
Beethoven,Piano_Sonatas_21-1,train,Shychko02M,kong,disklavier,0.7915,0.8007,0.7961
Beethoven,Piano_Sonatas_21-1,train,Shychko02M,oaf,disklavier,0.6359,0.6207,0.6282
Beethoven,Piano_Sonatas_21-1,train,Shychko02M,T5,disklavier,0.6851,0.7187,0.7015
Beethoven,Piano_Sonatas_21-1,train,Sladek02M,oaf,maestro,0.6758,0.6654,0.6705
Beethoven,Piano_Sonatas_21-1,train,Sladek02M,kong,maestro,0.903,0.8985,0.9007
Beethoven,Piano_Sonatas_21-1,train,Sladek02M,T5,maestro,0.9497,0.925,0.9372
Beethoven,Piano_Sonatas_21-1,train,Sladek02M,oaf,disklavier,0.7638,0.7453,0.7544
Beethoven,Piano_Sonatas_21-1,train,Sladek02M,T5,disklavier,0.6395,0.6567,0.648
Beethoven,Piano_Sonatas_21-1,train,Sladek02M,kong,disklavier,0.751,0.7579,0.7544
Beethoven,Piano_Sonatas_21-1,train,Song03M,oaf,maestro,0.6079,0.6009,0.6043
Beethoven,Piano_Sonatas_21-1,train,Song03M,kong,maestro,0.8725,0.8692,0.8709
Beethoven,Piano_Sonatas_21-1,train,Song03M,T5,maestro,0.9274,0.9163,0.9218
Beethoven,Piano_Sonatas_21-1,train,Song03M,T5,disklavier,0.5802,0.6359,0.6068
Beethoven,Piano_Sonatas_21-1,train,Song03M,kong,disklavier,0.7753,0.7898,0.7825
Beethoven,Piano_Sonatas_21-1,train,Song03M,oaf,disklavier,0.8058,0.7853,0.7954
Beethoven,Piano_Sonatas_21-1,train,SunY02M,T5,maestro,0.9699,0.9596,0.9647
Beethoven,Piano_Sonatas_21-1,train,SunY02M,oaf,maestro,0.803,0.7939,0.7984
Beethoven,Piano_Sonatas_21-1,train,SunY02M,kong,maestro,0.9491,0.9459,0.9475
Beethoven,Piano_Sonatas_21-1,train,SunY02M,oaf,disklavier,0.6007,0.5836,0.592
Beethoven,Piano_Sonatas_21-1,train,SunY02M,kong,disklavier,0.7895,0.8013,0.7954
Beethoven,Piano_Sonatas_21-1,train,SunY02M,T5,disklavier,0.6348,0.6744,0.654
Beethoven,Piano_Sonatas_21-1,train,Tetzloff05M,T5,maestro,0.9319,0.8994,0.9153
Beethoven,Piano_Sonatas_21-1,train,Tetzloff05M,oaf,maestro,0.5655,0.543,0.554
Beethoven,Piano_Sonatas_21-1,train,Tetzloff05M,kong,maestro,0.8435,0.8312,0.8373
Beethoven,Piano_Sonatas_21-1,train,Tetzloff05M,T5,disklavier,0.623,0.636,0.6294
Beethoven,Piano_Sonatas_21-1,train,Tetzloff05M,oaf,disklavier,0.7004,0.6743,0.6871
Beethoven,Piano_Sonatas_21-1,train,Tetzloff05M,kong,disklavier,0.7178,0.7184,0.7181
Beethoven,Piano_Sonatas_21-1,train,ToA02M,oaf,maestro,0.8985,0.8917,0.8951
Beethoven,Piano_Sonatas_21-1,train,ToA02M,kong,maestro,0.9484,0.9454,0.9469
Beethoven,Piano_Sonatas_21-1,train,ToA02M,T5,maestro,0.9684,0.9565,0.9624
Beethoven,Piano_Sonatas_21-1,train,ToA02M,oaf,disklavier,0.2388,0.2338,0.2362
Beethoven,Piano_Sonatas_21-1,train,ToA02M,T5,disklavier,0.6956,0.7232,0.7091
Beethoven,Piano_Sonatas_21-1,train,ToA02M,kong,disklavier,0.8088,0.8128,0.8108
Beethoven,Piano_Sonatas_21-1,train,TongB03M,oaf,maestro,0.9017,0.8889,0.8952
Beethoven,Piano_Sonatas_21-1,train,TongB03M,kong,maestro,0.9414,0.9341,0.9378
Beethoven,Piano_Sonatas_21-1,train,TongB03M,T5,maestro,0.9624,0.9458,0.954
Beethoven,Piano_Sonatas_21-1,train,TongB03M,oaf,disklavier,0.6807,0.6636,0.672
Beethoven,Piano_Sonatas_21-1,train,TongB03M,T5,disklavier,0.5972,0.6259,0.6112
Beethoven,Piano_Sonatas_21-1,train,TongB03M,kong,disklavier,0.6982,0.7007,0.6995
Beethoven,Piano_Sonatas_21-1,train,WangA02M,T5,maestro,0.9703,0.9508,0.9605
Beethoven,Piano_Sonatas_21-1,train,WangA02M,oaf,maestro,0.7091,0.7017,0.7054
Beethoven,Piano_Sonatas_21-1,train,WangA02M,kong,maestro,0.9436,0.9399,0.9418
Beethoven,Piano_Sonatas_21-1,train,WangA02M,oaf,disklavier,0.4599,0.4487,0.4542
Beethoven,Piano_Sonatas_21-1,train,WangA02M,kong,disklavier,0.7439,0.7457,0.7448
Beethoven,Piano_Sonatas_21-1,train,WangA02M,T5,disklavier,0.7009,0.709,0.7049
Beethoven,Piano_Sonatas_21-1,train,YeZ02M,kong,maestro,0.9369,0.9342,0.9356
Beethoven,Piano_Sonatas_21-1,train,YeZ02M,oaf,maestro,0.8932,0.8782,0.8857
Beethoven,Piano_Sonatas_21-1,train,YeZ02M,T5,maestro,0.9644,0.9496,0.957
Beethoven,Piano_Sonatas_21-1,train,YeZ02M,T5,disklavier,0.6303,0.6697,0.6494
Beethoven,Piano_Sonatas_21-1,train,YeZ02M,oaf,disklavier,0.7827,0.7652,0.7739
Beethoven,Piano_Sonatas_21-1,train,YeZ02M,kong,disklavier,0.8098,0.8217,0.8157
Beethoven,Piano_Sonatas_21-1,train,ZhangW01M,T5,maestro,0.9524,0.9363,0.9443
Beethoven,Piano_Sonatas_21-1,train,ZhangW01M,oaf,maestro,0.5217,0.514,0.5178
Beethoven,Piano_Sonatas_21-1,train,ZhangW01M,kong,maestro,0.915,0.9094,0.9122
Beethoven,Piano_Sonatas_21-1,train,ZhangW01M,kong,disklavier,0.6934,0.6946,0.694
Beethoven,Piano_Sonatas_21-1,train,ZhangW01M,oaf,disklavier,0.6486,0.6303,0.6394
Beethoven,Piano_Sonatas_21-1,train,ZhangW01M,T5,disklavier,0.5692,0.59,0.5795
Chopin,Scherzos_31,train,ChenW04M,oaf,maestro,0.8384,0.797,0.8172
Chopin,Scherzos_31,train,ChenW04M,kong,maestro,0.9053,0.8832,0.8941
Chopin,Scherzos_31,train,ChenW04M,T5,maestro,0.9369,0.897,0.9165
Chopin,Scherzos_31,train,ChenW04M,kong,disklavier,0.6802,0.679,0.6796
Chopin,Scherzos_31,train,ChenW04M,T5,disklavier,0.4524,0.4946,0.4726
Chopin,Scherzos_31,train,ChenW04M,oaf,disklavier,0.7453,0.6896,0.7164
Chopin,Scherzos_31,train,HuNY08M,kong,maestro,0.932,0.9185,0.9252
Chopin,Scherzos_31,train,HuNY08M,T5,maestro,0.9509,0.9206,0.9355
Chopin,Scherzos_31,train,HuNY08M,oaf,maestro,0.8869,0.8574,0.8719
Chopin,Scherzos_31,train,HuNY08M,kong,disklavier,0.732,0.7293,0.7307
Chopin,Scherzos_31,train,HuNY08M,T5,disklavier,0.5149,0.536,0.5252
Chopin,Scherzos_31,train,HuNY08M,oaf,disklavier,0.7827,0.7357,0.7584
Chopin,Scherzos_31,train,Jussow11M,oaf,maestro,0.8162,0.7673,0.791
Chopin,Scherzos_31,train,Jussow11M,kong,maestro,0.901,0.887,0.894
Chopin,Scherzos_31,train,Jussow11M,T5,maestro,0.9355,0.9002,0.9175
Chopin,Scherzos_31,train,Jussow11M,oaf,disklavier,0.7187,0.66,0.6881
Chopin,Scherzos_31,train,Jussow11M,T5,disklavier,0.5356,0.5366,0.5361
Chopin,Scherzos_31,train,Jussow11M,kong,disklavier,0.7008,0.6929,0.6968
Chopin,Scherzos_31,train,LeeN04M,oaf,maestro,0.8744,0.8455,0.8597
Chopin,Scherzos_31,train,LeeN04M,T5,maestro,0.949,0.9213,0.9349
Chopin,Scherzos_31,train,LeeN04M,kong,maestro,0.9189,0.9052,0.912
Chopin,Scherzos_31,train,LeeN04M,T5,disklavier,0.4578,0.4923,0.4744
Chopin,Scherzos_31,train,LeeN04M,kong,disklavier,0.7067,0.712,0.7093
Chopin,Scherzos_31,train,LeeN04M,oaf,disklavier,0.7572,0.7162,0.7361
Chopin,Scherzos_31,train,LinTami06M,T5,maestro,0.9241,0.88,0.9015
Chopin,Scherzos_31,train,LinTami06M,kong,maestro,0.8807,0.8567,0.8685
Chopin,Scherzos_31,train,LinTami06M,oaf,maestro,0.8399,0.7822,0.8101
Chopin,Scherzos_31,train,LinTami06M,kong,disklavier,0.6755,0.676,0.6757
Chopin,Scherzos_31,train,LinTami06M,oaf,disklavier,0.6466,0.613,0.6294
Chopin,Scherzos_31,train,LinTami06M,T5,disklavier,0.5052,0.5096,0.5074
Chopin,Scherzos_31,train,LuoJ12M,T5,maestro,0.9334,0.9143,0.9238
Chopin,Scherzos_31,train,LuoJ12M,kong,maestro,0.9194,0.9133,0.9163
Chopin,Scherzos_31,train,LuoJ12M,oaf,maestro,0.8585,0.8394,0.8488
Chopin,Scherzos_31,train,LuoJ12M,oaf,disklavier,0.0162,0.0154,0.0158
