composer,title,split,performer,model,recording,p_nov,r_nov,f_nov
Chopin,Scherzos_31,train,LuoJ12M,kong,disklavier,0.6466,0.6507,0.6487
Chopin,Scherzos_31,train,LuoJ12M,T5,disklavier,0.4669,0.4834,0.475
Chopin,Scherzos_31,train,SunD04M,kong,maestro,0.916,0.8989,0.9074
Chopin,Scherzos_31,train,SunD04M,oaf,maestro,0.8707,0.8351,0.8525
Chopin,Scherzos_31,train,SunD04M,T5,maestro,0.9385,0.9101,0.9241
Chopin,Scherzos_31,train,SunD04M,kong,disklavier,0.6638,0.6634,0.6636
Chopin,Scherzos_31,train,SunD04M,T5,disklavier,0.4511,0.4771,0.4638
Chopin,Scherzos_31,train,SunD04M,oaf,disklavier,0.7363,0.6883,0.7115
Chopin,Scherzos_31,train,TongB04M,kong,maestro,0.9189,0.9084,0.9136
Chopin,Scherzos_31,train,TongB04M,T5,maestro,0.9354,0.9106,0.9228
Chopin,Scherzos_31,train,TongB04M,oaf,maestro,0.8304,0.8008,0.8153
Chopin,Scherzos_31,train,TongB04M,oaf,disklavier,0.7296,0.6816,0.7048
Chopin,Scherzos_31,train,TongB04M,kong,disklavier,0.6967,0.7021,0.6994
Chopin,Scherzos_31,train,TongB04M,T5,disklavier,0.4494,0.4887,0.4682
Chopin,Scherzos_31,train,TuanS05M,kong,maestro,0.9201,0.9095,0.9147
Chopin,Scherzos_31,train,TuanS05M,oaf,maestro,0.7104,0.6877,0.6988
Chopin,Scherzos_31,train,TuanS05M,T5,maestro,0.9467,0.9217,0.934
Chopin,Scherzos_31,train,TuanS05M,T5,disklavier,0.5123,0.5559,0.5332
Chopin,Scherzos_31,train,TuanS05M,oaf,disklavier,0.7771,0.7344,0.7552
Chopin,Scherzos_31,train,TuanS05M,kong,disklavier,0.7663,0.7715,0.7689
Chopin,Scherzos_31,train,ZhangW04M,T5,maestro,0.9401,0.9179,0.9289
Chopin,Scherzos_31,train,ZhangW04M,oaf,maestro,0.8191,0.7934,0.806
Chopin,Scherzos_31,train,ZhangW04M,kong,maestro,0.9047,0.8917,0.8981
Chopin,Scherzos_31,train,ZhangW04M,oaf,disklavier,0.6553,0.6229,0.6387
Chopin,Scherzos_31,train,ZhangW04M,kong,disklavier,0.6076,0.6082,0.6079
Chopin,Scherzos_31,train,ZhangW04M,T5,disklavier,0.4559,0.4686,0.4622
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,Kleisen11M,kong,maestro,0.8911,0.8677,0.8792
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,Kleisen11M,oaf,maestro,0.8165,0.7433,0.7782
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,Kleisen11M,T5,maestro,0.8939,0.8518,0.8724
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,Kleisen11M,T5,disklavier,0.4142,0.4232,0.4186
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,Kleisen11M,kong,disklavier,0.6407,0.6194,0.6299
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,Kleisen11M,oaf,disklavier,0.5348,0.4906,0.5118
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,ParkJH13M,T5,maestro,0.9044,0.8882,0.8962
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,ParkJH13M,kong,maestro,0.9164,0.9041,0.9102
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,ParkJH13M,oaf,maestro,0.8264,0.7947,0.8102
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,ParkJH13M,T5,disklavier,0.652,0.6834,0.6673
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,ParkJH13M,kong,disklavier,0.7854,0.7913,0.7883
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,ParkJH13M,oaf,disklavier,0.7886,0.7584,0.7732
Glinka,The_Lark,train,Denisova10M,oaf,maestro,0.8476,0.821,0.8341
Glinka,The_Lark,train,Denisova10M,kong,maestro,0.9056,0.9017,0.9037
Glinka,The_Lark,train,Denisova10M,T5,maestro,0.947,0.9275,0.9371
Glinka,The_Lark,train,Denisova10M,oaf,disklavier,0.7342,0.715,0.7245
Glinka,The_Lark,train,Denisova10M,T5,disklavier,0.6315,0.676,0.653
Glinka,The_Lark,train,Denisova10M,kong,disklavier,0.7869,0.8064,0.7965
Glinka,The_Lark,train,Kleisen07M,oaf,maestro,0.791,0.7272,0.7578
Glinka,The_Lark,train,Kleisen07M,kong,maestro,0.8887,0.8645,0.8764
Glinka,The_Lark,train,Kleisen07M,T5,maestro,0.9167,0.8777,0.8968
Glinka,The_Lark,train,Kleisen07M,oaf,disklavier,0.5941,0.5519,0.5722
Glinka,The_Lark,train,Kleisen07M,kong,disklavier,0.6733,0.6575,0.6653
Glinka,The_Lark,train,Kleisen07M,T5,disklavier,0.4416,0.4536,0.4475
Haydn,Keyboard_Sonatas_50-1,train,GalantM02M,oaf,maestro,0.7586,0.742,0.7502
Haydn,Keyboard_Sonatas_50-1,train,GalantM02M,kong,maestro,0.9372,0.9334,0.9353
Haydn,Keyboard_Sonatas_50-1,train,GalantM02M,T5,maestro,0.961,0.9481,0.9545
Haydn,Keyboard_Sonatas_50-1,train,GalantM02M,kong,disklavier,0.0291,0.029,0.029
Haydn,Keyboard_Sonatas_50-1,train,GalantM02M,T5,disklavier,0.0267,0.0267,0.0267
Haydn,Keyboard_Sonatas_50-1,train,GalantM02M,oaf,disklavier,0.6093,0.5888,0.5989
Haydn,Keyboard_Sonatas_50-1,train,HamSY02M,oaf,maestro,0.8697,0.8527,0.8611
Haydn,Keyboard_Sonatas_50-1,train,HamSY02M,kong,maestro,0.913,0.9096,0.9113
Haydn,Keyboard_Sonatas_50-1,train,HamSY02M,T5,maestro,0.961,0.9477,0.9543
Haydn,Keyboard_Sonatas_50-1,train,HamSY02M,T5,disklavier,0.7811,0.795,0.788
Haydn,Keyboard_Sonatas_50-1,train,HamSY02M,oaf,disklavier,0.3926,0.3824,0.3874
Haydn,Keyboard_Sonatas_50-1,train,HamSY02M,kong,disklavier,0.8397,0.8389,0.8393
Haydn,Keyboard_Sonatas_50-1,train,Huang05M,T5,maestro,0.953,0.9394,0.9461
Haydn,Keyboard_Sonatas_50-1,train,Huang05M,kong,maestro,0.9016,0.8987,0.9002
Haydn,Keyboard_Sonatas_50-1,train,Huang05M,oaf,maestro,0.6821,0.6675,0.6747
Haydn,Keyboard_Sonatas_50-1,train,Huang05M,T5,disklavier,0.7341,0.7443,0.7392
Haydn,Keyboard_Sonatas_50-1,train,Huang05M,kong,disklavier,0.8081,0.8083,0.8082
Haydn,Keyboard_Sonatas_50-1,train,Huang05M,oaf,disklavier,0.4798,0.4667,0.4732
Haydn,Keyboard_Sonatas_50-1,train,JeonH03M,oaf,maestro,0.8765,0.8642,0.8703
Haydn,Keyboard_Sonatas_50-1,train,JeonH03M,kong,maestro,0.9616,0.9591,0.9604
Haydn,Keyboard_Sonatas_50-1,train,JeonH03M,T5,maestro,0.9729,0.9563,0.9645
Haydn,Keyboard_Sonatas_50-1,train,JeonH03M,oaf,disklavier,0.6613,0.6358,0.6483
Haydn,Keyboard_Sonatas_50-1,train,JeonH03M,kong,disklavier,0.8175,0.8145,0.816
Haydn,Keyboard_Sonatas_50-1,train,JeonH03M,T5,disklavier,0.721,0.7247,0.7228
Haydn,Keyboard_Sonatas_50-1,train,KARYAG06M,oaf,maestro,0.6608,0.6444,0.6525
Haydn,Keyboard_Sonatas_50-1,train,KARYAG06M,T5,maestro,0.9243,0.8977,0.9108
Haydn,Keyboard_Sonatas_50-1,train,KARYAG06M,kong,maestro,0.8737,0.8655,0.8696
Haydn,Keyboard_Sonatas_50-1,train,KARYAG06M,oaf,disklavier,0.483,0.4615,0.472
Haydn,Keyboard_Sonatas_50-1,train,KARYAG06M,kong,disklavier,0.7309,0.7313,0.7311
Haydn,Keyboard_Sonatas_50-1,train,KARYAG06M,T5,disklavier,0.6339,0.6402,0.637
Haydn,Keyboard_Sonatas_50-1,train,Shi07M,T5,maestro,0.9708,0.9602,0.9655
Haydn,Keyboard_Sonatas_50-1,train,Shi07M,kong,maestro,0.9303,0.9311,0.9307
Haydn,Keyboard_Sonatas_50-1,train,Shi07M,oaf,maestro,0.8591,0.853,0.856
Haydn,Keyboard_Sonatas_50-1,train,Shi07M,oaf,disklavier,0.7736,0.7614,0.7675
Haydn,Keyboard_Sonatas_50-1,train,Shi07M,T5,disklavier,0.7773,0.7995,0.7882
Haydn,Keyboard_Sonatas_50-1,train,Shi07M,kong,disklavier,0.8679,0.8721,0.87
Haydn,Keyboard_Sonatas_50-1,train,YoungS02M,T5,maestro,0.9751,0.9659,0.9705
Haydn,Keyboard_Sonatas_50-1,train,YoungS02M,kong,maestro,0.9563,0.9516,0.9539
Haydn,Keyboard_Sonatas_50-1,train,YoungS02M,oaf,maestro,0.8031,0.7953,0.7992
Haydn,Keyboard_Sonatas_50-1,train,YoungS02M,T5,disklavier,0.761,0.7693,0.7651
Haydn,Keyboard_Sonatas_50-1,train,YoungS02M,kong,disklavier,0.8076,0.8042,0.8059
Haydn,Keyboard_Sonatas_50-1,train,YoungS02M,oaf,disklavier,0.5427,0.5256,0.534
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,BuiJL03M,kong,maestro,0.8955,0.8644,0.8797
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,BuiJL03M,oaf,maestro,0.807,0.7532,0.7792
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,BuiJL03M,T5,maestro,0.9446,0.8974,0.9204
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,BuiJL03M,T5,disklavier,0.5365,0.4952,0.515
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,BuiJL03M,kong,disklavier,0.5658,0.5368,0.5509
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,BuiJL03M,oaf,disklavier,0.5529,0.5011,0.5257
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LeungR04M,kong,maestro,0.8919,0.8769,0.8844
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LeungR04M,T5,maestro,0.9447,0.9097,0.9269
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LeungR04M,oaf,maestro,0.8378,0.7986,0.8177
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LeungR04M,T5,disklavier,0.6615,0.6252,0.6428
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LeungR04M,oaf,disklavier,0.6868,0.6398,0.6625
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LeungR04M,kong,disklavier,0.6597,0.6418,0.6506
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Levitsky06M,kong,maestro,0.8608,0.8346,0.8475
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Levitsky06M,oaf,maestro,0.8204,0.7662,0.7923
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Levitsky06M,T5,maestro,0.9361,0.8879,0.9114
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Levitsky06M,T5,disklavier,0.505,0.4795,0.4919
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Levitsky06M,kong,disklavier,0.5546,0.538,0.5462
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Levitsky06M,oaf,disklavier,0.6173,0.5713,0.5934
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Lin07M,kong,maestro,0.8314,0.7893,0.8098
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Lin07M,oaf,maestro,0.6899,0.6263,0.6566
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Lin07M,T5,maestro,0.9067,0.8441,0.8743
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Lin07M,T5,disklavier,0.0478,0.0439,0.0458
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Lin07M,oaf,disklavier,0.0484,0.0439,0.046
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Lin07M,kong,disklavier,0.062,0.0587,0.0603
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuC05M,T5,maestro,0.9505,0.9052,0.9273
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuC05M,kong,maestro,0.8958,0.8622,0.8787
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuC05M,oaf,maestro,0.8281,0.7707,0.7983
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuC05M,oaf,disklavier,0.6458,0.5887,0.6159
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuC05M,kong,disklavier,0.6137,0.5867,0.5999
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuC05M,T5,disklavier,0.456,0.4302,0.4427
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuY03M,T5,maestro,0.9323,0.892,0.9117
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuY03M,oaf,maestro,0.8047,0.7634,0.7835
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuY03M,kong,maestro,0.8959,0.8745,0.8851
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuY03M,kong,disklavier,0.6345,0.6054,0.6196
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuY03M,T5,disklavier,0.5759,0.5461,0.5606
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuY03M,oaf,disklavier,0.6896,0.6324,0.6598
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,MunA08M,T5,maestro,0.927,0.8601,0.8923
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,MunA08M,kong,maestro,0.8679,0.8293,0.8482
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,MunA08M,oaf,maestro,0.8287,0.762,0.794
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,MunA08M,oaf,disklavier,0.665,0.589,0.6247
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,MunA08M,kong,disklavier,0.6287,0.5909,0.6092
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,MunA08M,T5,disklavier,0.5974,0.5539,0.5748
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,VuV06M,T5,maestro,0.9338,0.897,0.9151
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,VuV06M,oaf,maestro,0.8499,0.8073,0.8281
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,VuV06M,kong,maestro,0.8994,0.8799,0.8895
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,VuV06M,oaf,disklavier,0.6675,0.6207,0.6433
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,VuV06M,kong,disklavier,0.6253,0.6091,0.6171
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,VuV06M,T5,disklavier,0.5748,0.5545,0.5645
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Yang05M,T5,maestro,0.0143,0.0135,0.0139
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Yang05M,kong,maestro,0.014,0.0135,0.0137
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Yang05M,oaf,maestro,0.0126,0.0118,0.0122
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Yang05M,kong,disklavier,0.6686,0.6387,0.6533
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Yang05M,oaf,disklavier,0.7082,0.6358,0.67
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Yang05M,T5,disklavier,0.6382,0.5908,0.6136
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,ZhangH07M,T5,maestro,0.8637,0.7878,0.824
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,ZhangH07M,kong,maestro,0.8141,0.7449,0.778
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,ZhangH07M,oaf,maestro,0.7557,0.6487,0.6981
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,ZhangH07M,oaf,disklavier,0.6163,0.5206,0.5644
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,ZhangH07M,kong,disklavier,0.6032,0.556,0.5786
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,ZhangH07M,T5,disklavier,0.5514,0.5075,0.5286
Mozart,Piano_Sonatas_12-1,train,MunA03M,oaf,maestro,0.8475,0.834,0.8407
Mozart,Piano_Sonatas_12-1,train,MunA03M,T5,maestro,0.9511,0.9385,0.9448
Mozart,Piano_Sonatas_12-1,train,MunA03M,kong,maestro,0.9222,0.9178,0.92
Mozart,Piano_Sonatas_12-1,train,MunA03M,oaf,disklavier,0.6746,0.6644,0.6695
Mozart,Piano_Sonatas_12-1,train,MunA03M,T5,disklavier,0.6567,0.6983,0.6769
Mozart,Piano_Sonatas_12-1,train,MunA03M,kong,disklavier,0.7989,0.8085,0.8036
Mozart,Piano_Sonatas_12-1,train,WuuE02M,oaf,maestro,0.8298,0.8245,0.8271
Mozart,Piano_Sonatas_12-1,train,WuuE02M,T5,maestro,0.9584,0.9484,0.9534
Mozart,Piano_Sonatas_12-1,train,WuuE02M,kong,maestro,0.9408,0.9408,0.9408
Mozart,Piano_Sonatas_12-1,train,WuuE02M,T5,disklavier,0.6768,0.7025,0.6894
Mozart,Piano_Sonatas_12-1,train,WuuE02M,oaf,disklavier,0.571,0.561,0.566
Mozart,Piano_Sonatas_12-1,train,WuuE02M,kong,disklavier,0.7677,0.7781,0.7728
Rachmaninoff,Preludes_op_23_4,train,ChenGuang12M,kong,maestro,0.006,0.0059,0.006
Rachmaninoff,Preludes_op_23_4,train,ChenGuang12M,T5,maestro,0.0053,0.0052,0.0052
Rachmaninoff,Preludes_op_23_4,train,ChenGuang12M,oaf,maestro,0.0046,0.0044,0.0045
Rachmaninoff,Preludes_op_23_4,train,ChenGuang12M,kong,disklavier,0.7543,0.7815,0.7677
Rachmaninoff,Preludes_op_23_4,train,ChenGuang12M,T5,disklavier,0.5433,0.6207,0.5794
Rachmaninoff,Preludes_op_23_4,train,ChenGuang12M,oaf,disklavier,0.6748,0.6509,0.6627
Rachmaninoff,Preludes_op_23_4,train,WuuE07M,T5,maestro,0.9542,0.9457,0.9499
Rachmaninoff,Preludes_op_23_4,train,WuuE07M,kong,maestro,0.9483,0.9412,0.9447
Rachmaninoff,Preludes_op_23_4,train,WuuE07M,oaf,maestro,0.875,0.8438,0.8591
Rachmaninoff,Preludes_op_23_4,train,WuuE07M,T5,disklavier,0.0042,0.0045,0.0043
Rachmaninoff,Preludes_op_23_4,train,WuuE07M,oaf,disklavier,0.0041,0.0037,0.0039
Rachmaninoff,Preludes_op_23_4,train,WuuE07M,kong,disklavier,0.0054,0.0052,0.0053
Schubert,Impromptu_op.90_D.899_3,train,Hou06M,oaf,maestro,0.8093,0.7758,0.7922
Schubert,Impromptu_op.90_D.899_3,train,Hou06M,kong,maestro,0.8706,0.8608,0.8657
Schubert,Impromptu_op.90_D.899_3,train,Hou06M,T5,maestro,0.9201,0.8995,0.9097
Schubert,Impromptu_op.90_D.899_3,train,Hou06M,T5,disklavier,0.4335,0.4612,0.4469
Schubert,Impromptu_op.90_D.899_3,train,Hou06M,kong,disklavier,0.6305,0.6258,0.6281
Schubert,Impromptu_op.90_D.899_3,train,Hou06M,oaf,disklavier,0.6355,0.5837,0.6085
Schubert,Impromptu_op.90_D.899_3,train,JeonH06M,oaf,maestro,0.8928,0.8689,0.8807
Schubert,Impromptu_op.90_D.899_3,train,JeonH06M,T5,maestro,0.9697,0.958,0.9638
Schubert,Impromptu_op.90_D.899_3,train,JeonH06M,kong,maestro,0.9499,0.9447,0.9473
Schubert,Impromptu_op.90_D.899_3,train,JeonH06M,kong,disklavier,0.7239,0.7132,0.7185
Schubert,Impromptu_op.90_D.899_3,train,JeonH06M,oaf,disklavier,0.7417,0.6704,0.7043
Schubert,Impromptu_op.90_D.899_3,train,JeonH06M,T5,disklavier,0.6157,0.6346,0.625
Schubert,Impromptu_op.90_D.899_3,train,Ko08M,oaf,maestro,0.9097,0.8883,0.8988
Schubert,Impromptu_op.90_D.899_3,train,Ko08M,kong,maestro,0.9399,0.9373,0.9386
Schubert,Impromptu_op.90_D.899_3,train,Ko08M,T5,maestro,0.9679,0.9588,0.9634
Schubert,Impromptu_op.90_D.899_3,train,Ko08M,kong,disklavier,0.8293,0.8534,0.8412
Schubert,Impromptu_op.90_D.899_3,train,Ko08M,T5,disklavier,0.6399,0.7362,0.6847
Schubert,Impromptu_op.90_D.899_3,train,Ko08M,oaf,disklavier,0.8566,0.824,0.84
Schubert,Impromptu_op.90_D.899_3,train,Kociuban10M,oaf,maestro,0.8449,0.8128,0.8285
Schubert,Impromptu_op.90_D.899_3,train,Kociuban10M,kong,maestro,0.9214,0.9168,0.9191
Schubert,Impromptu_op.90_D.899_3,train,Kociuban10M,T5,maestro,0.9582,0.949,0.9536
Schubert,Impromptu_op.90_D.899_3,train,Kociuban10M,oaf,disklavier,0.5161,0.4918,0.5036
Schubert,Impromptu_op.90_D.899_3,train,Kociuban10M,T5,disklavier,0.3371,0.3583,0.3473
Schubert,Impromptu_op.90_D.899_3,train,Kociuban10M,kong,disklavier,0.5102,0.5102,0.5102
Schubert,Impromptu_op.90_D.899_3,train,LEE_K04M,oaf,maestro,0.8569,0.8236,0.8399
Schubert,Impromptu_op.90_D.899_3,train,LEE_K04M,kong,maestro,0.9059,0.9083,0.9071
Schubert,Impromptu_op.90_D.899_3,train,LEE_K04M,T5,maestro,0.948,0.9351,0.9415
Schubert,Impromptu_op.90_D.899_3,train,LEE_K04M,T5,disklavier,0.5561,0.5781,0.5669
Schubert,Impromptu_op.90_D.899_3,train,LEE_K04M,oaf,disklavier,0.6742,0.6255,0.6489
Schubert,Impromptu_op.90_D.899_3,train,LEE_K04M,kong,disklavier,0.6697,0.6915,0.6804
Schubert,Impromptu_op.90_D.899_3,train,LeeSH08M,oaf,maestro,0.8455,0.8228,0.834
Schubert,Impromptu_op.90_D.899_3,train,LeeSH08M,T5,maestro,0.9651,0.9579,0.9615
Schubert,Impromptu_op.90_D.899_3,train,LeeSH08M,kong,maestro,0.9371,0.9346,0.9359
Schubert,Impromptu_op.90_D.899_3,train,LeeSH08M,kong,disklavier,0.7168,0.7344,0.7255
Schubert,Impromptu_op.90_D.899_3,train,LeeSH08M,oaf,disklavier,0.7341,0.6632,0.6968
Schubert,Impromptu_op.90_D.899_3,train,LeeSH08M,T5,disklavier,0.5975,0.618,0.6076
Schubert,Impromptu_op.90_D.899_3,train,Mizumoto07M,kong,maestro,0.9237,0.9138,0.9187
Schubert,Impromptu_op.90_D.899_3,train,Mizumoto07M,oaf,maestro,0.8526,0.8184,0.8352
Schubert,Impromptu_op.90_D.899_3,train,Mizumoto07M,T5,maestro,0.9481,0.9293,0.9386
Schubert,Impromptu_op.90_D.899_3,train,Mizumoto07M,T5,disklavier,0.5198,0.5487,0.5338
Schubert,Impromptu_op.90_D.899_3,train,Mizumoto07M,kong,disklavier,0.6789,0.6786,0.6787
Schubert,Impromptu_op.90_D.899_3,train,Mizumoto07M,oaf,disklavier,0.6938,0.6436,0.6678
Schubert,Impromptu_op.90_D.899_3,train,Woo10M,oaf,maestro,0.7898,0.7377,0.7628
Schubert,Impromptu_op.90_D.899_3,train,Woo10M,kong,maestro,0.8799,0.874,0.8769
Schubert,Impromptu_op.90_D.899_3,train,Woo10M,T5,maestro,0.9386,0.9174,0.9279
Schubert,Impromptu_op.90_D.899_3,train,Woo10M,kong,disklavier,0.6277,0.6195,0.6236
Schubert,Impromptu_op.90_D.899_3,train,Woo10M,oaf,disklavier,0.589,0.5464,0.5669
Schubert,Impromptu_op.90_D.899_3,train,Woo10M,T5,disklavier,0.4899,0.4891,0.4895
Schubert,Impromptu_op.90_D.899_3,train,WuuE10M,oaf,maestro,0.8748,0.8608,0.8677
Schubert,Impromptu_op.90_D.899_3,train,WuuE10M,kong,maestro,0.9456,0.9415,0.9435
Schubert,Impromptu_op.90_D.899_3,train,WuuE10M,T5,maestro,0.9673,0.9575,0.9624
Schubert,Impromptu_op.90_D.899_3,train,WuuE10M,oaf,disklavier,0.7619,0.7165,0.7385
Schubert,Impromptu_op.90_D.899_3,train,WuuE10M,T5,disklavier,0.5993,0.647,0.6223
Schubert,Impromptu_op.90_D.899_3,train,WuuE10M,kong,disklavier,0.0468,0.0476,0.0472
Schubert,Impromptu_op.90_D.899_3,train,ZhangW07M,kong,maestro,0.8988,0.8991,0.899
Schubert,Impromptu_op.90_D.899_3,train,ZhangW07M,oaf,maestro,0.8185,0.808,0.8132
Schubert,Impromptu_op.90_D.899_3,train,ZhangW07M,T5,maestro,0.9473,0.9407,0.9439
Schubert,Impromptu_op.90_D.899_3,train,ZhangW07M,T5,disklavier,0.4429,0.4453,0.4441
Schubert,Impromptu_op.90_D.899_3,train,ZhangW07M,oaf,disklavier,0.537,0.5101,0.5232
Schubert,Impromptu_op.90_D.899_3,train,ZhangW07M,kong,disklavier,0.561,0.5562,0.5586
Schubert,Impromptu_op.90_D.899_3,train,ZhaoK10M,kong,maestro,0.9369,0.9344,0.9357
Schubert,Impromptu_op.90_D.899_3,train,ZhaoK10M,T5,maestro,0.9656,0.9589,0.9622
Schubert,Impromptu_op.90_D.899_3,train,ZhaoK10M,oaf,maestro,0.8556,0.8393,0.8473
Schubert,Impromptu_op.90_D.899_3,train,ZhaoK10M,oaf,disklavier,0.7223,0.6564,0.6878
Schubert,Impromptu_op.90_D.899_3,train,ZhaoK10M,kong,disklavier,0.7631,0.7616,0.7624
Schubert,Impromptu_op.90_D.899_3,train,ZhaoK10M,T5,disklavier,0.6023,0.6207,0.6114
Scriabin,Sonatas_5,train,FaB05M,T5,maestro,0.8668,0.7999,0.832
Scriabin,Sonatas_5,train,FaB05M,oaf,maestro,0.6052,0.543,0.5724
Scriabin,Sonatas_5,train,FaB05M,kong,maestro,0.7957,0.7566,0.7756
Scriabin,Sonatas_5,train,FaB05M,kong,disklavier,0.5076,0.5039,0.5058
Scriabin,Sonatas_5,train,FaB05M,T5,disklavier,0.3686,0.3782,0.3733
Scriabin,Sonatas_5,train,FaB05M,oaf,disklavier,0.5151,0.4584,0.4851
Scriabin,Sonatas_5,train,GarritsonL06M,T5,maestro,0.8976,0.8031,0.8478
Scriabin,Sonatas_5,train,GarritsonL06M,oaf,maestro,0.5947,0.4993,0.5428
Scriabin,Sonatas_5,train,GarritsonL06M,kong,maestro,0.8141,0.7531,0.7824
Scriabin,Sonatas_5,train,GarritsonL06M,T5,disklavier,0.4957,0.492,0.4938
Scriabin,Sonatas_5,train,GarritsonL06M,oaf,disklavier,0.6556,0.5591,0.6035
Scriabin,Sonatas_5,train,GarritsonL06M,kong,disklavier,0.6059,0.5856,0.5956
Scriabin,Sonatas_5,train,Ko07M,T5,maestro,0.8838,0.7824,0.8301
Scriabin,Sonatas_5,train,Ko07M,oaf,maestro,0.5879,0.4896,0.5342
Scriabin,Sonatas_5,train,Ko07M,kong,maestro,0.8148,0.7463,0.779
Scriabin,Sonatas_5,train,Ko07M,oaf,disklavier,0.6802,0.5793,0.6257
Scriabin,Sonatas_5,train,Ko07M,T5,disklavier,0.5148,0.5252,0.5199
Scriabin,Sonatas_5,train,Ko07M,kong,disklavier,0.6693,0.6548,0.662
Scriabin,Sonatas_5,train,Na07M,kong,maestro,0.8322,0.7851,0.808
Scriabin,Sonatas_5,train,Na07M,oaf,maestro,0.7328,0.6543,0.6913
Scriabin,Sonatas_5,train,Na07M,T5,maestro,0.8936,0.808,0.8486
Scriabin,Sonatas_5,train,Na07M,oaf,disklavier,0.641,0.5656,0.601
