composer,title,split,performer,model,recording,melody_ioi_corr,acc_ioi_corr,ratio_ioi_corr,melody_ioi_dtw_dist,acc_ioi_dtw_dist,melody_ioi_hist_kld,acc_ioi_hist_kld
Beethoven,Piano_Sonatas_21-1,train,Sladek02M,oaf,maestro,0.4663,0.4112,0.0,1328.0,4217.0,3.2499,5.1019
Beethoven,Piano_Sonatas_21-1,train,Sladek02M,kong,maestro,0.7504,0.5576,0.0,703.0,1727.0,0.0481,0.1675
Beethoven,Piano_Sonatas_21-1,train,Sladek02M,T5,maestro,0.2334,0.6109,0.0,2799.0,6493.0,0.0641,0.0378
Beethoven,Piano_Sonatas_21-1,train,Sladek02M,oaf,disklavier,0.5793,0.6581,0.0,1472.0,3507.0,2.9842,4.7019
Beethoven,Piano_Sonatas_21-1,train,Sladek02M,T5,disklavier,0.3175,0.4296,0.0,2437.0,7772.0,0.6015,0.4284
Beethoven,Piano_Sonatas_21-1,train,Sladek02M,kong,disklavier,0.7222,0.4382,0.0,1520.0,2964.0,0.399,0.4813
Beethoven,Piano_Sonatas_21-1,train,Song03M,oaf,maestro,0.4397,0.2966,0.0,1328.0,2818.0,2.7454,4.713
Beethoven,Piano_Sonatas_21-1,train,Song03M,kong,maestro,0.6912,0.4446,0.0,1046.0,3431.0,0.0845,0.1755
Beethoven,Piano_Sonatas_21-1,train,Song03M,T5,maestro,0.3399,0.6669,0.0,1508.0,9726.0,0.0844,0.0732
Beethoven,Piano_Sonatas_21-1,train,Song03M,T5,disklavier,0.4576,0.4357,0.0,3233.0,14612.0,1.1916,0.8282
Beethoven,Piano_Sonatas_21-1,train,Song03M,kong,disklavier,0.7425,0.5045,0.0,1626.0,4267.0,0.9944,1.0403
Beethoven,Piano_Sonatas_21-1,train,Song03M,oaf,disklavier,0.6994,0.7164,0.0,1572.0,4476.0,2.157,3.9575
Beethoven,Piano_Sonatas_21-1,train,SunY02M,T5,maestro,0.1803,0.6478,0.0,2559.0,5633.0,0.1562,0.1184
Beethoven,Piano_Sonatas_21-1,train,SunY02M,oaf,maestro,0.4765,0.3158,0.0,1311.0,3915.0,3.7254,5.3266
Beethoven,Piano_Sonatas_21-1,train,SunY02M,kong,maestro,0.6809,0.3887,0.0,608.0,1639.0,0.0624,0.1188
Beethoven,Piano_Sonatas_21-1,train,SunY02M,oaf,disklavier,0.5736,0.7219,0.0,1342.0,3443.0,3.1374,5.0643
Beethoven,Piano_Sonatas_21-1,train,SunY02M,kong,disklavier,0.6906,0.4471,0.0,1254.0,3347.0,0.2524,0.5904
Beethoven,Piano_Sonatas_21-1,train,SunY02M,T5,disklavier,0.0631,0.4231,0.0,3832.0,9676.0,0.5529,0.6364
Beethoven,Piano_Sonatas_21-1,train,Tetzloff05M,T5,maestro,0.5258,0.5243,0.0,1394.0,6508.0,0.1052,0.0846
Beethoven,Piano_Sonatas_21-1,train,Tetzloff05M,oaf,maestro,0.4277,0.3103,0.0,1257.0,4292.0,3.2016,5.3709
Beethoven,Piano_Sonatas_21-1,train,Tetzloff05M,kong,maestro,0.7973,0.5531,0.0,723.0,3582.0,0.0406,0.1345
Beethoven,Piano_Sonatas_21-1,train,Tetzloff05M,T5,disklavier,0.1695,0.4861,0.0,5827.0,11083.0,0.4154,0.4783
Beethoven,Piano_Sonatas_21-1,train,Tetzloff05M,oaf,disklavier,0.6479,0.6103,0.0,1736.0,3984.0,2.7823,4.9455
Beethoven,Piano_Sonatas_21-1,train,Tetzloff05M,kong,disklavier,0.6802,0.4963,0.0,1434.0,3389.0,0.5305,0.4465
Beethoven,Piano_Sonatas_21-1,train,ToA02M,oaf,maestro,0.4639,0.2986,0.0,1146.0,2567.0,2.7056,4.8193
Beethoven,Piano_Sonatas_21-1,train,ToA02M,kong,maestro,0.7845,0.4014,0.0,631.0,1437.0,0.056,0.1079
Beethoven,Piano_Sonatas_21-1,train,ToA02M,T5,maestro,0.1199,0.5156,0.0,4766.0,6466.0,0.1284,0.1243
Beethoven,Piano_Sonatas_21-1,train,ToA02M,oaf,disklavier,0.6063,0.6887,0.0,1429.0,3058.0,2.4831,4.4273
Beethoven,Piano_Sonatas_21-1,train,ToA02M,T5,disklavier,0.3532,0.4479,0.0,3540.0,12974.0,0.9844,0.6639
Beethoven,Piano_Sonatas_21-1,train,ToA02M,kong,disklavier,0.7404,0.4712,0.0,1171.0,2587.0,0.6259,0.6942
Beethoven,Piano_Sonatas_21-1,train,TongB03M,oaf,maestro,0.5613,0.1967,0.0,1070.0,2589.0,3.3719,5.1958
Beethoven,Piano_Sonatas_21-1,train,TongB03M,kong,maestro,0.6937,0.4811,0.0,557.0,1516.0,0.0386,0.1564
Beethoven,Piano_Sonatas_21-1,train,TongB03M,T5,maestro,0.3855,0.6187,0.0,2562.0,6043.0,0.1144,0.125
Beethoven,Piano_Sonatas_21-1,train,TongB03M,oaf,disklavier,0.6364,0.7314,0.0,1516.0,3388.0,2.8176,4.9487
Beethoven,Piano_Sonatas_21-1,train,TongB03M,T5,disklavier,0.3705,0.5123,0.0,5034.0,12294.0,0.7893,0.515
Beethoven,Piano_Sonatas_21-1,train,TongB03M,kong,disklavier,0.7281,0.5238,0.0,1351.0,3178.0,0.2682,0.4701
Beethoven,Piano_Sonatas_21-1,train,WangA02M,T5,maestro,0.6951,0.5251,0.0,1851.0,5193.0,0.1767,0.0929
Beethoven,Piano_Sonatas_21-1,train,WangA02M,oaf,maestro,0.4691,0.2676,0.0,1434.0,3736.0,3.6305,5.2166
Beethoven,Piano_Sonatas_21-1,train,WangA02M,kong,maestro,0.5747,0.4823,0.0,769.0,1694.0,0.0642,0.149
Beethoven,Piano_Sonatas_21-1,train,WangA02M,oaf,disklavier,0.6511,0.5973,0.0,1293.0,3956.0,3.2961,4.7744
Beethoven,Piano_Sonatas_21-1,train,WangA02M,kong,disklavier,0.6175,0.4453,0.0,1133.0,4078.0,0.2729,0.5549
Beethoven,Piano_Sonatas_21-1,train,WangA02M,T5,disklavier,0.1724,0.407,0.0,5591.0,12263.0,0.7078,0.6885
Beethoven,Piano_Sonatas_21-1,train,YeZ02M,kong,maestro,0.6736,0.3801,0.0,821.0,1827.0,0.0863,0.2112
Beethoven,Piano_Sonatas_21-1,train,YeZ02M,oaf,maestro,0.3365,0.3913,0.0,1368.0,3815.0,2.3812,4.1198
Beethoven,Piano_Sonatas_21-1,train,YeZ02M,T5,maestro,0.3616,0.6009,0.0,2347.0,3355.0,0.1268,0.066
Beethoven,Piano_Sonatas_21-1,train,YeZ02M,T5,disklavier,0.3129,0.4225,0.0,4359.0,14490.0,0.7884,0.7888
Beethoven,Piano_Sonatas_21-1,train,YeZ02M,oaf,disklavier,0.5977,0.6885,0.0,1397.0,4472.0,1.836,3.4425
Beethoven,Piano_Sonatas_21-1,train,YeZ02M,kong,disklavier,0.6439,0.425,0.0,1246.0,4460.0,1.0096,0.7412
Beethoven,Piano_Sonatas_21-1,train,ZhangW01M,T5,maestro,0.6601,0.6899,0.0,1413.0,6075.0,0.0906,0.0855
Beethoven,Piano_Sonatas_21-1,train,ZhangW01M,oaf,maestro,0.444,0.2956,0.0,1402.0,3643.0,3.5292,5.2217
Beethoven,Piano_Sonatas_21-1,train,ZhangW01M,kong,maestro,0.6281,0.4853,0.0,850.0,2006.0,0.0543,0.1365
Beethoven,Piano_Sonatas_21-1,train,ZhangW01M,kong,disklavier,0.6898,0.4413,0.0,1317.0,3371.0,0.5665,0.5038
Beethoven,Piano_Sonatas_21-1,train,ZhangW01M,oaf,disklavier,0.674,0.6881,0.0,1500.0,3530.0,2.7441,4.9369
Beethoven,Piano_Sonatas_21-1,train,ZhangW01M,T5,disklavier,0.3681,0.4752,0.0,4357.0,9044.0,0.5385,0.5091
Chopin,Scherzos_31,train,ChenW04M,oaf,maestro,0.368,0.3051,0.0,1487.0,5020.0,2.4658,5.1291
Chopin,Scherzos_31,train,ChenW04M,kong,maestro,0.5771,0.308,0.0,1166.0,3327.0,0.1942,0.1096
Chopin,Scherzos_31,train,ChenW04M,T5,maestro,0.5655,0.5204,0.0,1982.0,12232.0,0.1148,0.0618
Chopin,Scherzos_31,train,ChenW04M,kong,disklavier,0.67,0.5503,0.0,2132.0,6080.0,1.8904,0.6836
Chopin,Scherzos_31,train,ChenW04M,T5,disklavier,0.4696,0.3937,0.0,4457.0,22459.0,1.1755,0.6353
Chopin,Scherzos_31,train,ChenW04M,oaf,disklavier,0.7701,0.7525,0.0,1525.0,5947.0,1.74,4.5982
Chopin,Scherzos_31,train,HuNY08M,kong,maestro,0.4843,0.3797,0.0,985.0,3004.0,0.1012,0.1364
Chopin,Scherzos_31,train,HuNY08M,T5,maestro,0.1224,0.5697,0.0,3705.0,11727.0,0.1896,0.0644
Chopin,Scherzos_31,train,HuNY08M,oaf,maestro,0.2108,0.2941,0.0,1327.0,3875.0,2.5807,4.937
Chopin,Scherzos_31,train,HuNY08M,kong,disklavier,0.6766,0.4175,0.0,1404.0,4810.0,1.1345,0.683
Chopin,Scherzos_31,train,HuNY08M,T5,disklavier,0.2572,0.412,0.0,3667.0,20279.0,1.1378,0.6382
Chopin,Scherzos_31,train,HuNY08M,oaf,disklavier,0.6899,0.6075,0.0,1337.0,4558.0,1.481,4.1474
Chopin,Scherzos_31,train,Jussow11M,oaf,maestro,0.4185,0.3373,0.0,1510.0,4136.0,2.7007,5.4345
Chopin,Scherzos_31,train,Jussow11M,kong,maestro,0.6404,0.5238,0.0,996.0,3010.0,0.1104,0.1733
Chopin,Scherzos_31,train,Jussow11M,T5,maestro,0.3598,0.613,0.0,2514.0,8988.0,0.1261,0.0537
Chopin,Scherzos_31,train,Jussow11M,oaf,disklavier,0.6834,0.6225,0.0,1604.0,5292.0,1.6161,4.6091
Chopin,Scherzos_31,train,Jussow11M,T5,disklavier,0.3056,0.4577,0.0,4834.0,21008.0,0.6293,0.4989
Chopin,Scherzos_31,train,Jussow11M,kong,disklavier,0.7137,0.4806,0.0,1465.0,4419.0,1.3952,0.5383
Chopin,Scherzos_31,train,LeeN04M,oaf,maestro,0.221,0.2853,0.0,1232.0,3946.0,2.7877,5.0495
Chopin,Scherzos_31,train,LeeN04M,T5,maestro,0.5019,0.609,0.0,1545.0,6899.0,0.4071,0.065
Chopin,Scherzos_31,train,LeeN04M,kong,maestro,0.5487,0.4499,0.0,964.0,2915.0,0.0963,0.1324
Chopin,Scherzos_31,train,LeeN04M,T5,disklavier,0.2463,0.4198,0.0,5231.0,16371.0,1.7264,0.6708
Chopin,Scherzos_31,train,LeeN04M,kong,disklavier,0.6781,0.4452,0.0,1568.0,5011.0,0.6488,0.6665
Chopin,Scherzos_31,train,LeeN04M,oaf,disklavier,0.6505,0.6093,0.0,1438.0,5106.0,1.8466,4.2963
Chopin,Scherzos_31,train,LinTami06M,T5,maestro,0.3861,0.5283,0.0,1962.0,12327.0,0.126,0.0644
Chopin,Scherzos_31,train,LinTami06M,kong,maestro,0.4501,0.4257,0.0,1120.0,3447.0,0.1291,0.1426
Chopin,Scherzos_31,train,LinTami06M,oaf,maestro,0.1888,0.2648,0.0,1421.0,4338.0,2.9595,5.382
Chopin,Scherzos_31,train,LinTami06M,kong,disklavier,0.6566,0.5047,0.0,1380.0,4715.0,1.0678,0.5911
Chopin,Scherzos_31,train,LinTami06M,oaf,disklavier,0.6979,0.6919,0.0,1607.0,5314.0,2.122,4.479
Chopin,Scherzos_31,train,LinTami06M,T5,disklavier,0.383,0.522,0.0,4424.0,11939.0,1.8754,0.5244
Chopin,Scherzos_31,train,LuoJ12M,T5,maestro,0.2242,0.6771,0.0,3741.0,14203.0,0.2047,0.0773
Chopin,Scherzos_31,train,LuoJ12M,kong,maestro,0.6207,0.4646,0.0,1049.0,2634.0,0.2053,0.1342
Chopin,Scherzos_31,train,LuoJ12M,oaf,maestro,0.1881,0.3504,0.0,1407.0,3809.0,2.4611,5.2609
Chopin,Scherzos_31,train,LuoJ12M,oaf,disklavier,0.6849,0.648,0.0,1514.0,4696.0,1.0721,4.6548
Chopin,Scherzos_31,train,LuoJ12M,kong,disklavier,0.6895,0.4319,0.0,1441.0,4262.0,0.8949,0.7121
Chopin,Scherzos_31,train,LuoJ12M,T5,disklavier,0.3473,0.4407,0.0,4403.0,13944.0,1.1782,0.6305
Chopin,Scherzos_31,train,SunD04M,kong,maestro,0.4665,0.3725,0.0,1073.0,2738.0,0.0696,0.0787
Chopin,Scherzos_31,train,SunD04M,oaf,maestro,0.2379,0.3647,0.0,1432.0,4200.0,2.6074,5.3377
Chopin,Scherzos_31,train,SunD04M,T5,maestro,0.5637,0.5129,0.0,2197.0,6999.0,0.1304,0.0459
Chopin,Scherzos_31,train,SunD04M,kong,disklavier,0.5326,0.434,0.0,1517.0,4733.0,1.4696,0.5314
Chopin,Scherzos_31,train,SunD04M,T5,disklavier,0.2206,0.4045,0.0,3369.0,22728.0,0.821,0.5964
Chopin,Scherzos_31,train,SunD04M,oaf,disklavier,0.5584,0.5984,0.0,1391.0,5116.0,2.1455,4.6227
Chopin,Scherzos_31,train,TongB04M,kong,maestro,0.5646,0.4493,0.0,1032.0,2765.0,0.0814,0.1062
Chopin,Scherzos_31,train,TongB04M,T5,maestro,0.1025,0.5682,0.0,4645.0,13836.0,0.155,0.0508
Chopin,Scherzos_31,train,TongB04M,oaf,maestro,0.2676,0.3207,0.0,1214.0,3696.0,2.5854,5.2343
Chopin,Scherzos_31,train,TongB04M,oaf,disklavier,0.643,0.6131,0.0,1425.0,5297.0,1.6128,4.5929
Chopin,Scherzos_31,train,TongB04M,kong,disklavier,0.6583,0.453,0.0,1692.0,4924.0,1.1583,0.6234
Chopin,Scherzos_31,train,TongB04M,T5,disklavier,-0.0075,0.414,0.0,8557.0,25131.0,2.0239,0.618
Chopin,Scherzos_31,train,TuanS05M,kong,maestro,0.531,0.3119,0.0,994.0,2695.0,0.0913,0.1097
Chopin,Scherzos_31,train,TuanS05M,oaf,maestro,0.2955,0.2741,0.0,1519.0,3984.0,2.5897,5.0024
Chopin,Scherzos_31,train,TuanS05M,T5,maestro,0.212,0.5983,0.0,4285.0,8509.0,0.0892,0.0727
Chopin,Scherzos_31,train,TuanS05M,T5,disklavier,0.4844,0.3999,0.0,4581.0,21697.0,1.4478,0.6279
Chopin,Scherzos_31,train,TuanS05M,oaf,disklavier,0.6979,0.5747,0.0,1520.0,4707.0,2.3276,4.1102
Chopin,Scherzos_31,train,TuanS05M,kong,disklavier,0.6464,0.4366,0.0,1689.0,4708.0,1.1159,0.7249
Chopin,Scherzos_31,train,ZhangW04M,T5,maestro,0.4735,0.5239,0.0,1638.0,6452.0,0.181,0.0649
Chopin,Scherzos_31,train,ZhangW04M,oaf,maestro,0.2844,0.3522,0.0,1456.0,3648.0,2.8992,4.9888
Chopin,Scherzos_31,train,ZhangW04M,kong,maestro,0.564,0.3243,0.0,1068.0,2651.0,0.0292,0.1312
Chopin,Scherzos_31,train,ZhangW04M,oaf,disklavier,0.7184,0.6179,0.0,1583.0,4791.0,2.2372,4.2585
Chopin,Scherzos_31,train,ZhangW04M,kong,disklavier,0.7035,0.4373,0.0,1454.0,4781.0,0.6124,0.59
Chopin,Scherzos_31,train,ZhangW04M,T5,disklavier,0.2569,0.4431,0.0,4537.0,19004.0,1.4669,0.5216
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,Kleisen11M,kong,maestro,0.6676,0.2561,0.0,741.0,2567.0,0.9264,0.1144
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,Kleisen11M,oaf,maestro,0.3686,0.1397,0.0,1020.0,3739.0,1.1462,5.3454
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,Kleisen11M,T5,maestro,0.1311,0.4824,0.0,3093.0,12418.0,3.4266,0.1041
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,Kleisen11M,T5,disklavier,0.0834,0.4183,0.0,3596.0,24274.0,4.6394,0.6525
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,Kleisen11M,kong,disklavier,0.6053,0.3935,0.0,1310.0,6219.0,0.7247,0.6264
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,Kleisen11M,oaf,disklavier,0.5566,0.6374,0.0,1147.0,7160.0,0.5823,4.6578
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,ParkJH13M,T5,maestro,0.1048,0.4471,0.0,2407.0,15935.0,1.6561,0.0809
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,ParkJH13M,kong,maestro,0.5113,0.3444,0.0,740.0,3251.0,2.4006,0.1207
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,ParkJH13M,oaf,maestro,0.3767,0.249,0.0,801.0,4581.0,0.4168,5.1317
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,ParkJH13M,T5,disklavier,-0.0048,0.4143,0.0,3786.0,22550.0,2.046,0.6308
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,ParkJH13M,kong,disklavier,0.6561,0.465,0.0,1001.0,4234.0,1.1875,0.6819
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,ParkJH13M,oaf,disklavier,0.7192,0.6047,0.0,836.0,5553.0,1.3213,4.6408
Glinka,The_Lark,train,Denisova10M,oaf,maestro,0.3639,0.4267,0.0,1113.0,3115.0,0.9641,5.5361
Glinka,The_Lark,train,Denisova10M,kong,maestro,0.5992,0.6023,0.0,460.0,2006.0,1.0926,0.1344
Glinka,The_Lark,train,Denisova10M,T5,maestro,0.506,0.664,0.0,1633.0,7031.0,0.3838,0.0492
Glinka,The_Lark,train,Denisova10M,oaf,disklavier,0.7353,0.7834,0.0,1150.0,4168.0,2.1126,4.6438
Glinka,The_Lark,train,Denisova10M,T5,disklavier,0.4625,0.6015,0.0,1507.0,11007.0,2.141,0.6064
Glinka,The_Lark,train,Denisova10M,kong,disklavier,0.6979,0.65,0.0,1014.0,2476.0,1.5323,0.6112
Glinka,The_Lark,train,Kleisen07M,oaf,maestro,0.2717,0.3854,0.0,1693.0,4489.0,0.7136,5.4772
Glinka,The_Lark,train,Kleisen07M,kong,maestro,0.4175,0.5524,0.0,950.0,2715.0,0.547,0.1382
Glinka,The_Lark,train,Kleisen07M,T5,maestro,0.089,0.5,0.0,4351.0,10920.0,1.1105,0.096
Glinka,The_Lark,train,Kleisen07M,oaf,disklavier,0.5798,0.7697,0.0,1427.0,7147.0,0.6027,4.6793
Glinka,The_Lark,train,Kleisen07M,kong,disklavier,0.6234,0.6402,0.0,1221.0,4700.0,1.382,0.4519
Glinka,The_Lark,train,Kleisen07M,T5,disklavier,0.4116,0.6336,0.0,3521.0,16355.0,1.5943,0.4834
Haydn,Keyboard_Sonatas_50-1,train,GalantM02M,oaf,maestro,0.3348,0.4288,0.0,542.0,1080.0,1.9771,3.9961
Haydn,Keyboard_Sonatas_50-1,train,GalantM02M,kong,maestro,0.629,0.4294,0.0,406.0,742.0,0.0933,0.2433
Haydn,Keyboard_Sonatas_50-1,train,GalantM02M,T5,maestro,0.3574,0.5598,0.0,1632.0,4301.0,0.1602,0.1068
Haydn,Keyboard_Sonatas_50-1,train,GalantM02M,kong,disklavier,0.587,0.2544,0.0,564.0,1759.0,0.2859,0.4697
Haydn,Keyboard_Sonatas_50-1,train,GalantM02M,T5,disklavier,0.476,0.354,0.0,1634.0,3988.0,0.3258,0.3258
Haydn,Keyboard_Sonatas_50-1,train,GalantM02M,oaf,disklavier,0.4644,0.5262,0.0,769.0,2014.0,1.4998,3.0548
Haydn,Keyboard_Sonatas_50-1,train,HamSY02M,oaf,maestro,0.3179,0.4176,0.0,664.0,1307.0,1.7036,4.2995
Haydn,Keyboard_Sonatas_50-1,train,HamSY02M,kong,maestro,0.4428,0.4189,0.0,452.0,933.0,0.1078,0.189
Haydn,Keyboard_Sonatas_50-1,train,HamSY02M,T5,maestro,0.4905,0.7083,0.0,1405.0,3713.0,0.0942,0.0726
Haydn,Keyboard_Sonatas_50-1,train,HamSY02M,T5,disklavier,0.1435,0.4525,0.0,1582.0,4688.0,0.3238,0.5545
Haydn,Keyboard_Sonatas_50-1,train,HamSY02M,oaf,disklavier,0.737,0.5012,0.0,648.0,1322.0,1.0813,3.3514
Haydn,Keyboard_Sonatas_50-1,train,HamSY02M,kong,disklavier,0.7061,0.3432,0.0,478.0,991.0,0.422,0.7251
Haydn,Keyboard_Sonatas_50-1,train,Huang05M,T5,maestro,0.1327,0.5062,0.0,1402.0,3933.0,0.2585,0.0543
Haydn,Keyboard_Sonatas_50-1,train,Huang05M,kong,maestro,0.6001,0.5854,0.0,433.0,817.0,0.1245,0.1909
Haydn,Keyboard_Sonatas_50-1,train,Huang05M,oaf,maestro,0.2899,0.2612,0.0,621.0,1248.0,1.6375,4.1476
Haydn,Keyboard_Sonatas_50-1,train,Huang05M,T5,disklavier,0.3366,0.4058,0.0,1377.0,4295.0,0.4602,0.3853
Haydn,Keyboard_Sonatas_50-1,train,Huang05M,kong,disklavier,0.6733,0.36,0.0,447.0,984.0,0.4172,0.4717
Haydn,Keyboard_Sonatas_50-1,train,Huang05M,oaf,disklavier,0.6415,0.5603,0.0,746.0,1413.0,1.7528,3.7221
Haydn,Keyboard_Sonatas_50-1,train,JeonH03M,oaf,maestro,0.2713,0.3276,0.0,500.0,907.0,1.2976,4.0833
Haydn,Keyboard_Sonatas_50-1,train,JeonH03M,kong,maestro,0.6264,0.3759,0.0,384.0,713.0,0.0459,0.133
Haydn,Keyboard_Sonatas_50-1,train,JeonH03M,T5,maestro,0.1263,0.5845,0.0,1290.0,4890.0,0.1249,0.0737
Haydn,Keyboard_Sonatas_50-1,train,JeonH03M,oaf,disklavier,0.7173,0.5434,0.0,586.0,1247.0,1.3423,3.3582
Haydn,Keyboard_Sonatas_50-1,train,JeonH03M,kong,disklavier,0.672,0.3307,0.0,490.0,904.0,0.2182,0.4475
Haydn,Keyboard_Sonatas_50-1,train,JeonH03M,T5,disklavier,-0.0158,0.3583,0.0,3217.0,5061.0,1.888,0.4387
Haydn,Keyboard_Sonatas_50-1,train,KARYAG06M,oaf,maestro,0.4187,0.367,0.0,651.0,1326.0,1.6602,3.7742
Haydn,Keyboard_Sonatas_50-1,train,KARYAG06M,T5,maestro,0.3165,0.5657,0.0,1029.0,4900.0,0.3688,0.1167
Haydn,Keyboard_Sonatas_50-1,train,KARYAG06M,kong,maestro,0.577,0.4803,0.0,421.0,828.0,0.0771,0.2316
Haydn,Keyboard_Sonatas_50-1,train,KARYAG06M,oaf,disklavier,0.5112,0.4984,0.0,872.0,2185.0,1.4817,3.1795
Haydn,Keyboard_Sonatas_50-1,train,KARYAG06M,kong,disklavier,0.5365,0.3192,0.0,696.0,1922.0,0.4606,0.6576
Haydn,Keyboard_Sonatas_50-1,train,KARYAG06M,T5,disklavier,0.2735,0.3166,0.0,2426.0,4555.0,0.9118,0.6163
Haydn,Keyboard_Sonatas_50-1,train,Shi07M,T5,maestro,0.1615,0.6509,0.0,1228.0,3663.0,0.2188,0.0662
Haydn,Keyboard_Sonatas_50-1,train,Shi07M,kong,maestro,0.6244,0.5,0.0,319.0,644.0,0.4529,0.1522
Haydn,Keyboard_Sonatas_50-1,train,Shi07M,oaf,maestro,0.3326,0.2964,0.0,557.0,1140.0,1.4881,4.2412
Haydn,Keyboard_Sonatas_50-1,train,Shi07M,oaf,disklavier,0.6575,0.4689,0.0,569.0,1229.0,1.1111,3.5333
Haydn,Keyboard_Sonatas_50-1,train,Shi07M,T5,disklavier,0.5047,0.4054,0.0,1567.0,3508.0,1.2831,0.389
Haydn,Keyboard_Sonatas_50-1,train,Shi07M,kong,disklavier,0.6476,0.2805,0.0,346.0,736.0,0.9091,0.5304
Haydn,Keyboard_Sonatas_50-1,train,YoungS02M,T5,maestro,0.0873,0.6102,0.0,2061.0,2192.0,0.264,0.0861
Haydn,Keyboard_Sonatas_50-1,train,YoungS02M,kong,maestro,0.6606,0.4164,0.0,355.0,545.0,0.0607,0.2114
Haydn,Keyboard_Sonatas_50-1,train,YoungS02M,oaf,maestro,0.2498,0.1925,0.0,559.0,940.0,1.5589,4.3125
Haydn,Keyboard_Sonatas_50-1,train,YoungS02M,T5,disklavier,0.5266,0.3512,0.0,932.0,2253.0,0.8568,0.4554
Haydn,Keyboard_Sonatas_50-1,train,YoungS02M,kong,disklavier,0.6649,0.2917,0.0,477.0,841.0,0.3016,0.647
Haydn,Keyboard_Sonatas_50-1,train,YoungS02M,oaf,disklavier,0.6545,0.5129,0.0,589.0,1082.0,1.6964,3.7035
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,BuiJL03M,kong,maestro,0.2861,0.4346,0.0,554.0,1487.0,0.2223,0.1212
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,BuiJL03M,oaf,maestro,0.2754,0.1602,0.0,722.0,2084.0,1.497,5.1215
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,BuiJL03M,T5,maestro,0.3387,0.4154,0.0,2783.0,4612.0,0.1591,0.0903
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,BuiJL03M,T5,disklavier,0.3744,0.3331,0.0,1446.0,5523.0,0.9267,0.3605
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,BuiJL03M,kong,disklavier,0.5482,0.227,0.0,764.0,3359.0,0.6574,0.5114
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,BuiJL03M,oaf,disklavier,0.2007,0.3249,0.0,761.0,3507.0,0.7854,4.588
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LeungR04M,kong,maestro,0.198,0.4071,0.0,480.0,1264.0,0.3145,0.1889
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LeungR04M,T5,maestro,0.1486,0.4321,0.0,802.0,5666.0,0.2302,0.0982
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LeungR04M,oaf,maestro,0.0664,0.2407,0.0,762.0,1835.0,1.4976,4.6962
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LeungR04M,T5,disklavier,0.1855,0.3273,0.0,1139.0,7083.0,1.2712,0.5371
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LeungR04M,oaf,disklavier,0.2341,0.4109,0.0,805.0,2199.0,1.4431,4.1572
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LeungR04M,kong,disklavier,0.1758,0.3124,0.0,669.0,2309.0,1.5804,0.5397
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Levitsky06M,kong,maestro,0.5867,0.2995,0.0,540.0,1460.0,0.302,0.2191
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Levitsky06M,oaf,maestro,0.2987,0.2155,0.0,738.0,2312.0,1.3832,5.5571
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Levitsky06M,T5,maestro,0.3537,0.3161,0.0,805.0,3993.0,0.2171,0.0622
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Levitsky06M,T5,disklavier,0.1648,0.2617,0.0,1505.0,7164.0,0.7384,0.337
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Levitsky06M,kong,disklavier,0.324,0.0492,0.0,678.0,3502.0,0.7147,0.4394
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Levitsky06M,oaf,disklavier,0.401,0.1852,0.0,713.0,3155.0,1.1343,4.8232
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Lin07M,kong,maestro,0.0398,0.5157,0.0,803.0,2328.0,0.1917,0.2065
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Lin07M,oaf,maestro,0.0061,0.1497,0.0,1079.0,3426.0,1.6884,5.1058
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Lin07M,T5,maestro,0.1441,0.3945,0.0,663.0,2650.0,0.3395,0.0889
