composer,title,split,performer,model,recording,cd_corr,cm_corr,ts_corr
Liszt,Transcendental_Etudes_11,test,Huang18M,T5,maestro,0.6617,0.3203,0.2695
Liszt,Transcendental_Etudes_11,test,Huang18M,oaf,maestro,0.8758,0.3146,0.2637
Liszt,Transcendental_Etudes_11,test,Huang18M,oaf,disklavier,0.9027,0.2622,0.305
Liszt,Transcendental_Etudes_11,test,Huang18M,kong,disklavier,0.9057,0.2171,0.2306
Liszt,Transcendental_Etudes_11,test,Huang18M,T5,disklavier,0.6983,0.2492,0.1233
Rachmaninoff,Preludes_op_23_6,test,Nikiforov14M,kong,maestro,0.9254,0.3083,0.3
Rachmaninoff,Preludes_op_23_6,test,Nikiforov14M,T5,maestro,0.8283,0.2628,0.2119
Rachmaninoff,Preludes_op_23_6,test,Nikiforov14M,oaf,maestro,0.7149,0.3496,0.208
Rachmaninoff,Preludes_op_23_6,test,Nikiforov14M,T5,disklavier,0.8671,0.2868,0.2779
Rachmaninoff,Preludes_op_23_6,test,Nikiforov14M,oaf,disklavier,0.9339,0.3083,0.2735
Rachmaninoff,Preludes_op_23_6,test,Nikiforov14M,kong,disklavier,0.9306,0.3104,0.2889
Schubert,Impromptu_op.90_D.899_4,test,Huang10M,oaf,maestro,0.587,0.354,-0.1712
Schubert,Impromptu_op.90_D.899_4,test,Huang10M,T5,maestro,0.6414,0.3609,-0.2266
Schubert,Impromptu_op.90_D.899_4,test,Huang10M,kong,maestro,0.5721,0.3734,-0.1701
Schubert,Impromptu_op.90_D.899_4,test,Huang10M,T5,disklavier,0.6046,0.1033,0.1648
Schubert,Impromptu_op.90_D.899_4,test,Huang10M,kong,disklavier,0.7147,0.3483,-0.0887
Schubert,Impromptu_op.90_D.899_4,test,Huang10M,oaf,disklavier,0.7146,0.3779,-0.0655
Schubert,Impromptu_op.90_D.899_4,test,Lin11M,oaf,maestro,0.6682,0.4478,-0.3296
Schubert,Impromptu_op.90_D.899_4,test,Lin11M,kong,maestro,0.7003,0.436,-0.3303
Schubert,Impromptu_op.90_D.899_4,test,Lin11M,T5,maestro,0.424,0.2555,-0.2065
Schubert,Impromptu_op.90_D.899_4,test,Lin11M,oaf,disklavier,0.8317,0.3918,-0.3905
Schubert,Impromptu_op.90_D.899_4,test,Lin11M,T5,disklavier,0.4915,0.1819,-0.2783
Schubert,Impromptu_op.90_D.899_4,test,Lin11M,kong,disklavier,0.8637,0.3869,-0.3951
Schubert,Impromptu_op.90_D.899_4,test,LuoJ09M,T5,maestro,0.7256,0.4238,-0.5122
Schubert,Impromptu_op.90_D.899_4,test,LuoJ09M,kong,maestro,0.8938,0.5221,-0.5498
Schubert,Impromptu_op.90_D.899_4,test,LuoJ09M,oaf,maestro,0.5274,0.4224,-0.1656
Schubert,Impromptu_op.90_D.899_4,test,LuoJ09M,T5,disklavier,0.4614,0.4088,-0.5349
Schubert,Impromptu_op.90_D.899_4,test,LuoJ09M,oaf,disklavier,0.8962,0.5923,-0.5809
Schubert,Impromptu_op.90_D.899_4,test,LuoJ09M,kong,disklavier,0.9357,0.5307,-0.5553
Schubert,Impromptu_op.90_D.899_4,test,WongWY08M,T5,maestro,0.6779,0.302,-0.3507
Schubert,Impromptu_op.90_D.899_4,test,WongWY08M,oaf,maestro,0.727,0.4468,-0.3642
Schubert,Impromptu_op.90_D.899_4,test,WongWY08M,kong,maestro,0.9188,0.3666,-0.4566
Schubert,Impromptu_op.90_D.899_4,test,WongWY08M,kong,disklavier,0.8977,0.3861,-0.4374
Schubert,Impromptu_op.90_D.899_4,test,WongWY08M,oaf,disklavier,0.9037,0.3854,-0.4278
Schubert,Impromptu_op.90_D.899_4,test,WongWY08M,T5,disklavier,0.4337,0.1729,-0.3238
Schubert,Piano_Sonatas_664-1,test,BuiJL06M,oaf,maestro,0.7145,0.2645,0.2945
Schubert,Piano_Sonatas_664-1,test,BuiJL06M,kong,maestro,0.8773,0.2619,0.3248
Schubert,Piano_Sonatas_664-1,test,BuiJL06M,T5,maestro,0.9116,0.1743,0.244
Schubert,Piano_Sonatas_664-1,test,BuiJL06M,T5,disklavier,0.8886,0.0802,0.2306
Schubert,Piano_Sonatas_664-1,test,BuiJL06M,kong,disklavier,0.948,0.1912,0.3485
Schubert,Piano_Sonatas_664-1,test,BuiJL06M,oaf,disklavier,0.9614,0.1807,0.3659
Schubert,Piano_Sonatas_664-1,test,KabuliL10M,T5,maestro,0.6532,0.2178,0.2078
Schubert,Piano_Sonatas_664-1,test,KabuliL10M,oaf,maestro,0.7499,0.2227,0.2735
Schubert,Piano_Sonatas_664-1,test,KabuliL10M,kong,maestro,0.7519,0.2108,0.2329
Schubert,Piano_Sonatas_664-1,test,KabuliL10M,T5,disklavier,0.8539,-0.0088,0.2034
Schubert,Piano_Sonatas_664-1,test,KabuliL10M,oaf,disklavier,0.8993,0.1139,0.2756
Schubert,Piano_Sonatas_664-1,test,KabuliL10M,kong,disklavier,0.9018,0.1674,0.322
Bach,Fugue_bwv_848,train,Denisova06M,oaf,maestro,0.6748,0.274,0.3401
Bach,Fugue_bwv_848,train,Denisova06M,kong,maestro,0.9706,0.1893,0.4117
Bach,Fugue_bwv_848,train,Denisova06M,T5,maestro,0.6973,0.1144,0.2422
Bach,Fugue_bwv_848,train,Denisova06M,oaf,disklavier,0.7842,0.1727,0.3718
Bach,Fugue_bwv_848,train,Denisova06M,T5,disklavier,0.7887,0.1362,0.3743
Bach,Fugue_bwv_848,train,Denisova06M,kong,disklavier,0.7972,0.1124,0.3785
Bach,Fugue_bwv_848,train,Lin04M,oaf,maestro,0.6033,0.21,0.2309
Bach,Fugue_bwv_848,train,Lin04M,kong,maestro,0.9984,0.3164,0.2608
Bach,Fugue_bwv_848,train,Lin04M,T5,maestro,0.6025,-0.0125,0.3011
Bach,Fugue_bwv_848,train,Lin04M,T5,disklavier,0.6795,0.1677,0.4116
Bach,Fugue_bwv_848,train,Lin04M,kong,disklavier,0.6805,0.227,0.2601
Bach,Fugue_bwv_848,train,Lin04M,oaf,disklavier,0.676,0.219,0.2692
Bach,Fugue_bwv_848,train,Lou01M,kong,maestro,0.904,0.233,0.8435
Bach,Fugue_bwv_848,train,Lou01M,T5,maestro,0.5932,0.0905,0.2931
Bach,Fugue_bwv_848,train,Lou01M,oaf,maestro,0.6231,0.2821,0.3195
Bach,Fugue_bwv_848,train,Lou01M,T5,disklavier,0.741,0.0909,0.5065
Bach,Fugue_bwv_848,train,Lou01M,oaf,disklavier,0.892,0.2129,0.8497
Bach,Fugue_bwv_848,train,Lou01M,kong,disklavier,0.8952,0.2319,0.8453
Bach,Fugue_bwv_848,train,MiyashitaM01M,oaf,maestro,0.6134,0.2626,0.3115
Bach,Fugue_bwv_848,train,MiyashitaM01M,T5,maestro,0.7313,0.128,0.5492
Bach,Fugue_bwv_848,train,MiyashitaM01M,kong,maestro,0.9085,0.2591,0.8151
Bach,Fugue_bwv_848,train,MiyashitaM01M,oaf,disklavier,0.8849,0.2186,0.8281
Bach,Fugue_bwv_848,train,MiyashitaM01M,T5,disklavier,0.8731,0.0465,-0.2547
Bach,Fugue_bwv_848,train,MiyashitaM01M,kong,disklavier,0.9045,0.244,0.829
Bach,Fugue_bwv_848,train,Mizumoto03M,kong,maestro,0.7767,0.0517,0.4498
Bach,Fugue_bwv_848,train,Mizumoto03M,T5,maestro,0.6825,0.1298,0.4548
Bach,Fugue_bwv_848,train,Mizumoto03M,oaf,maestro,0.6221,0.2125,0.4245
Bach,Fugue_bwv_848,train,Mizumoto03M,kong,disklavier,0.7763,0.0642,0.4499
Bach,Fugue_bwv_848,train,Mizumoto03M,T5,disklavier,0.9417,0.022,0.4567
Bach,Fugue_bwv_848,train,Mizumoto03M,oaf,disklavier,0.7754,0.005,0.4541
Bach,Fugue_bwv_848,train,SunY01M,T5,maestro,0.6577,0.204,0.3334
Bach,Fugue_bwv_848,train,SunY01M,oaf,maestro,0.6204,0.314,0.308
Bach,Fugue_bwv_848,train,SunY01M,kong,maestro,0.9046,0.2961,0.8513
Bach,Fugue_bwv_848,train,SunY01M,kong,disklavier,0.9046,0.2962,0.8501
Bach,Fugue_bwv_848,train,SunY01M,T5,disklavier,0.9024,0.2741,0.8215
Bach,Fugue_bwv_848,train,SunY01M,oaf,disklavier,0.9023,0.2621,0.8578
Bach,Fugue_bwv_848,train,Zhou01M,T5,maestro,0.6526,-0.0506,0.292
Bach,Fugue_bwv_848,train,Zhou01M,oaf,maestro,0.6373,0.2366,0.3254
Bach,Fugue_bwv_848,train,Zhou01M,kong,maestro,0.9057,0.2492,0.8354
Bach,Fugue_bwv_848,train,Zhou01M,kong,disklavier,0.9057,0.1914,0.8335
Bach,Fugue_bwv_848,train,Zhou01M,oaf,disklavier,0.9057,0.2065,0.8401
Bach,Fugue_bwv_848,train,Zhou01M,T5,disklavier,0.8987,0.1601,0.7142
Beethoven,Piano_Sonatas_21-1,train,GonzalezJ06M,T5,maestro,0.8662,0.2103,0.226
Beethoven,Piano_Sonatas_21-1,train,GonzalezJ06M,kong,maestro,0.7608,0.3986,0.2938
Beethoven,Piano_Sonatas_21-1,train,GonzalezJ06M,oaf,maestro,0.6561,0.4159,0.2605
Beethoven,Piano_Sonatas_21-1,train,GonzalezJ06M,oaf,disklavier,0.8968,0.351,0.269
Beethoven,Piano_Sonatas_21-1,train,GonzalezJ06M,T5,disklavier,0.7799,0.3356,0.2655
Beethoven,Piano_Sonatas_21-1,train,GonzalezJ06M,kong,disklavier,0.8719,0.3117,0.2912
Beethoven,Piano_Sonatas_21-1,train,KimSY02M,oaf,maestro,0.7932,0.4224,0.1935
Beethoven,Piano_Sonatas_21-1,train,KimSY02M,kong,maestro,0.7911,0.4092,0.2164
Beethoven,Piano_Sonatas_21-1,train,KimSY02M,T5,maestro,0.8222,0.3398,0.0996
Beethoven,Piano_Sonatas_21-1,train,KimSY02M,T5,disklavier,0.7987,0.2689,0.1864
Beethoven,Piano_Sonatas_21-1,train,KimSY02M,oaf,disklavier,0.9117,0.3665,0.2459
Beethoven,Piano_Sonatas_21-1,train,KimSY02M,kong,disklavier,0.8992,0.2173,0.1718
Beethoven,Piano_Sonatas_21-1,train,LeeN02M,T5,maestro,0.8799,0.3223,0.2183
Beethoven,Piano_Sonatas_21-1,train,LeeN02M,kong,maestro,0.9365,0.3109,0.1803
Beethoven,Piano_Sonatas_21-1,train,LeeN02M,oaf,maestro,0.8017,0.388,0.1819
Beethoven,Piano_Sonatas_21-1,train,LeeN02M,kong,disklavier,0.8771,0.3428,0.1556
Beethoven,Piano_Sonatas_21-1,train,LeeN02M,T5,disklavier,0.7923,0.3575,0.1736
Beethoven,Piano_Sonatas_21-1,train,LeeN02M,oaf,disklavier,0.8771,0.3186,0.1881
Beethoven,Piano_Sonatas_21-1,train,RichardsonC02M,oaf,maestro,0.7845,0.3686,0.2602
Beethoven,Piano_Sonatas_21-1,train,RichardsonC02M,kong,maestro,0.7765,0.3278,0.2445
Beethoven,Piano_Sonatas_21-1,train,RichardsonC02M,T5,maestro,0.7802,0.2454,0.2846
Beethoven,Piano_Sonatas_21-1,train,RichardsonC02M,kong,disklavier,0.8733,0.2762,0.2533
Beethoven,Piano_Sonatas_21-1,train,RichardsonC02M,T5,disklavier,0.7978,0.3509,0.125
Beethoven,Piano_Sonatas_21-1,train,RichardsonC02M,oaf,disklavier,0.6605,0.1333,0.357
Beethoven,Piano_Sonatas_21-1,train,Shychko02M,T5,maestro,0.7641,0.4051,0.2634
Beethoven,Piano_Sonatas_21-1,train,Shychko02M,kong,maestro,0.8155,0.4377,0.247
Beethoven,Piano_Sonatas_21-1,train,Shychko02M,oaf,maestro,0.7979,0.446,0.2484
Beethoven,Piano_Sonatas_21-1,train,Shychko02M,kong,disklavier,0.9095,0.3588,0.254
Beethoven,Piano_Sonatas_21-1,train,Shychko02M,oaf,disklavier,0.8587,0.3375,0.2372
Beethoven,Piano_Sonatas_21-1,train,Shychko02M,T5,disklavier,0.7926,0.3512,0.1869
Beethoven,Piano_Sonatas_21-1,train,Sladek02M,oaf,maestro,0.7658,0.4433,0.3068
Beethoven,Piano_Sonatas_21-1,train,Sladek02M,kong,maestro,0.781,0.4059,0.2709
Beethoven,Piano_Sonatas_21-1,train,Sladek02M,T5,maestro,0.7008,0.3089,0.2023
Beethoven,Piano_Sonatas_21-1,train,Sladek02M,oaf,disklavier,0.9212,0.3699,0.2885
Beethoven,Piano_Sonatas_21-1,train,Sladek02M,T5,disklavier,0.8572,0.4534,0.1605
Beethoven,Piano_Sonatas_21-1,train,Sladek02M,kong,disklavier,0.8981,0.4003,0.3242
Beethoven,Piano_Sonatas_21-1,train,Song03M,oaf,maestro,0.811,0.4225,0.1954
Beethoven,Piano_Sonatas_21-1,train,Song03M,kong,maestro,0.9326,0.3087,0.1682
Beethoven,Piano_Sonatas_21-1,train,Song03M,T5,maestro,0.805,0.3282,0.1968
Beethoven,Piano_Sonatas_21-1,train,Song03M,T5,disklavier,0.8098,0.228,-0.1284
Beethoven,Piano_Sonatas_21-1,train,Song03M,kong,disklavier,0.8568,0.2613,0.1819
Beethoven,Piano_Sonatas_21-1,train,Song03M,oaf,disklavier,0.9306,0.3362,0.092
Beethoven,Piano_Sonatas_21-1,train,SunY02M,T5,maestro,0.8112,0.2281,0.1051
Beethoven,Piano_Sonatas_21-1,train,SunY02M,oaf,maestro,0.7587,0.4204,0.2633
Beethoven,Piano_Sonatas_21-1,train,SunY02M,kong,maestro,0.9386,0.3162,0.1908
Beethoven,Piano_Sonatas_21-1,train,SunY02M,oaf,disklavier,0.867,0.3124,0.2691
Beethoven,Piano_Sonatas_21-1,train,SunY02M,kong,disklavier,0.8748,0.3191,0.185
Beethoven,Piano_Sonatas_21-1,train,SunY02M,T5,disklavier,0.7217,0.286,0.0282
Beethoven,Piano_Sonatas_21-1,train,Tetzloff05M,T5,maestro,0.8626,0.3222,0.2053
Beethoven,Piano_Sonatas_21-1,train,Tetzloff05M,oaf,maestro,0.9145,0.3682,0.1727
Beethoven,Piano_Sonatas_21-1,train,Tetzloff05M,kong,maestro,0.9254,0.2125,0.1104
Beethoven,Piano_Sonatas_21-1,train,Tetzloff05M,T5,disklavier,0.8012,0.3507,-0.0367
Beethoven,Piano_Sonatas_21-1,train,Tetzloff05M,oaf,disklavier,0.8933,0.3083,0.154
Beethoven,Piano_Sonatas_21-1,train,Tetzloff05M,kong,disklavier,0.8613,0.269,0.1155
Beethoven,Piano_Sonatas_21-1,train,ToA02M,oaf,maestro,0.7719,0.4727,0.1892
Beethoven,Piano_Sonatas_21-1,train,ToA02M,kong,maestro,0.7822,0.449,0.1768
Beethoven,Piano_Sonatas_21-1,train,ToA02M,T5,maestro,0.8723,0.2351,0.2183
Beethoven,Piano_Sonatas_21-1,train,ToA02M,oaf,disklavier,0.6865,0.1632,0.2361
Beethoven,Piano_Sonatas_21-1,train,ToA02M,T5,disklavier,0.7606,0.2851,0.1841
Beethoven,Piano_Sonatas_21-1,train,ToA02M,kong,disklavier,0.9048,0.2987,0.1503
Beethoven,Piano_Sonatas_21-1,train,TongB03M,oaf,maestro,0.7736,0.3983,0.202
Beethoven,Piano_Sonatas_21-1,train,TongB03M,kong,maestro,0.913,0.3112,0.162
Beethoven,Piano_Sonatas_21-1,train,TongB03M,T5,maestro,0.8703,0.2012,0.1801
Beethoven,Piano_Sonatas_21-1,train,TongB03M,oaf,disklavier,0.9196,0.2822,0.1786
Beethoven,Piano_Sonatas_21-1,train,TongB03M,T5,disklavier,0.7232,0.2719,-0.2438
Beethoven,Piano_Sonatas_21-1,train,TongB03M,kong,disklavier,0.9003,0.2661,0.1898
Beethoven,Piano_Sonatas_21-1,train,WangA02M,T5,maestro,0.837,0.339,0.2362
Beethoven,Piano_Sonatas_21-1,train,WangA02M,oaf,maestro,0.7849,0.4572,0.192
Beethoven,Piano_Sonatas_21-1,train,WangA02M,kong,maestro,0.8007,0.4524,0.1566
Beethoven,Piano_Sonatas_21-1,train,WangA02M,oaf,disklavier,0.9292,0.3594,0.1521
Beethoven,Piano_Sonatas_21-1,train,WangA02M,kong,disklavier,0.9306,0.3358,0.1632
Beethoven,Piano_Sonatas_21-1,train,WangA02M,T5,disklavier,0.7287,0.2339,0.2325
Beethoven,Piano_Sonatas_21-1,train,YeZ02M,kong,maestro,0.7945,0.4339,0.1971
Beethoven,Piano_Sonatas_21-1,train,YeZ02M,oaf,maestro,0.767,0.4536,0.2032
Beethoven,Piano_Sonatas_21-1,train,YeZ02M,T5,maestro,0.9179,0.3867,0.2287
Beethoven,Piano_Sonatas_21-1,train,YeZ02M,T5,disklavier,0.7252,0.3142,-0.0423
Beethoven,Piano_Sonatas_21-1,train,YeZ02M,oaf,disklavier,0.9293,0.3728,0.194
Beethoven,Piano_Sonatas_21-1,train,YeZ02M,kong,disklavier,0.9542,0.3732,0.1225
Beethoven,Piano_Sonatas_21-1,train,ZhangW01M,T5,maestro,0.8781,0.3293,0.0829
Beethoven,Piano_Sonatas_21-1,train,ZhangW01M,oaf,maestro,0.7745,0.3849,0.1853
Beethoven,Piano_Sonatas_21-1,train,ZhangW01M,kong,maestro,0.7989,0.3858,0.1822
Beethoven,Piano_Sonatas_21-1,train,ZhangW01M,kong,disklavier,0.8292,0.2665,0.2656
Beethoven,Piano_Sonatas_21-1,train,ZhangW01M,oaf,disklavier,0.8991,0.2639,0.1101
Beethoven,Piano_Sonatas_21-1,train,ZhangW01M,T5,disklavier,0.8114,0.3518,0.019
Chopin,Scherzos_31,train,ChenW04M,oaf,maestro,0.78,-0.0232,-0.1075
Chopin,Scherzos_31,train,ChenW04M,kong,maestro,0.7926,-0.0137,-0.1065
Chopin,Scherzos_31,train,ChenW04M,T5,maestro,0.885,0.0145,-0.1584
Chopin,Scherzos_31,train,ChenW04M,kong,disklavier,0.9377,-0.0049,-0.0796
Chopin,Scherzos_31,train,ChenW04M,T5,disklavier,0.8069,0.0733,-0.2033
Chopin,Scherzos_31,train,ChenW04M,oaf,disklavier,0.9332,-0.027,-0.1214
Chopin,Scherzos_31,train,HuNY08M,kong,maestro,0.9157,0.0361,-0.1418
Chopin,Scherzos_31,train,HuNY08M,T5,maestro,0.8714,0.039,-0.1724
Chopin,Scherzos_31,train,HuNY08M,oaf,maestro,0.7521,0.0798,-0.1614
Chopin,Scherzos_31,train,HuNY08M,kong,disklavier,0.9072,0.0253,-0.1414
Chopin,Scherzos_31,train,HuNY08M,T5,disklavier,0.5843,0.0047,0.1143
Chopin,Scherzos_31,train,HuNY08M,oaf,disklavier,0.8967,0.0271,-0.1537
Chopin,Scherzos_31,train,Jussow11M,oaf,maestro,0.746,-0.012,-0.1871
Chopin,Scherzos_31,train,Jussow11M,kong,maestro,0.7267,-0.1008,-0.2372
Chopin,Scherzos_31,train,Jussow11M,T5,maestro,0.7324,0.0586,-0.1559
Chopin,Scherzos_31,train,Jussow11M,oaf,disklavier,0.9182,0.0415,-0.1955
Chopin,Scherzos_31,train,Jussow11M,T5,disklavier,0.6818,-0.0155,0.2586
Chopin,Scherzos_31,train,Jussow11M,kong,disklavier,0.9059,0.0536,-0.2001
Chopin,Scherzos_31,train,LeeN04M,oaf,maestro,0.7581,0.0641,-0.1479
Chopin,Scherzos_31,train,LeeN04M,T5,maestro,0.8942,-0.0159,-0.0098
Chopin,Scherzos_31,train,LeeN04M,kong,maestro,0.9271,0.0158,-0.1517
Chopin,Scherzos_31,train,LeeN04M,T5,disklavier,0.7413,0.0078,0.0331
Chopin,Scherzos_31,train,LeeN04M,kong,disklavier,0.9117,0.0096,-0.1198
Chopin,Scherzos_31,train,LeeN04M,oaf,disklavier,0.9269,0.0028,-0.1619
Chopin,Scherzos_31,train,LinTami06M,T5,maestro,0.4332,-0.05,0.1066
Chopin,Scherzos_31,train,LinTami06M,kong,maestro,0.8061,0.0422,-0.1594
Chopin,Scherzos_31,train,LinTami06M,oaf,maestro,0.7808,0.0198,-0.1697
Chopin,Scherzos_31,train,LinTami06M,kong,disklavier,0.9146,0.0121,-0.136
Chopin,Scherzos_31,train,LinTami06M,oaf,disklavier,0.9104,0.0186,-0.1398
Chopin,Scherzos_31,train,LinTami06M,T5,disklavier,0.8727,0.044,-0.0713
Chopin,Scherzos_31,train,LuoJ12M,T5,maestro,0.7259,0.058,-0.1326
Chopin,Scherzos_31,train,LuoJ12M,kong,maestro,0.7727,0.1348,-0.192
