composer,title,split,performer,model,recording,cd_corr,cm_corr,ts_corr
Chopin,Scherzos_31,train,LuoJ12M,oaf,maestro,0.74,0.1209,-0.203
Chopin,Scherzos_31,train,LuoJ12M,oaf,disklavier,0.817,0.1095,-0.1723
Chopin,Scherzos_31,train,LuoJ12M,kong,disklavier,0.9426,0.0839,-0.1805
Chopin,Scherzos_31,train,LuoJ12M,T5,disklavier,0.405,0.0937,-0.1842
Chopin,Scherzos_31,train,SunD04M,kong,maestro,0.7335,0.0679,-0.0947
Chopin,Scherzos_31,train,SunD04M,oaf,maestro,0.713,0.0548,-0.1174
Chopin,Scherzos_31,train,SunD04M,T5,maestro,0.6298,0.1064,-0.0557
Chopin,Scherzos_31,train,SunD04M,kong,disklavier,0.8985,0.0181,-0.1005
Chopin,Scherzos_31,train,SunD04M,T5,disklavier,0.5891,0.1176,-0.3239
Chopin,Scherzos_31,train,SunD04M,oaf,disklavier,0.9015,-0.0132,-0.1496
Chopin,Scherzos_31,train,TongB04M,kong,maestro,0.914,-0.0031,-0.1947
Chopin,Scherzos_31,train,TongB04M,T5,maestro,0.785,-0.011,-0.0976
Chopin,Scherzos_31,train,TongB04M,oaf,maestro,0.7462,0.0723,-0.171
Chopin,Scherzos_31,train,TongB04M,oaf,disklavier,0.8957,0.0334,-0.2106
Chopin,Scherzos_31,train,TongB04M,kong,disklavier,0.9082,-0.0021,-0.1834
Chopin,Scherzos_31,train,TongB04M,T5,disklavier,0.2872,0.0779,0.0998
Chopin,Scherzos_31,train,TuanS05M,kong,maestro,0.7608,0.0659,-0.1134
Chopin,Scherzos_31,train,TuanS05M,oaf,maestro,0.7331,0.0676,-0.1067
Chopin,Scherzos_31,train,TuanS05M,T5,maestro,0.8915,0.0909,-0.0512
Chopin,Scherzos_31,train,TuanS05M,T5,disklavier,0.5028,-0.001,-0.0185
Chopin,Scherzos_31,train,TuanS05M,oaf,disklavier,0.9021,-0.0261,-0.1183
Chopin,Scherzos_31,train,TuanS05M,kong,disklavier,0.9269,-0.0077,-0.1086
Chopin,Scherzos_31,train,ZhangW04M,T5,maestro,0.7282,-0.0299,-0.2318
Chopin,Scherzos_31,train,ZhangW04M,oaf,maestro,0.7351,0.0304,-0.2275
Chopin,Scherzos_31,train,ZhangW04M,kong,maestro,0.9526,-0.0259,-0.2185
Chopin,Scherzos_31,train,ZhangW04M,oaf,disklavier,0.9145,-0.0475,-0.2429
Chopin,Scherzos_31,train,ZhangW04M,kong,disklavier,0.9238,-0.015,-0.2316
Chopin,Scherzos_31,train,ZhangW04M,T5,disklavier,0.8364,-0.0073,-0.0502
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,Kleisen11M,kong,maestro,0.8413,0.1513,0.0512
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,Kleisen11M,oaf,maestro,0.7811,0.0992,0.0843
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,Kleisen11M,T5,maestro,0.4868,0.0972,0.1871
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,Kleisen11M,T5,disklavier,0.3491,0.0973,-0.0033
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,Kleisen11M,kong,disklavier,0.877,-0.007,-0.0047
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,Kleisen11M,oaf,disklavier,0.908,-0.0458,-0.1637
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,ParkJH13M,T5,maestro,0.6535,0.1261,-0.2313
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,ParkJH13M,kong,maestro,0.7595,0.2491,0.2774
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,ParkJH13M,oaf,maestro,0.7655,0.1683,-0.1702
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,ParkJH13M,T5,disklavier,0.4483,0.1221,-0.0742
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,ParkJH13M,kong,disklavier,0.9067,0.079,0.1523
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,ParkJH13M,oaf,disklavier,0.8773,0.1106,0.2696
Glinka,The_Lark,train,Denisova10M,oaf,maestro,0.8392,-0.0197,0.1615
Glinka,The_Lark,train,Denisova10M,kong,maestro,0.8506,-0.0745,0.1671
Glinka,The_Lark,train,Denisova10M,T5,maestro,0.7365,-0.1607,0.2186
Glinka,The_Lark,train,Denisova10M,oaf,disklavier,0.9354,-0.1639,0.1962
Glinka,The_Lark,train,Denisova10M,T5,disklavier,0.7535,-0.145,0.0177
Glinka,The_Lark,train,Denisova10M,kong,disklavier,0.9453,-0.1384,0.1864
Glinka,The_Lark,train,Kleisen07M,oaf,maestro,0.8226,-0.0436,0.2173
Glinka,The_Lark,train,Kleisen07M,kong,maestro,0.9762,-0.1963,0.2383
Glinka,The_Lark,train,Kleisen07M,T5,maestro,0.782,-0.098,0.3557
Glinka,The_Lark,train,Kleisen07M,oaf,disklavier,0.9246,-0.2025,0.2104
Glinka,The_Lark,train,Kleisen07M,kong,disklavier,0.9459,-0.2645,0.2277
Glinka,The_Lark,train,Kleisen07M,T5,disklavier,0.8001,-0.0057,-0.125
Haydn,Keyboard_Sonatas_50-1,train,GalantM02M,oaf,maestro,0.7713,0.1844,0.1004
Haydn,Keyboard_Sonatas_50-1,train,GalantM02M,kong,maestro,0.721,0.1804,0.1285
Haydn,Keyboard_Sonatas_50-1,train,GalantM02M,T5,maestro,0.7541,0.0462,-0.0781
Haydn,Keyboard_Sonatas_50-1,train,GalantM02M,kong,disklavier,0.7117,0.2276,0.099
Haydn,Keyboard_Sonatas_50-1,train,GalantM02M,T5,disklavier,0.7315,0.2255,0.0142
Haydn,Keyboard_Sonatas_50-1,train,GalantM02M,oaf,disklavier,0.8614,0.1974,0.0077
Haydn,Keyboard_Sonatas_50-1,train,HamSY02M,oaf,maestro,0.7733,0.1437,0.0576
Haydn,Keyboard_Sonatas_50-1,train,HamSY02M,kong,maestro,0.8439,0.0881,0.0671
Haydn,Keyboard_Sonatas_50-1,train,HamSY02M,T5,maestro,0.893,0.1412,-0.0026
Haydn,Keyboard_Sonatas_50-1,train,HamSY02M,T5,disklavier,0.8573,0.0042,-0.0818
Haydn,Keyboard_Sonatas_50-1,train,HamSY02M,oaf,disklavier,0.8391,0.2003,0.1029
Haydn,Keyboard_Sonatas_50-1,train,HamSY02M,kong,disklavier,0.8359,0.1865,0.1241
Haydn,Keyboard_Sonatas_50-1,train,Huang05M,T5,maestro,0.7434,0.146,-0.1026
Haydn,Keyboard_Sonatas_50-1,train,Huang05M,kong,maestro,0.9129,0.0849,0.0345
Haydn,Keyboard_Sonatas_50-1,train,Huang05M,oaf,maestro,0.7762,0.165,0.0528
Haydn,Keyboard_Sonatas_50-1,train,Huang05M,T5,disklavier,0.8379,0.0669,-0.0215
Haydn,Keyboard_Sonatas_50-1,train,Huang05M,kong,disklavier,0.914,0.1892,0.0402
Haydn,Keyboard_Sonatas_50-1,train,Huang05M,oaf,disklavier,0.9132,0.1942,0.0433
Haydn,Keyboard_Sonatas_50-1,train,JeonH03M,oaf,maestro,0.7793,0.1258,0.061
Haydn,Keyboard_Sonatas_50-1,train,JeonH03M,kong,maestro,0.9032,0.1084,0.0623
Haydn,Keyboard_Sonatas_50-1,train,JeonH03M,T5,maestro,0.8273,0.1173,-0.071
Haydn,Keyboard_Sonatas_50-1,train,JeonH03M,oaf,disklavier,0.8938,0.1239,0.001
Haydn,Keyboard_Sonatas_50-1,train,JeonH03M,kong,disklavier,0.8877,0.131,0.0538
Haydn,Keyboard_Sonatas_50-1,train,JeonH03M,T5,disklavier,0.7944,0.0588,0.0636
Haydn,Keyboard_Sonatas_50-1,train,KARYAG06M,oaf,maestro,0.7755,0.1337,0.0809
Haydn,Keyboard_Sonatas_50-1,train,KARYAG06M,T5,maestro,0.779,0.1463,0.0707
Haydn,Keyboard_Sonatas_50-1,train,KARYAG06M,kong,maestro,0.7861,0.1213,0.0845
Haydn,Keyboard_Sonatas_50-1,train,KARYAG06M,oaf,disklavier,0.8831,0.1953,0.082
Haydn,Keyboard_Sonatas_50-1,train,KARYAG06M,kong,disklavier,0.8546,0.1573,0.0712
Haydn,Keyboard_Sonatas_50-1,train,KARYAG06M,T5,disklavier,0.6962,0.1329,0.0808
Haydn,Keyboard_Sonatas_50-1,train,Shi07M,T5,maestro,0.908,-0.0347,-0.1049
Haydn,Keyboard_Sonatas_50-1,train,Shi07M,kong,maestro,0.8535,0.1787,0.1468
Haydn,Keyboard_Sonatas_50-1,train,Shi07M,oaf,maestro,0.7813,0.1885,0.0632
Haydn,Keyboard_Sonatas_50-1,train,Shi07M,oaf,disklavier,0.8481,0.185,0.0918
Haydn,Keyboard_Sonatas_50-1,train,Shi07M,T5,disklavier,0.8431,0.1436,0.0651
Haydn,Keyboard_Sonatas_50-1,train,Shi07M,kong,disklavier,0.8643,0.0869,0.1259
Haydn,Keyboard_Sonatas_50-1,train,YoungS02M,T5,maestro,0.6865,0.0141,-0.1139
Haydn,Keyboard_Sonatas_50-1,train,YoungS02M,kong,maestro,0.7744,0.1526,0.0638
Haydn,Keyboard_Sonatas_50-1,train,YoungS02M,oaf,maestro,0.7695,0.1824,0.0688
Haydn,Keyboard_Sonatas_50-1,train,YoungS02M,T5,disklavier,0.7331,0.047,-0.0243
Haydn,Keyboard_Sonatas_50-1,train,YoungS02M,kong,disklavier,0.8693,0.1466,0.0645
Haydn,Keyboard_Sonatas_50-1,train,YoungS02M,oaf,disklavier,0.8675,0.1798,-0.0155
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,BuiJL03M,kong,maestro,0.8161,0.2562,0.1411
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,BuiJL03M,oaf,maestro,0.8092,0.2434,0.1417
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,BuiJL03M,T5,maestro,0.8777,0.083,-0.0494
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,BuiJL03M,T5,disklavier,0.899,0.2192,-0.0218
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,BuiJL03M,kong,disklavier,0.8709,0.163,0.1126
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,BuiJL03M,oaf,disklavier,0.8561,0.1326,0.0745
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LeungR04M,kong,maestro,0.8886,0.1726,0.1037
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LeungR04M,T5,maestro,0.8914,0.2166,0.0574
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LeungR04M,oaf,maestro,0.7998,0.1136,0.0668
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LeungR04M,T5,disklavier,0.858,0.1818,0.0423
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LeungR04M,oaf,disklavier,0.893,0.1656,0.0517
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LeungR04M,kong,disklavier,0.8968,0.1314,0.0606
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Levitsky06M,kong,maestro,0.8788,0.1397,0.54
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Levitsky06M,oaf,maestro,0.815,0.3001,0.1037
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Levitsky06M,T5,maestro,0.8694,0.2478,0.1387
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Levitsky06M,T5,disklavier,0.8505,0.1859,0.1286
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Levitsky06M,kong,disklavier,0.8242,0.2009,0.5003
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Levitsky06M,oaf,disklavier,0.8644,0.2912,0.4349
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Lin07M,kong,maestro,0.78,0.1856,0.0865
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Lin07M,oaf,maestro,0.703,0.0748,0.205
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Lin07M,T5,maestro,0.9205,0.1092,0.3254
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Lin07M,T5,disklavier,0.8916,0.1755,0.1215
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Lin07M,oaf,disklavier,0.7971,0.1567,0.0972
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Lin07M,kong,disklavier,0.8981,0.1712,0.0764
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuC05M,T5,maestro,0.8875,0.0511,-0.0113
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuC05M,kong,maestro,0.8328,0.1978,0.0899
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuC05M,oaf,maestro,0.8253,0.2069,0.0875
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuC05M,oaf,disklavier,0.8308,0.0663,0.0716
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuC05M,kong,disklavier,0.8319,0.0599,0.0683
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuC05M,T5,disklavier,0.6646,0.0866,-0.0847
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuY03M,T5,maestro,0.8936,0.067,0.1009
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuY03M,oaf,maestro,0.7795,0.2277,0.1301
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuY03M,kong,maestro,0.893,0.0709,0.0878
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuY03M,kong,disklavier,0.8481,0.0735,0.1523
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuY03M,T5,disklavier,0.8172,0.2392,0.1687
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuY03M,oaf,disklavier,0.8465,0.2051,0.093
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,MunA08M,T5,maestro,0.8749,0.1927,0.1494
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,MunA08M,kong,maestro,0.8295,0.2719,0.1525
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,MunA08M,oaf,maestro,0.802,0.3006,0.0964
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,MunA08M,oaf,disklavier,0.853,0.2432,0.0615
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,MunA08M,kong,disklavier,0.8445,0.1768,0.1465
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,MunA08M,T5,disklavier,0.7735,0.1252,0.202
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,VuV06M,T5,maestro,0.8413,0.215,0.143
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,VuV06M,oaf,maestro,0.8038,0.2486,0.1182
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,VuV06M,kong,maestro,0.8388,0.2463,0.1044
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,VuV06M,oaf,disklavier,0.8555,0.2755,0.2795
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,VuV06M,kong,disklavier,0.8947,0.2321,0.2761
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,VuV06M,T5,disklavier,0.878,0.2387,0.1114
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Yang05M,T5,maestro,0.8773,0.1573,-0.0051
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Yang05M,kong,maestro,0.8702,0.207,0.0849
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Yang05M,oaf,maestro,0.8711,0.2368,0.0829
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Yang05M,kong,disklavier,0.9151,0.2086,0.113
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Yang05M,oaf,disklavier,0.9133,0.248,0.0995
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Yang05M,T5,disklavier,0.8952,0.1783,0.0027
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,ZhangH07M,T5,maestro,0.825,0.164,0.0724
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,ZhangH07M,kong,maestro,0.8607,0.1765,0.0929
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,ZhangH07M,oaf,maestro,0.8395,0.194,0.0897
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,ZhangH07M,oaf,disklavier,0.8654,0.1222,0.0504
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,ZhangH07M,kong,disklavier,0.9004,0.1179,0.0469
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,ZhangH07M,T5,disklavier,0.8964,0.1689,0.0813
Mozart,Piano_Sonatas_12-1,train,MunA03M,oaf,maestro,0.7135,0.2191,0.1845
Mozart,Piano_Sonatas_12-1,train,MunA03M,T5,maestro,0.6867,0.1604,0.1817
Mozart,Piano_Sonatas_12-1,train,MunA03M,kong,maestro,0.7949,0.1697,0.2345
Mozart,Piano_Sonatas_12-1,train,MunA03M,oaf,disklavier,0.8288,0.1786,0.2397
Mozart,Piano_Sonatas_12-1,train,MunA03M,T5,disklavier,0.5806,0.062,0.1207
Mozart,Piano_Sonatas_12-1,train,MunA03M,kong,disklavier,0.8505,0.1778,0.1813
Mozart,Piano_Sonatas_12-1,train,WuuE02M,oaf,maestro,0.7185,0.1635,0.1203
Mozart,Piano_Sonatas_12-1,train,WuuE02M,T5,maestro,0.9595,0.1791,0.0492
Mozart,Piano_Sonatas_12-1,train,WuuE02M,kong,maestro,0.8844,0.2233,0.0918
Mozart,Piano_Sonatas_12-1,train,WuuE02M,T5,disklavier,0.8562,0.1925,0.1377
Mozart,Piano_Sonatas_12-1,train,WuuE02M,oaf,disklavier,0.8683,0.1774,0.1385
Mozart,Piano_Sonatas_12-1,train,WuuE02M,kong,disklavier,0.8716,0.2299,0.0349
Rachmaninoff,Preludes_op_23_4,train,ChenGuang12M,kong,maestro,0.9211,0.0074,0.1074
Rachmaninoff,Preludes_op_23_4,train,ChenGuang12M,T5,maestro,0.7602,0.1444,0.1697
Rachmaninoff,Preludes_op_23_4,train,ChenGuang12M,oaf,maestro,0.8057,0.1222,0.2305
Rachmaninoff,Preludes_op_23_4,train,ChenGuang12M,kong,disklavier,0.9054,-0.0456,0.1832
Rachmaninoff,Preludes_op_23_4,train,ChenGuang12M,T5,disklavier,0.7744,0.0578,-0.0365
Rachmaninoff,Preludes_op_23_4,train,ChenGuang12M,oaf,disklavier,0.9189,0.0183,0.1563
Rachmaninoff,Preludes_op_23_4,train,WuuE07M,T5,maestro,0.8664,0.2402,0.2846
Rachmaninoff,Preludes_op_23_4,train,WuuE07M,kong,maestro,0.8192,0.2066,0.2208
Rachmaninoff,Preludes_op_23_4,train,WuuE07M,oaf,maestro,0.8037,0.1902,0.2155
Rachmaninoff,Preludes_op_23_4,train,WuuE07M,T5,disklavier,0.1296,0.1002,0.1009
Rachmaninoff,Preludes_op_23_4,train,WuuE07M,oaf,disklavier,0.048,0.1086,0.1839
Rachmaninoff,Preludes_op_23_4,train,WuuE07M,kong,disklavier,0.012,0.143,0.1582
Schubert,Impromptu_op.90_D.899_3,train,Hou06M,oaf,maestro,0.7391,0.3891,0.3055
Schubert,Impromptu_op.90_D.899_3,train,Hou06M,kong,maestro,0.9787,0.4115,-0.1222
Schubert,Impromptu_op.90_D.899_3,train,Hou06M,T5,maestro,0.7883,0.3287,0.0925
Schubert,Impromptu_op.90_D.899_3,train,Hou06M,T5,disklavier,0.6308,0.2757,0.1482
Schubert,Impromptu_op.90_D.899_3,train,Hou06M,kong,disklavier,0.8949,0.3121,0.2932
Schubert,Impromptu_op.90_D.899_3,train,Hou06M,oaf,disklavier,0.8748,0.2818,0.3512
Schubert,Impromptu_op.90_D.899_3,train,JeonH06M,oaf,maestro,0.8093,0.3254,0.3087
Schubert,Impromptu_op.90_D.899_3,train,JeonH06M,T5,maestro,0.7841,0.2531,0.1456
Schubert,Impromptu_op.90_D.899_3,train,JeonH06M,kong,maestro,0.8028,0.3271,0.3012
Schubert,Impromptu_op.90_D.899_3,train,JeonH06M,kong,disklavier,0.9338,0.2735,0.3144
Schubert,Impromptu_op.90_D.899_3,train,JeonH06M,oaf,disklavier,0.9484,0.2576,0.3295
Schubert,Impromptu_op.90_D.899_3,train,JeonH06M,T5,disklavier,0.7962,0.3218,0.1414
Schubert,Impromptu_op.90_D.899_3,train,Ko08M,oaf,maestro,0.7554,0.306,0.297
Schubert,Impromptu_op.90_D.899_3,train,Ko08M,kong,maestro,0.9375,0.3347,-0.2678
Schubert,Impromptu_op.90_D.899_3,train,Ko08M,T5,maestro,0.9028,0.3482,0.0488
Schubert,Impromptu_op.90_D.899_3,train,Ko08M,kong,disklavier,0.9526,0.3403,-0.0121
Schubert,Impromptu_op.90_D.899_3,train,Ko08M,T5,disklavier,0.8074,0.2864,0.0533
Schubert,Impromptu_op.90_D.899_3,train,Ko08M,oaf,disklavier,0.8631,0.2627,0.3206
Schubert,Impromptu_op.90_D.899_3,train,Kociuban10M,oaf,maestro,0.7825,0.4042,-0.0928
Schubert,Impromptu_op.90_D.899_3,train,Kociuban10M,kong,maestro,0.791,0.3807,0.0205
Schubert,Impromptu_op.90_D.899_3,train,Kociuban10M,T5,maestro,0.6777,0.3577,-0.0308
Schubert,Impromptu_op.90_D.899_3,train,Kociuban10M,oaf,disklavier,0.9186,0.2882,0.0854
Schubert,Impromptu_op.90_D.899_3,train,Kociuban10M,T5,disklavier,0.7702,0.2752,0.1829
Schubert,Impromptu_op.90_D.899_3,train,Kociuban10M,kong,disklavier,0.9471,0.3463,0.0524
Schubert,Impromptu_op.90_D.899_3,train,LEE_K04M,oaf,maestro,0.7665,0.4532,-0.1293
Schubert,Impromptu_op.90_D.899_3,train,LEE_K04M,kong,maestro,0.9452,0.4002,0.0087
Schubert,Impromptu_op.90_D.899_3,train,LEE_K04M,T5,maestro,0.7474,0.3295,0.0819
Schubert,Impromptu_op.90_D.899_3,train,LEE_K04M,T5,disklavier,0.7504,0.3636,0.1632
Schubert,Impromptu_op.90_D.899_3,train,LEE_K04M,oaf,disklavier,0.9588,0.4016,-0.1365
Schubert,Impromptu_op.90_D.899_3,train,LEE_K04M,kong,disklavier,0.9537,0.4101,-0.1238
Schubert,Impromptu_op.90_D.899_3,train,LeeSH08M,oaf,maestro,0.7913,0.423,-0.1245
Schubert,Impromptu_op.90_D.899_3,train,LeeSH08M,T5,maestro,0.8492,0.341,0.0232
Schubert,Impromptu_op.90_D.899_3,train,LeeSH08M,kong,maestro,0.7698,0.4261,-0.1334
Schubert,Impromptu_op.90_D.899_3,train,LeeSH08M,kong,disklavier,0.9559,0.3427,-0.1516
Schubert,Impromptu_op.90_D.899_3,train,LeeSH08M,oaf,disklavier,0.9668,0.3752,-0.1537
Schubert,Impromptu_op.90_D.899_3,train,LeeSH08M,T5,disklavier,0.8193,0.2784,0.0203
Schubert,Impromptu_op.90_D.899_3,train,Mizumoto07M,kong,maestro,0.9385,0.3859,0.002
Schubert,Impromptu_op.90_D.899_3,train,Mizumoto07M,oaf,maestro,0.781,0.413,-0.1117
Schubert,Impromptu_op.90_D.899_3,train,Mizumoto07M,T5,maestro,0.8038,0.2539,0.1405
Schubert,Impromptu_op.90_D.899_3,train,Mizumoto07M,T5,disklavier,0.7059,0.3307,-0.0769
Schubert,Impromptu_op.90_D.899_3,train,Mizumoto07M,kong,disklavier,0.9821,0.3907,-0.1965
Schubert,Impromptu_op.90_D.899_3,train,Mizumoto07M,oaf,disklavier,0.8858,0.2503,0.309
Schubert,Impromptu_op.90_D.899_3,train,Woo10M,oaf,maestro,0.8015,0.4117,-0.033
Schubert,Impromptu_op.90_D.899_3,train,Woo10M,kong,maestro,0.7954,0.3979,0.097
Schubert,Impromptu_op.90_D.899_3,train,Woo10M,T5,maestro,0.923,0.3439,0.1437
Schubert,Impromptu_op.90_D.899_3,train,Woo10M,kong,disklavier,0.9388,0.2648,0.0286
Schubert,Impromptu_op.90_D.899_3,train,Woo10M,oaf,disklavier,0.9471,0.3346,0.0872
Schubert,Impromptu_op.90_D.899_3,train,Woo10M,T5,disklavier,0.8001,0.2964,0.15
Schubert,Impromptu_op.90_D.899_3,train,WuuE10M,oaf,maestro,0.797,0.3424,0.3339
Schubert,Impromptu_op.90_D.899_3,train,WuuE10M,kong,maestro,0.9396,0.2827,0.3396
Schubert,Impromptu_op.90_D.899_3,train,WuuE10M,T5,maestro,0.6906,0.2259,0.2992
Schubert,Impromptu_op.90_D.899_3,train,WuuE10M,oaf,disklavier,0.9233,0.2572,0.3331
Schubert,Impromptu_op.90_D.899_3,train,WuuE10M,T5,disklavier,0.825,0.2455,0.311
Schubert,Impromptu_op.90_D.899_3,train,WuuE10M,kong,disklavier,0.8708,0.284,0.2811
Schubert,Impromptu_op.90_D.899_3,train,ZhangW07M,kong,maestro,0.8034,0.3528,0.3021
Schubert,Impromptu_op.90_D.899_3,train,ZhangW07M,oaf,maestro,0.8006,0.3168,0.281
Schubert,Impromptu_op.90_D.899_3,train,ZhangW07M,T5,maestro,0.6561,0.2698,0.1811
Schubert,Impromptu_op.90_D.899_3,train,ZhangW07M,T5,disklavier,0.8439,0.1971,0.1767
Schubert,Impromptu_op.90_D.899_3,train,ZhangW07M,oaf,disklavier,0.9906,0.2167,0.3483
Schubert,Impromptu_op.90_D.899_3,train,ZhangW07M,kong,disklavier,0.9817,0.2472,0.3451
Schubert,Impromptu_op.90_D.899_3,train,ZhaoK10M,kong,maestro,0.9577,0.3756,0.0612
Schubert,Impromptu_op.90_D.899_3,train,ZhaoK10M,T5,maestro,0.77,0.3145,0.1675
Schubert,Impromptu_op.90_D.899_3,train,ZhaoK10M,oaf,maestro,0.776,0.4525,-0.0624
Schubert,Impromptu_op.90_D.899_3,train,ZhaoK10M,oaf,disklavier,0.9225,0.3638,0.0636
Schubert,Impromptu_op.90_D.899_3,train,ZhaoK10M,kong,disklavier,0.942,0.3813,0.0658
Schubert,Impromptu_op.90_D.899_3,train,ZhaoK10M,T5,disklavier,0.7774,0.1768,0.3014
Scriabin,Sonatas_5,train,FaB05M,T5,maestro,0.398,0.0937,-0.2396
Scriabin,Sonatas_5,train,FaB05M,oaf,maestro,0.7465,0.2933,-0.0597
Scriabin,Sonatas_5,train,FaB05M,kong,maestro,0.4752,0.0979,0.1275
Scriabin,Sonatas_5,train,FaB05M,kong,disklavier,0.4849,0.1052,-0.1605
Scriabin,Sonatas_5,train,FaB05M,T5,disklavier,0.4446,0.1361,-0.0778
Scriabin,Sonatas_5,train,FaB05M,oaf,disklavier,0.7637,0.2119,-0.1014
Scriabin,Sonatas_5,train,GarritsonL06M,T5,maestro,0.7564,0.2288,-0.2187
Scriabin,Sonatas_5,train,GarritsonL06M,oaf,maestro,0.7766,0.2805,-0.3682
Scriabin,Sonatas_5,train,GarritsonL06M,kong,maestro,0.7748,0.3201,-0.3723
Scriabin,Sonatas_5,train,GarritsonL06M,T5,disklavier,0.5628,0.1462,-0.296
Scriabin,Sonatas_5,train,GarritsonL06M,oaf,disklavier,0.8313,0.2239,-0.3972
Scriabin,Sonatas_5,train,GarritsonL06M,kong,disklavier,0.8351,0.2313,-0.3808
Scriabin,Sonatas_5,train,Ko07M,T5,maestro,0.7704,0.2188,-0.039
Scriabin,Sonatas_5,train,Ko07M,oaf,maestro,0.758,0.2639,-0.2077
Scriabin,Sonatas_5,train,Ko07M,kong,maestro,0.5236,0.1557,0.0492
Scriabin,Sonatas_5,train,Ko07M,oaf,disklavier,0.7871,0.209,-0.198
Scriabin,Sonatas_5,train,Ko07M,T5,disklavier,0.2313,-0.0775,-0.0846
Scriabin,Sonatas_5,train,Ko07M,kong,disklavier,0.6023,0.0629,0.1414
