composer,title,split,model,recording,p_nov,r_nov,f_nov,reverb,snr
Mozart,kv332_1,batik_mozart,kong,batik_audio,0.4129,0.4541,0.4325,norev,nonoise
Mozart,kv332_1,batik_mozart,oaf,batik_audio,0.4463,0.4445,0.4454,norev,nonoise
Mozart,kv332_1,batik_mozart,T5,batik_audio,0.1026,0.0989,0.1007,norev,24
Mozart,kv332_1,batik_mozart,kong,batik_audio,0.3431,0.3744,0.3581,norev,24
Mozart,kv332_1,batik_mozart,oaf,batik_audio,0.4346,0.4327,0.4337,norev,24
Mozart,kv332_1,batik_mozart,T5,batik_audio,0.0061,0.0003,0.0005,norev,12
Mozart,kv332_1,batik_mozart,kong,batik_audio,0.0161,0.0135,0.0147,norev,12
Mozart,kv332_1,batik_mozart,oaf,batik_audio,0.3891,0.3893,0.3892,norev,12
Mozart,kv332_1,batik_mozart,T5,batik_audio,0.0,0.0,0.0,norev,6
Mozart,kv332_1,batik_mozart,kong,batik_audio,0.0052,0.002,0.0029,norev,6
Mozart,kv332_1,batik_mozart,oaf,batik_audio,0.2896,0.2845,0.287,norev,6
Mozart,kv332_1,batik_mozart,T5,batik_audio,0.0673,0.1307,0.0889,s,nonoise
Mozart,kv332_1,batik_mozart,kong,batik_audio,0.3302,0.4338,0.375,s,nonoise
Mozart,kv332_1,batik_mozart,oaf,batik_audio,0.2718,0.2808,0.2763,s,nonoise
Mozart,kv332_1,batik_mozart,T5,batik_audio,0.0761,0.0665,0.071,s,24
Mozart,kv332_1,batik_mozart,kong,batik_audio,0.2042,0.24,0.2206,s,24
Mozart,kv332_1,batik_mozart,oaf,batik_audio,0.2585,0.2659,0.2621,s,24
Mozart,kv332_1,batik_mozart,T5,batik_audio,0.0667,0.0003,0.0006,s,12
Mozart,kv332_1,batik_mozart,kong,batik_audio,0.0095,0.0051,0.0066,s,12
Mozart,kv332_1,batik_mozart,oaf,batik_audio,0.2061,0.2076,0.2068,s,12
Mozart,kv332_1,batik_mozart,T5,batik_audio,0.0,0.0,0.0,s,6
Mozart,kv332_1,batik_mozart,kong,batik_audio,0.0,0.0,0.0,s,6
Mozart,kv332_1,batik_mozart,oaf,batik_audio,0.1334,0.118,0.1253,s,6
Mozart,kv332_1,batik_mozart,T5,batik_audio,0.0555,0.1839,0.0853,m,nonoise
Mozart,kv332_1,batik_mozart,kong,batik_audio,0.111,0.1259,0.118,m,nonoise
Mozart,kv332_1,batik_mozart,oaf,batik_audio,0.1696,0.1763,0.1729,m,nonoise
Mozart,kv332_1,batik_mozart,T5,batik_audio,0.0079,0.0059,0.0068,m,24
Mozart,kv332_1,batik_mozart,kong,batik_audio,0.0122,0.0082,0.0098,m,24
Mozart,kv332_1,batik_mozart,oaf,batik_audio,0.1722,0.1741,0.1732,m,24
Mozart,kv332_1,batik_mozart,T5,batik_audio,0.0018,0.0003,0.0005,m,12
Mozart,kv332_1,batik_mozart,kong,batik_audio,0.0071,0.0008,0.0015,m,12
Mozart,kv332_1,batik_mozart,oaf,batik_audio,0.0574,0.0408,0.0477,m,12
Mozart,kv332_1,batik_mozart,T5,batik_audio,0.0039,0.0008,0.0014,m,6
Mozart,kv332_1,batik_mozart,kong,batik_audio,0.0049,0.0003,0.0005,m,6
Mozart,kv332_1,batik_mozart,oaf,batik_audio,0.0038,0.0031,0.0034,m,6
Mozart,kv332_1,batik_mozart,T5,batik_audio,0.0402,0.1383,0.0622,l,nonoise
Mozart,kv332_1,batik_mozart,kong,batik_audio,0.0212,0.0262,0.0235,l,nonoise
Mozart,kv332_1,batik_mozart,oaf,batik_audio,0.0443,0.0392,0.0416,l,nonoise
Mozart,kv332_1,batik_mozart,T5,batik_audio,0.0019,0.0014,0.0016,l,24
Mozart,kv332_1,batik_mozart,kong,batik_audio,0.0182,0.0051,0.0079,l,24
Mozart,kv332_1,batik_mozart,oaf,batik_audio,0.0408,0.0355,0.038,l,24
Mozart,kv332_1,batik_mozart,T5,batik_audio,0.0,0.0,0.0,l,12
Mozart,kv332_1,batik_mozart,kong,batik_audio,0.0073,0.0003,0.0005,l,12
Mozart,kv332_1,batik_mozart,oaf,batik_audio,0.0274,0.0256,0.0265,l,12
Mozart,kv332_1,batik_mozart,T5,batik_audio,0.0,0.0,0.0,l,6
Mozart,kv332_1,batik_mozart,kong,batik_audio,0.0,0.0,0.0,l,6
Mozart,kv332_1,batik_mozart,oaf,batik_audio,0.0009,0.0006,0.0007,l,6
