composer,title,split,model,recording,melody_ioi_corr,acc_ioi_corr,ratio_ioi_corr,melody_ioi_dtw_dist,acc_ioi_dtw_dist,melody_ioi_hist_kld,acc_ioi_hist_kld,reverb,snr
Rachmaninoff,Preludes_op_23_4,train,kong,disklavier,-0.1109,0.0705,0.0,1647.0,8244.0,0.5242,2.1262,norev,6
Rachmaninoff,Preludes_op_23_4,train,oaf,disklavier,-0.0676,0.0256,0.0,1240.0,5095.0,0.8694,2.9917,norev,6
Rachmaninoff,Preludes_op_23_4,train,T5,disklavier,-0.0925,0.0339,0.0,2476.0,11840.0,2.8324,1.6631,s,nonoise
Rachmaninoff,Preludes_op_23_4,train,kong,disklavier,-0.0018,0.0205,0.0,1091.0,4047.0,0.885,1.4046,s,nonoise
Rachmaninoff,Preludes_op_23_4,train,oaf,disklavier,0.0199,0.002,0.0,751.0,3826.0,0.7055,3.5528,s,nonoise
Rachmaninoff,Preludes_op_23_4,train,T5,disklavier,-0.0594,0.0281,0.0,2438.0,16653.0,1.5927,1.3502,s,24
Rachmaninoff,Preludes_op_23_4,train,kong,disklavier,0.054,0.0505,0.0,1330.0,5693.0,0.9407,1.1129,s,24
Rachmaninoff,Preludes_op_23_4,train,oaf,disklavier,-0.0195,-0.0032,0.0,1013.0,4306.0,0.3294,3.455,s,24
Rachmaninoff,Preludes_op_23_4,train,T5,disklavier,-0.1751,0.0098,0.0,4820.0,21561.0,4.6546,4.6872,s,12
Rachmaninoff,Preludes_op_23_4,train,kong,disklavier,-0.0588,0.0506,0.0,1782.0,8401.0,1.3187,1.7502,s,12
Rachmaninoff,Preludes_op_23_4,train,oaf,disklavier,-0.0133,0.0029,0.0,1167.0,5065.0,0.8715,3.4674,s,12
Rachmaninoff,Preludes_op_23_4,train,T5,disklavier,-1.0,-0.2322,0.0,2983.0,16816.0,16.6045,16.2438,s,6
Rachmaninoff,Preludes_op_23_4,train,kong,disklavier,-0.2064,-0.0036,0.0,2062.0,10185.0,5.4679,1.9416,s,6
Rachmaninoff,Preludes_op_23_4,train,oaf,disklavier,0.0428,0.0382,0.0,1495.0,6208.0,1.8779,3.4934,s,6
Rachmaninoff,Preludes_op_23_4,train,T5,disklavier,-0.0216,0.0804,0.0,2787.0,32075.0,7.6407,2.1129,m,nonoise
Rachmaninoff,Preludes_op_23_4,train,kong,disklavier,-0.118,0.0793,0.0,1534.0,6967.0,2.7595,1.5359,m,nonoise
Rachmaninoff,Preludes_op_23_4,train,oaf,disklavier,-0.1139,0.0339,0.0,1019.0,4047.0,0.4929,3.0614,m,nonoise
Rachmaninoff,Preludes_op_23_4,train,T5,disklavier,0.004,-0.0035,0.0,3267.0,28548.0,5.7075,2.648,m,24
Rachmaninoff,Preludes_op_23_4,train,kong,disklavier,-0.0139,0.0783,0.0,2025.0,8764.0,0.8897,1.8858,m,24
Rachmaninoff,Preludes_op_23_4,train,oaf,disklavier,-0.1305,0.0182,0.0,1292.0,4418.0,0.6089,3.3573,m,24
Rachmaninoff,Preludes_op_23_4,train,T5,disklavier,-0.4621,-0.1773,0.0,4048.0,16358.0,16.2874,15.5552,m,12
Rachmaninoff,Preludes_op_23_4,train,kong,disklavier,-0.1548,0.0502,0.0,2063.0,10628.0,2.7199,2.1806,m,12
Rachmaninoff,Preludes_op_23_4,train,oaf,disklavier,0.0386,0.0226,0.0,1484.0,5802.0,0.7351,3.6117,m,12
Rachmaninoff,Preludes_op_23_4,train,T5,disklavier,-0.0262,-0.1045,0.0,2437.0,17249.0,17.2694,16.3644,m,6
Rachmaninoff,Preludes_op_23_4,train,kong,disklavier,-0.3587,-0.0605,0.0,2184.0,10763.0,9.8001,9.7835,m,6
Rachmaninoff,Preludes_op_23_4,train,oaf,disklavier,0.0705,0.182,0.0,2459.0,9365.0,0.9714,2.9168,m,6
Rachmaninoff,Preludes_op_23_4,train,T5,disklavier,-0.1658,0.0367,0.0,4007.0,65481.0,10.9993,2.7908,l,nonoise
Rachmaninoff,Preludes_op_23_4,train,kong,disklavier,-0.1078,0.0201,0.0,3490.0,37184.0,8.2547,2.8089,l,nonoise
Rachmaninoff,Preludes_op_23_4,train,oaf,disklavier,-0.0311,0.0218,0.0,2302.0,11615.0,1.3491,2.445,l,nonoise
Rachmaninoff,Preludes_op_23_4,train,T5,disklavier,-0.0887,0.0554,0.0,4538.0,47220.0,8.4589,2.9601,l,24
Rachmaninoff,Preludes_op_23_4,train,kong,disklavier,-0.04,0.0581,0.0,2856.0,19669.0,4.0921,1.9434,l,24
Rachmaninoff,Preludes_op_23_4,train,oaf,disklavier,-0.0606,0.0371,0.0,2500.0,11672.0,2.3761,2.1905,l,24
Rachmaninoff,Preludes_op_23_4,train,T5,disklavier,-0.5849,-0.0295,0.0,2070.0,13569.0,16.7201,16.3944,l,12
Rachmaninoff,Preludes_op_23_4,train,kong,disklavier,0.2566,0.0183,0.0,2819.0,12836.0,6.267,2.4483,l,12
Rachmaninoff,Preludes_op_23_4,train,oaf,disklavier,-0.0243,0.0148,0.0,2360.0,10264.0,3.2139,1.9769,l,12
Rachmaninoff,Preludes_op_23_4,train,T5,disklavier,-1.0,0.4104,0.0,2068.0,11453.0,17.2694,16.4644,l,6
Rachmaninoff,Preludes_op_23_4,train,kong,disklavier,-0.1067,0.0816,0.0,2219.0,10846.0,5.8996,3.1256,l,6
Rachmaninoff,Preludes_op_23_4,train,oaf,disklavier,0.0057,0.0185,0.0,3157.0,11012.0,1.0754,1.6735,l,6
Schubert,Piano_Sonatas_664-1,test,T5,disklavier,0.0705,0.2499,0.0,3071.0,12853.0,1.9674,0.8339,norev,nonoise
Schubert,Piano_Sonatas_664-1,test,kong,disklavier,0.4258,0.2183,0.0,873.0,3351.0,1.4119,1.1509,norev,nonoise
Schubert,Piano_Sonatas_664-1,test,oaf,disklavier,0.36,0.4334,0.0,1018.0,3966.0,0.2712,2.2954,norev,nonoise
Schubert,Piano_Sonatas_664-1,test,T5,disklavier,0.0106,0.2683,0.0,4729.0,13478.0,0.6526,0.8575,norev,24
Schubert,Piano_Sonatas_664-1,test,kong,disklavier,0.4169,0.2446,0.0,1152.0,3750.0,0.8701,1.0834,norev,24
Schubert,Piano_Sonatas_664-1,test,oaf,disklavier,0.3562,0.4541,0.0,1001.0,3932.0,0.6285,2.2485,norev,24
Schubert,Piano_Sonatas_664-1,test,T5,disklavier,0.1619,0.1309,0.0,4177.0,15629.0,2.2749,0.7856,norev,12
Schubert,Piano_Sonatas_664-1,test,kong,disklavier,0.4232,0.2515,0.0,1257.0,4914.0,1.3073,1.5284,norev,12
Schubert,Piano_Sonatas_664-1,test,oaf,disklavier,0.3328,0.477,0.0,944.0,4173.0,0.6023,2.2733,norev,12
Schubert,Piano_Sonatas_664-1,test,T5,disklavier,0.0017,0.1981,0.0,4316.0,21895.0,2.5147,1.2313,norev,6
Schubert,Piano_Sonatas_664-1,test,kong,disklavier,0.1953,0.167,0.0,1644.0,6424.0,2.6071,1.7189,norev,6
Schubert,Piano_Sonatas_664-1,test,oaf,disklavier,0.3139,0.468,0.0,1111.0,4610.0,0.397,2.5204,norev,6
Schubert,Piano_Sonatas_664-1,test,T5,disklavier,-0.0015,0.2121,0.0,3615.0,12632.0,2.7285,0.9996,s,nonoise
Schubert,Piano_Sonatas_664-1,test,kong,disklavier,0.3368,0.2391,0.0,1128.0,4302.0,1.5763,0.961,s,nonoise
Schubert,Piano_Sonatas_664-1,test,oaf,disklavier,0.3084,0.4254,0.0,1074.0,4212.0,0.9375,2.963,s,nonoise
Schubert,Piano_Sonatas_664-1,test,T5,disklavier,0.1864,0.1929,0.0,5358.0,17484.0,1.1544,0.8026,s,24
Schubert,Piano_Sonatas_664-1,test,kong,disklavier,0.3867,0.2222,0.0,1298.0,4594.0,1.5506,0.8857,s,24
Schubert,Piano_Sonatas_664-1,test,oaf,disklavier,0.3094,0.444,0.0,1123.0,4345.0,0.5096,2.7531,s,24
Schubert,Piano_Sonatas_664-1,test,T5,disklavier,0.1734,0.0916,0.0,5481.0,17083.0,2.9418,0.8873,s,12
Schubert,Piano_Sonatas_664-1,test,kong,disklavier,0.2263,0.1989,0.0,1820.0,6148.0,2.8788,0.9197,s,12
Schubert,Piano_Sonatas_664-1,test,oaf,disklavier,0.295,0.4551,0.0,1262.0,4823.0,0.5412,2.7903,s,12
Schubert,Piano_Sonatas_664-1,test,T5,disklavier,0.3212,0.0821,0.0,5122.0,18769.0,6.3585,1.4788,s,6
Schubert,Piano_Sonatas_664-1,test,kong,disklavier,0.1515,0.0586,0.0,2097.0,7146.0,3.0066,1.5677,s,6
Schubert,Piano_Sonatas_664-1,test,oaf,disklavier,0.297,0.4619,0.0,1474.0,5493.0,0.7761,2.5015,s,6
Schubert,Piano_Sonatas_664-1,test,T5,disklavier,0.0408,0.1937,0.0,2961.0,23859.0,7.4652,1.6388,m,nonoise
Schubert,Piano_Sonatas_664-1,test,kong,disklavier,0.2816,0.2568,0.0,1749.0,7994.0,2.3018,0.9285,m,nonoise
Schubert,Piano_Sonatas_664-1,test,oaf,disklavier,0.322,0.3615,0.0,1305.0,4558.0,0.9327,2.8156,m,nonoise
Schubert,Piano_Sonatas_664-1,test,T5,disklavier,0.0841,0.0698,0.0,4805.0,31520.0,1.309,1.0237,m,24
Schubert,Piano_Sonatas_664-1,test,kong,disklavier,0.2193,0.2013,0.0,1803.0,8290.0,1.8469,0.8984,m,24
Schubert,Piano_Sonatas_664-1,test,oaf,disklavier,0.2501,0.4357,0.0,1245.0,4874.0,0.5587,2.8811,m,24
Schubert,Piano_Sonatas_664-1,test,T5,disklavier,0.2823,-0.0381,0.0,4469.0,18799.0,8.2681,3.8842,m,12
Schubert,Piano_Sonatas_664-1,test,kong,disklavier,0.1608,0.1428,0.0,2170.0,7538.0,3.3159,1.8868,m,12
Schubert,Piano_Sonatas_664-1,test,oaf,disklavier,0.2589,0.4155,0.0,1524.0,5123.0,1.0093,2.8395,m,12
Schubert,Piano_Sonatas_664-1,test,kong,disklavier,-0.3425,0.1322,0.0,2120.0,7813.0,12.5449,10.0575,m,6
Schubert,Piano_Sonatas_664-1,test,oaf,disklavier,0.1791,0.3014,0.0,2502.0,6336.0,0.7095,2.8909,m,6
Schubert,Piano_Sonatas_664-1,test,T5,disklavier,-0.0728,0.125,0.0,4533.0,123294.0,9.011,2.5553,l,nonoise
Schubert,Piano_Sonatas_664-1,test,kong,disklavier,0.0067,0.1168,0.0,4716.0,66760.0,2.6712,1.6304,l,nonoise
Schubert,Piano_Sonatas_664-1,test,oaf,disklavier,0.2382,0.3769,0.0,2404.0,12868.0,0.8047,2.8581,l,nonoise
Schubert,Piano_Sonatas_664-1,test,T5,disklavier,0.1355,0.0947,0.0,5130.0,58693.0,4.4242,1.4022,l,24
Schubert,Piano_Sonatas_664-1,test,kong,disklavier,0.2512,0.1234,0.0,3555.0,29909.0,2.9117,0.9377,l,24
Schubert,Piano_Sonatas_664-1,test,oaf,disklavier,0.2643,0.2516,0.0,2315.0,11705.0,1.2314,3.0087,l,24
Schubert,Piano_Sonatas_664-1,test,T5,disklavier,-0.0884,-0.0719,0.0,3442.0,15113.0,9.9122,7.8941,l,12
Schubert,Piano_Sonatas_664-1,test,kong,disklavier,0.1361,0.1781,0.0,2640.0,9074.0,3.8598,2.1417,l,12
Schubert,Piano_Sonatas_664-1,test,oaf,disklavier,0.3313,0.2597,0.0,2325.0,10979.0,1.7174,2.9182,l,12
Schubert,Piano_Sonatas_664-1,test,kong,disklavier,-0.0679,0.0307,0.0,2194.0,8116.0,8.5473,3.0847,l,6
Schubert,Piano_Sonatas_664-1,test,oaf,disklavier,0.1508,0.254,0.0,2869.0,10311.0,0.5649,2.8429,l,6
