composer,title,split,performer,model,recording,cd_corr,cm_corr,ts_corr
Scriabin,Sonatas_5,train,Na07M,T5,disklavier,0.6101,0.0716,0.565
Scriabin,Sonatas_5,train,Na07M,kong,disklavier,0.7854,0.1509,0.826
Scriabin,Sonatas_5,train,Yeletskiy07M,T5,maestro,0.7482,0.4018,0.7811
Scriabin,Sonatas_5,train,Yeletskiy07M,kong,maestro,0.8838,0.6087,0.9018
Scriabin,Sonatas_5,train,Yeletskiy07M,oaf,maestro,0.5583,0.337,0.3566
Scriabin,Sonatas_5,train,Yeletskiy07M,kong,disklavier,0.7468,0.2126,0.8449
Scriabin,Sonatas_5,train,Yeletskiy07M,T5,disklavier,0.4499,0.0779,-0.4379
Scriabin,Sonatas_5,train,Yeletskiy07M,oaf,disklavier,0.4987,0.162,0.29
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,oaf,maestro,0.8454,0.3772,0.7891
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,kong,maestro,0.7621,0.1075,0.6962
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,T5,maestro,0.5309,0.059,0.1011
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,kong,disklavier,0.7314,0.1076,0.3368
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,T5,disklavier,0.5535,0.1086,0.2625
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,oaf,disklavier,0.7427,0.1148,0.3325
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,kong,maestro,0.7929,0.1498,0.5314
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,T5,maestro,0.566,0.0647,0.191
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,oaf,maestro,0.7494,0.3089,0.4062
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,T5,disklavier,0.7344,0.0796,0.2918
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,kong,disklavier,0.7862,0.1478,0.5369
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,oaf,disklavier,0.6804,0.1403,0.3611
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,oaf,maestro,0.9484,0.9333,0.9669
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,kong,maestro,0.7678,0.1084,0.4778
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,T5,maestro,0.7373,0.0983,0.2485
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,kong,disklavier,0.758,0.1071,0.4752
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,oaf,disklavier,0.7441,0.0982,0.4837
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,T5,disklavier,0.5689,0.0988,0.1126
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,kong,maestro,0.7663,0.3289,0.3982
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,T5,maestro,0.6651,0.2474,0.1328
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,oaf,maestro,0.8396,0.3799,0.5748
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,oaf,disklavier,0.6956,0.097,0.1066
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,kong,disklavier,0.6923,0.1012,0.3633
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,T5,disklavier,0.6687,0.0983,0.2276
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,kong,maestro,0.8609,0.3554,0.6785
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,oaf,maestro,0.8189,0.3588,0.6697
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,T5,maestro,0.7438,0.2387,0.4979
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,oaf,disklavier,0.6732,0.1272,0.5875
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,T5,disklavier,0.533,0.0933,0.3419
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,kong,disklavier,0.6819,0.1445,0.6067
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,kong,maestro,0.7568,0.217,0.6491
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,T5,maestro,0.5578,0.1281,0.2104
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,oaf,maestro,0.812,0.7089,0.7738
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,kong,disklavier,0.6327,0.1841,0.5547
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,T5,disklavier,0.4756,0.1282,-0.2657
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,oaf,disklavier,0.6413,0.1733,0.5329
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,oaf,maestro,0.8899,0.4685,0.7672
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,T5,maestro,0.6858,0.1192,0.3773
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,kong,maestro,0.7529,0.2246,0.7002
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,kong,disklavier,0.7388,0.1799,0.6936
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,T5,disklavier,0.6425,0.1079,0.3889
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,oaf,disklavier,0.745,0.2211,0.6934
Chopin,Scherzos_20,validation,Kurz04M,T5,maestro,0.4404,0.0513,0.1883
Chopin,Scherzos_20,validation,Kurz04M,oaf,maestro,0.7533,0.3245,0.2731
Chopin,Scherzos_20,validation,Kurz04M,kong,maestro,0.965,0.9387,0.9635
Chopin,Scherzos_20,validation,Kurz04M,T5,disklavier,0.2868,0.0797,0.2292
Chopin,Scherzos_20,validation,Kurz04M,oaf,disklavier,0.6649,0.05,0.2109
Chopin,Scherzos_20,validation,Kurz04M,kong,disklavier,0.8466,0.0763,0.5378
Chopin,Scherzos_20,validation,ZhangYunling04M,kong,maestro,0.8529,0.1171,0.5873
Chopin,Scherzos_20,validation,ZhangYunling04M,oaf,maestro,0.7043,0.3167,0.2887
Chopin,Scherzos_20,validation,ZhangYunling04M,T5,maestro,0.6954,0.0754,0.3137
Chopin,Scherzos_20,validation,ZhangYunling04M,oaf,disklavier,0.643,0.1038,0.2653
Chopin,Scherzos_20,validation,ZhangYunling04M,T5,disklavier,0.6723,0.0883,0.1826
Chopin,Scherzos_20,validation,ZhangYunling04M,kong,disklavier,0.8581,0.1077,0.5252
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,oaf,maestro,0.6994,0.2076,0.6485
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,T5,maestro,0.7218,0.1465,0.3265
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,kong,maestro,0.9768,0.8424,0.9808
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,T5,disklavier,0.5948,0.1128,0.4263
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,kong,disklavier,0.6773,0.1004,0.6709
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,oaf,disklavier,0.6656,0.1039,0.6658
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,kong,maestro,0.6664,0.091,0.4537
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,T5,maestro,0.8689,0.2304,0.0686
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,oaf,maestro,0.7764,0.1382,0.5278
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,kong,disklavier,0.6443,0.1024,0.4625
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,T5,disklavier,0.4241,0.0918,0.5579
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,oaf,disklavier,0.6206,0.0906,0.4393
